gene,fg_score,fg_rank,between_variance,within_variance,permutation_p_value,bh_fdr,bh_fdr_005,bh_fdr_001,in_locked_top200
ENSMFAG00000002191,1.8392516941924153,16661,0.03605044672528216,0.01960059541964666,0.07792207792207792,0.10133939045769068,False,False,False
ENSMFAG00000002203,1.6550663087101671,17327,0.00025858082286866986,0.00015622592934484185,0.1038961038961039,0.12992559469156686,False,False,False
ENSMFAG00000002209,4.548687191899879,11438,0.002723874312237544,0.000598816473952333,0.012987012987012988,0.024602430267756374,True,False,False
ENSMFAG00000002213,2.0664070811761603,15145,0.03369828160754181,0.016307658471771486,0.03996003996003996,0.05717095713794294,False,False,False
ENSMFAG00000002220,1.2844093415991114,19004,0.0003006585283883005,0.00023407310625799059,0.22377622377622378,0.2551454018513585,False,False,False
ENSMFAG00000002226,1.1275112613416092,19752,0.00030326116511862817,0.0002689550875484668,0.3196803196803197,0.35069021703286585,False,False,False
ENSMFAG00000002238,4.619762372545178,4569,0.0036573627540978063,0.0007916676793181345,0.000999000999000999,0.004737656740283136,True,True,False
ENSMFAG00000002245,0.9889659791910952,20267,0.00016927124468676084,0.00017114982576591043,0.4195804195804196,0.44858481923661775,False,False,False
ENSMFAG00000002252,1.3813584201909985,18602,0.00022858125364307085,0.00016546570152825742,0.1838161838161838,0.21411294865762126,False,False,False
ENSMFAG00000002258,1.7128779058849082,17116,0.0008584509053664824,0.000501164603523763,0.09490509490509491,0.12014510378614142,False,False,False
ENSMFAG00000002265,3.5092359431022806,4568,0.13455635850931058,0.038343481486741784,0.000999000999000999,0.004738693880550273,True,True,False
ENSMFAG00000002276,14.555936006637552,4567,0.4754282927803301,0.032662148762138916,0.000999000999000999,0.004739731475006273,True,True,False
ENSMFAG00000002287,1.5632278261877175,17728,0.002819953531439582,0.0018039199737368882,0.12287712287712288,0.15018623073677226,False,False,False
ENSMFAG00000002289,8.462278063066,4566,0.17391662958432177,0.020551977099477252,0.000999000999000999,0.00474076952394955,True,True,False
ENSMFAG00000002298,2.662704198474506,12466,0.09055030066556037,0.0340068844636951,0.014985014985014986,0.026046470776135467,True,False,False
ENSMFAG00000002299,1.1770976448159038,19661,0.002367120368789613,0.0020109704647173743,0.3066933066933067,0.3380006393077956,False,False,False
ENSMFAG00000002301,1.4867200361630029,18549,0.0027303545247633217,0.0018364854116108837,0.1798201798201798,0.2100568039432668,False,False,False
ENSMFAG00000002314,2.462404282925331,13544,0.003988509817898701,0.0016197523784021203,0.02097902097902098,0.033562716078959436,True,False,False
ENSMFAG00000002316,5.155726988059504,11649,0.049030982852510084,0.009509993723250716,0.013986013986013986,0.026015018546566317,True,False,False
ENSMFAG00000002322,2.1672396745212095,14363,0.020605215617712225,0.009507575090820362,0.028971028971028972,0.04370565033379208,True,False,False
ENSMFAG00000002331,2.634739531242846,13104,0.004836425127783537,0.0018356269084810915,0.017982017982017984,0.029734002261474792,True,False,False
ENSMFAG00000002343,1.5114163607813285,18166,0.014953558600395185,0.009893728739644796,0.15084915084915085,0.1799295057029286,False,False,False
ENSMFAG00000002344,1.3641560345452437,18505,0.010965380688549698,0.008038205871841323,0.17582417582417584,0.20587723543681394,False,False,False
ENSMFAG00000002350,0.7421947925183574,21008,9.396069276056005e-05,0.0001265884263265173,0.6343656343656343,0.6542952477834426,False,False,False
ENSMFAG00000002351,9.598188016883283,4579,0.4984554982800912,0.051932239858338294,0.000999000999000999,0.004727310252534101,True,True,False
ENSMFAG00000002373,4.87553838181331,8335,0.108334068861065,0.02221990919193412,0.001998001998001998,0.005194086057913292,True,True,False
ENSMFAG00000002391,1.0364673503196824,20271,0.00337134955405074,0.0032527210706033327,0.4205794205794206,0.4495641500229336,False,False,False
ENSMFAG00000002395,3.103830043953193,9706,0.024739851785019584,0.007970739504541064,0.004995004995004995,0.01115101671458564,True,False,False
ENSMFAG00000002396,2.475863413177116,12718,0.016695661946918787,0.006743359548602974,0.015984015984015984,0.027232399617994837,True,False,False
ENSMFAG00000002400,0.5685244401263583,21418,4.27285970739316e-05,7.51470100740698e-05,0.8241758241758241,0.8337959547222784,False,False,False
ENSMFAG00000002403,1.5653747327286052,18004,0.06867939380729836,0.043874081213663124,0.13886113886113885,0.16712081519902003,False,False,False
ENSMFAG00000002405,2.221797592664081,15346,0.005834464272417294,0.002626000709383022,0.04295704295704296,0.06065379947824885,False,False,False
ENSMFAG00000002418,0.9489385513996285,20333,0.0003324686512079008,0.0003503484617966349,0.4355644355644356,0.46416220871539815,False,False,False
ENSMFAG00000002421,4.7096668043439704,4578,0.22981388454522156,0.048796198753717414,0.000999000999000999,0.004728342867268162,True,True,False
ENSMFAG00000002429,3.8545505383421257,11013,0.07130818970647981,0.01849973179795034,0.01098901098901099,0.0216208017896931,True,False,False
ENSMFAG00000002433,2.6038633042155706,13241,0.07511664926865418,0.028848143874684106,0.01898101898101898,0.031061152426608205,True,False,False
ENSMFAG00000002435,11.367849605965644,4577,0.4237601950928754,0.037277066120930874,0.000999000999000999,0.004729375933221247,True,True,False
ENSMFAG00000002445,2.923016527250228,12728,0.0069247910261415685,0.002369046405115825,0.015984015984015984,0.02721100395519,True,False,False
ENSMFAG00000002446,18.850077639506686,4601,0.20721799148795145,0.010992941618069539,0.000999000999000999,0.004704706291317897,True,True,False
ENSMFAG00000002450,3.640537615964064,4600,0.055676648108763827,0.01529351364458948,0.000999000999000999,0.00470572905355514,True,True,False
ENSMFAG00000002467,2.077583854861934,15006,0.0098925844339113,0.00476157130068291,0.03696303696303696,0.053372989798419625,False,False,False
ENSMFAG00000002472,1.2981505981123072,19039,0.03732659691317951,0.028753662314643314,0.22677322677322678,0.2580872040402478,False,False,False
ENSMFAG00000002474,1.5461997541441568,18000,0.07461024978605137,0.04825394269018729,0.13886113886113885,0.16715795315795315,False,False,False
ENSMFAG00000002482,2.9027770112954046,9765,0.0026131768573653532,0.0009002234134509307,0.005994005994005994,0.01330037090405754,True,False,False
ENSMFAG00000002495,2.8439088968882165,10151,0.6268286589886607,0.22041093905484907,0.006993006993006993,0.014927049110873364,True,False,False
ENSMFAG00000002511,0.7043544614369106,21150,0.0007913613955906694,0.0011235171996094996,0.6943056943056943,0.7113104389700134,False,False,False
ENSMFAG00000002516,3.7925967391332596,12170,0.03428912226135457,0.009041057273920303,0.013986013986013986,0.0249013106860272,True,False,False
ENSMFAG00000002517,1.2395853253807627,19503,0.01734046848554386,0.013988916885865964,0.28471528471528473,0.31632111927451106,False,False,False
ENSMFAG00000002521,5.652901586919853,4599,0.17578397842077415,0.031096228934623858,0.000999000999000999,0.004706752260568307,True,True,False
ENSMFAG00000002532,1.1284257005703664,19957,0.002311365605784205,0.002048299963709545,0.35864135864135865,0.38938923480688276,False,False,False
ENSMFAG00000002534,2.9341011812058446,8336,0.08451301424081963,0.028803705012338744,0.001998001998001998,0.005193462966975443,True,True,False
ENSMFAG00000002535,1.5272678940005924,18599,0.03146152492783029,0.020599863179693832,0.1838161838161838,0.21414748486096408,False,False,False
ENSMFAG00000002546,3.20410342512468,9764,0.0074037378171521555,0.0023106950038074402,0.005994005994005994,0.01330173308870564,True,False,False
ENSMFAG00000002548,1.777905127095337,17242,0.016586359138181336,0.009329148730353289,0.0999000999000999,0.12554433155291525,False,False,False
ENSMFAG00000002553,5.685723898474631,8306,0.03803760597214102,0.006690009890404065,0.001998001998001998,0.005212220959873259,True,True,False
ENSMFAG00000002563,4.5552408819916135,4594,0.034690905659122355,0.007615592897371921,0.000999000999000999,0.004711874977438756,True,True,False
ENSMFAG00000002566,1.1879699720970847,19655,0.04206424533782741,0.035408498906645824,0.30569430569430567,0.33700250398291604,False,False,False
ENSMFAG00000002572,1.8009076050867625,16957,0.0002847850731875266,0.00015812419432686912,0.08891108891108891,0.11361240045559205,False,False,False
ENSMFAG00000002573,0.8210505207093207,20829,0.0011921393310802245,0.001451958302815658,0.5734265734265734,0.596524412742186,False,False,False
ENSMFAG00000002579,0.841400391831662,20847,0.0002907003574070748,0.0003454858664497923,0.5774225774225774,0.6001627288143333,False,False,False
ENSMFAG00000002580,2.9497944373165703,14051,0.0046452487528188206,0.0015747603277400598,0.025974025974025976,0.0400544583876731,True,False,False
ENSMFAG00000002587,1.8481191728087625,16014,0.05084756496898155,0.027513131856379137,0.058941058941058944,0.07975114681746379,False,False,False
ENSMFAG00000002590,2.151747114252481,14883,0.0004364020661146746,0.00020280289712164021,0.03596403596403597,0.052359654052861075,False,False,False
ENSMFAG00000002608,0.8559555884434394,20747,0.0014285270547740097,0.0016689166056102222,0.5514485514485514,0.575928433642802,False,False,False
ENSMFAG00000002629,0.3385533656293581,21623,5.2259368572214147e-05,0.000154350800623163,0.962037962037962,0.964040075911694,False,False,False
ENSMFAG00000002634,1.5614719375478363,18365,0.00025984978773341125,0.00016640335747697397,0.16383616383616384,0.19330258633280686,False,False,False
ENSMFAG00000002640,4.427312086930594,4611,0.12135357645778917,0.027410205063903986,0.000999000999000999,0.0046945030679578495,True,True,False
ENSMFAG00000002642,1.0810891579920723,20140,0.001240073999746038,0.001147049879917075,0.3916083916083916,0.421319296393775,False,False,False
ENSMFAG00000002643,4.7604934018465075,4610,0.022732396134283087,0.004775208494256417,0.000999000999000999,0.004695521398341355,True,True,False
ENSMFAG00000002645,1.0633835384659185,19787,0.0003013041046615235,0.000283334714077667,0.3246753246753247,0.35553974503790037,False,False,False
ENSMFAG00000002651,2.683111326443406,13690,0.07946754150709986,0.029617673293237758,0.02197802197802198,0.03478595911028344,True,False,False
ENSMFAG00000002652,2.6495613494697716,12927,0.01795722525027925,0.006777423273576714,0.016983016983016984,0.028466621179547617,True,False,False
ENSMFAG00000002661,2.9754828473949115,9763,0.053351662965160765,0.017930411952145044,0.005994005994005994,0.013303095552404167,True,False,False
ENSMFAG00000002672,3.8058378382138414,11657,0.011061248274642424,0.0029063798003162683,0.013986013986013986,0.025997164883670845,True,False,False
ENSMFAG00000002674,1.1749611607536872,19869,0.01681920654817736,0.014314681506388656,0.34065934065934067,0.3715036787662486,False,False,False
ENSMFAG00000002682,18.824692192625452,4633,0.5795130753050356,0.030784720468637308,0.000999000999000999,0.00467221101799129,True,True,False
ENSMFAG00000002690,2.5334503514338778,14028,0.06768765904320934,0.026717568659040857,0.024975024975024976,0.03857704884223276,True,False,False
ENSMFAG00000002692,3.5381005325009522,8348,0.07879349430763484,0.022269988713670984,0.001998001998001998,0.005185997519490572,True,True,False
ENSMFAG00000002694,4.11151767627548,4632,0.008398125615428182,0.002042575311960967,0.000999000999000999,0.004673219699126435,True,True,False
ENSMFAG00000002704,1.9037618821528783,15668,0.1388624219855395,0.0729410564680954,0.04995004995004995,0.0690782283838194,False,False,False
ENSMFAG00000002709,8.360964725631499,4631,0.027520113246516077,0.003291489743103808,0.000999000999000999,0.004674228815882886,True,True,False
ENSMFAG00000002711,5.2172544066475846,10299,0.07877073014522364,0.015098109433251636,0.007992007992007992,0.016814334320888354,True,False,False
ENSMFAG00000002713,6.022873992977837,10149,0.08013289125378102,0.013304749712258502,0.006993006993006993,0.014929990691149425,True,False,False
ENSMFAG00000002714,2.555515621869013,14368,0.10520720479581148,0.0411686699702937,0.028971028971028972,0.04369044096215588,True,False,False
ENSMFAG00000002716,1.3434282806516884,18974,0.030779099690940493,0.022910851810955587,0.21978021978021978,0.2509854433539476,False,False,False
ENSMFAG00000002720,12.781612762821243,4630,1.0806528146348917,0.08454744380631941,0.000999000999000999,0.004675238368542904,True,True,False
ENSMFAG00000002724,2.9321534579564434,10562,0.032452453927568556,0.011067778365410522,0.008991008991008992,0.018445103466879647,True,False,False
ENSMFAG00000002726,2.8236934353916494,9467,0.06841604812632732,0.024229266191534555,0.004995004995004995,0.01143253071002094,True,False,False
ENSMFAG00000002753,4.206780197888739,12585,0.23108901179892283,0.05493250392475882,0.015984015984015984,0.02752019533902728,True,False,False
ENSMFAG00000002754,5.54160980456779,4645,0.32292805407417763,0.05827331949497766,0.000999000999000999,0.004660140720420591,True,True,False
ENSMFAG00000002762,1.1509658093428075,19681,0.0010986299537585349,0.0009545187486739888,0.3096903096903097,0.3409567415461425,False,False,False
ENSMFAG00000002765,2.6296405769390114,13125,0.08246281066276498,0.03135895646330063,0.01898101898101898,0.03133567384995956,True,False,False
ENSMFAG00000002773,3.530363296702346,10143,0.29164961737576073,0.08261177605844498,0.006993006993006993,0.014938822392238541,True,False,False
ENSMFAG00000002776,0.3600633077158978,21591,0.00012215357309566598,0.0003392458210681365,0.9410589410589411,0.9444150402883209,False,False,False
ENSMFAG00000002778,3.5039693013722486,10320,0.003513241388837341,0.0010026361668660914,0.007992007992007992,0.0167801191057005,True,False,False
ENSMFAG00000002780,3.7127681598704814,4644,0.022393594369514304,0.006031498945685285,0.000999000999000999,0.004661144196027917,True,True,False
ENSMFAG00000002785,2.6451190149958945,14216,0.000536247415250445,0.0002027209214482651,0.026973026973026972,0.04111223610379491,True,False,False
ENSMFAG00000002791,0.8858674694882197,20524,0.0006852073480412284,0.0007734774251981326,0.4835164835164835,0.5104675094930406,False,False,False
ENSMFAG00000002815,1.0493082282829307,20110,0.028292090730986125,0.026962602098527806,0.3886113886113886,0.4187186259786956,False,False,False
ENSMFAG00000002818,1.1503564650016138,19866,0.007747263187154573,0.0067346530569366205,0.33966033966033965,0.37047016207390715,False,False,False
ENSMFAG00000002825,2.273532580682204,14427,0.004765366302344598,0.002096008479275404,0.028971028971028972,0.04351176653110527,True,False,False
ENSMFAG00000002828,0.6998425375434717,21121,0.00045460274488833295,0.0006495686130463592,0.6813186813186813,0.6989637416227067,False,False,False
ENSMFAG00000002843,3.2603575996002596,10302,0.12592259784295068,0.03862231715159514,0.007992007992007992,0.01680943789272269,True,False,False
ENSMFAG00000002850,2.480082874740101,13022,0.00420635346760048,0.001696043591774139,0.017982017982017984,0.029921238337764222,True,False,False
ENSMFAG00000002853,2.981366948220147,9275,0.01960635939108621,0.006576288634688714,0.003996003996003996,0.009335354672281896,True,True,False
ENSMFAG00000002854,2.2293432117279637,14743,0.13108812354639623,0.05880122027121958,0.03296703296703297,0.04845212442038054,True,False,False
ENSMFAG00000002856,4.044790663441208,8355,0.42005361549228193,0.10385051044570108,0.001998001998001998,0.0051816525784209805,True,True,False
ENSMFAG00000002857,3.7964500208202305,11680,0.0014684033995429908,0.0003867732821425473,0.013986013986013986,0.025945971836382795,True,False,False
ENSMFAG00000002862,3.8094054871135614,12461,0.023115841835457184,0.006068086954670051,0.014985014985014986,0.026056921972177575,True,False,False
ENSMFAG00000002879,4.414345818780283,4658,0.05545084023110229,0.01256149798045627,0.000999000999000999,0.0046471347458895765,True,True,False
ENSMFAG00000002880,0.371662760940527,21607,0.00012498317574981466,0.0003362711367852221,0.952047952047952,0.9547357349458521,False,False,False
ENSMFAG00000002883,3.4240419874339585,8356,0.005997163537039459,0.0017514765644313685,0.001998001998001998,0.005181032466815138,True,True,False
ENSMFAG00000002886,6.491216026606185,4657,0.1255518702903376,0.01934180049832971,0.000999000999000999,0.004648132627518498,True,True,False
ENSMFAG00000002891,1.3920056339362523,18889,0.03648348064169677,0.026209280934067835,0.21078921078921078,0.24180108101967385,False,False,False
ENSMFAG00000002892,1.3082384677324104,19121,0.00018902747959847493,0.00014448007903438212,0.23476523476523475,0.26603698064395725,False,False,False
ENSMFAG00000002899,2.253165666326342,15236,0.0107595533030101,0.004775295013657933,0.04195804195804196,0.059670966995724155,False,False,False
ENSMFAG00000002901,2.806961148642708,13038,0.06686097626576111,0.023819691351438865,0.017982017982017984,0.029884519530170708,True,False,False
ENSMFAG00000002907,6.804477447845329,4688,0.04683587962502965,0.006883087193578099,0.000999000999000999,0.004617396255621511,True,True,False
ENSMFAG00000002911,1.4877708374937568,18438,0.032259435075051586,0.02168305721846667,0.16883116883116883,0.19840729830967385,False,False,False
ENSMFAG00000002913,4.520892268172642,4678,0.029375422659398992,0.006497694638131672,0.000999000999000999,0.0046272667050777355,True,True,False
ENSMFAG00000002916,2.326363000485464,13647,0.03976063144182852,0.017091317292228812,0.02197802197802198,0.034895565341817265,True,False,False
ENSMFAG00000002917,0.6268322021394489,21314,0.00014572226529981945,0.00023246412114829608,0.7622377622377622,0.7748976180992695,False,False,False
ENSMFAG00000002923,2.234655252591198,14816,0.20826476889842332,0.09319770748099829,0.03396603396603397,0.04967440766576836,True,False,False
ENSMFAG00000002943,2.753552046336584,12821,0.309142237868863,0.11227033487332681,0.016983016983016984,0.028701974260043058,True,False,False
ENSMFAG00000002944,1.2148609963831218,19544,0.002844428657246413,0.0023413514114823276,0.2897102897102897,0.3211953825953007,False,False,False
ENSMFAG00000002948,1.2200882598820044,19450,0.030520360515723207,0.02501486926674653,0.2777222777222777,0.3093926125288593,False,False,False
ENSMFAG00000002953,8.342941483049644,4677,0.3623797054208361,0.043435474493938135,0.000999000999000999,0.004628256071488913,True,True,False
ENSMFAG00000002957,1.828706795990326,16828,0.03768411798034783,0.020606966505460077,0.08491508491508491,0.10933801164369265,False,False,False
ENSMFAG00000002958,1.5570896459383763,18002,0.0002594235139827097,0.0001665979500685195,0.13886113886113885,0.16713938211549587,False,False,False
ENSMFAG00000002963,1.9618435827205498,16153,0.003417632195952522,0.0017420413164526524,0.06293706293706294,0.0844252014932384,False,False,False
ENSMFAG00000002973,1.544622539585383,18159,0.06992239275205603,0.045268261671618244,0.14985014985014986,0.1788068201416954,False,False,False
ENSMFAG00000002981,2.659767020221929,10884,0.011484336678357398,0.004317787984200568,0.00999000999000999,0.01988823378018527,True,False,False
ENSMFAG00000002988,5.045524039093187,4676,0.0030962648960080196,0.0006136556712004288,0.000999000999000999,0.004629245861067931,True,True,False
ENSMFAG00000002992,3.4107821373049534,11708,0.02834121380655029,0.008309290525698261,0.013986013986013986,0.025883921340019732,True,False,False
ENSMFAG00000002993,11.575960987734105,4701,1.0223907441686984,0.08832015151851447,0.000999000999000999,0.004604627450830386,True,True,False
ENSMFAG00000003003,4.30762779698523,4720,0.09887502340250914,0.022953464177065296,0.000999000999000999,0.004586091874227467,True,True,False
ENSMFAG00000003005,2.530690757789345,12434,0.017587831032930854,0.006949804385181735,0.014985014985014986,0.02611350367502853,True,False,False
ENSMFAG00000003016,1.2787584876064217,19393,0.0002573121862393608,0.00020121031543344622,0.26973026973026976,0.30137242739728176,False,False,False
ENSMFAG00000003022,0.5328652895619893,21470,0.0036677059690121334,0.0068829790797108525,0.8551448551448552,0.863031146775907,False,False,False
ENSMFAG00000003025,2.4594231440528116,13435,0.032345119787943195,0.013151496631202395,0.02097902097902098,0.03383501500360451,True,False,False
ENSMFAG00000003030,12.74598771403439,4719,0.2756547834492623,0.021626778730209077,0.000999000999000999,0.004587063709759196,True,True,False
ENSMFAG00000003035,0.7226667489895132,21062,7.160238456046974e-05,9.907077915663003e-05,0.6613386613386614,0.6803668271714991,False,False,False
ENSMFAG00000003039,2.22419213052479,14717,0.2660420730713834,0.11961289098109093,0.03296703296703297,0.04853772306378136,True,False,False
ENSMFAG00000003051,5.903735504065181,4718,0.1628154923278981,0.02757837528094407,0.000999000999000999,0.004588035957260205,True,True,False
ENSMFAG00000003053,2.5721164139773096,12547,0.023902822103804372,0.009293046089495969,0.015984015984015984,0.02760354334435788,True,False,False
ENSMFAG00000003060,4.009574894910532,11740,0.03209391996051793,0.008004309859757615,0.013986013986013986,0.025813368913879985,True,False,False
ENSMFAG00000003070,0.21159057141123688,21663,0.0003192159648980919,0.0015086392879575417,0.993006993006993,0.9932361872536364,False,False,False
ENSMFAG00000003072,1.1296181408340187,19879,0.026996216332514172,0.023898522925987136,0.34265734265734266,0.3734946074097943,False,False,False
ENSMFAG00000003085,2.8016810236954135,13199,0.0724625984495428,0.02586396160729051,0.01898101898101898,0.031159990853907058,True,False,False
ENSMFAG00000003087,8.492380824081868,8814,0.009575826170275588,0.0011275685163945298,0.002997002997002997,0.0073677173745247265,True,True,False
ENSMFAG00000003092,1.311017077077212,19359,0.03589803717843476,0.02738181271314575,0.26573426573426573,0.29742910635518727,False,False,False
ENSMFAG00000003093,3.295841594280033,10340,0.11587466245776418,0.03515782727557351,0.007992007992007992,0.016747662395631448,True,False,False
ENSMFAG00000003099,1.8620666330843294,16560,0.10648997623363504,0.05718912294592735,0.07492507492507493,0.09803602194906542,False,False,False
ENSMFAG00000003101,0.7278923997974883,21063,0.00022875160471602443,0.0003142556864938649,0.6613386613386614,0.680334525655705,False,False,False
ENSMFAG00000003104,0.86379099018647,20650,0.003748147220494717,0.004339173046683075,0.5224775224775224,0.5482345257647921,False,False,False
ENSMFAG00000003110,2.646082567951434,14350,0.0033775872279223043,0.0012764381610780545,0.027972027972027972,0.04223678760264126,True,False,False
ENSMFAG00000003114,2.3248440921918863,14154,0.016518734444447625,0.0071052984806532545,0.025974025974025976,0.03976297829625511,True,False,False
ENSMFAG00000003119,2.504714916008937,13971,0.13918143649202763,0.05556776563883483,0.024975024975024976,0.03873443856265415,True,False,False
ENSMFAG00000003121,0.33018953525128897,21599,0.0023141740509463804,0.007008613241754742,0.9470529470529471,0.9500783951452965,False,False,False
ENSMFAG00000003123,1.614675157730549,17732,0.04792899940406314,0.0296833595462486,0.12287712287712288,0.15015235159606918,False,False,False
ENSMFAG00000003130,1.828293275969331,16218,0.0011846579138807334,0.0006479483606479366,0.06493506493506493,0.08675625767745634,False,False,False
ENSMFAG00000003131,3.0886602923837767,8775,0.0006163672308310188,0.00019954811662127364,0.002997002997002997,0.007400462785078169,True,True,False
ENSMFAG00000003132,1.6066013174188971,17477,0.013810889753183436,0.008596329118762501,0.1108891108891109,0.13748041739115724,False,False,False
ENSMFAG00000003140,1.8226667288478262,16251,0.0017804428565921019,0.0009768240138175368,0.06593406593406594,0.0879120879120879,False,False,False
ENSMFAG00000003143,1.5066131111551495,18090,0.04278559587023694,0.028398518828301772,0.14385614385614387,0.17230928275704396,False,False,False
ENSMFAG00000003144,5.866137443018758,4708,0.09165955653427928,0.015625187572443952,0.000999000999000999,0.0045977811483334,True,True,False
ENSMFAG00000003158,1.0708312880531605,20006,0.029197753575142208,0.027266426740212905,0.3676323676323676,0.3981734550563902,False,False,False
ENSMFAG00000003160,9.327199682602394,4729,0.1873115519536152,0.020082282470161115,0.000999000999000999,0.004577363849937332,True,True,False
ENSMFAG00000003163,1.9517336548849709,16024,0.006773680835038555,0.003470586932160692,0.058941058941058944,0.07970137700542093,False,False,False
ENSMFAG00000003168,1.2024205250549482,19715,0.046917026847626137,0.03901880735217562,0.31368631368631367,0.34476059066472453,False,False,False
ENSMFAG00000003171,3.672475652106461,12413,0.02932641667732711,0.007985452520495144,0.014985014985014986,0.026157681841239407,True,False,False
ENSMFAG00000003176,1.9902971711697133,15793,0.018230535197239495,0.009159695124097256,0.053946053946053944,0.07401399967726821,False,False,False
ENSMFAG00000003180,3.5923683356945455,10140,0.954595143581168,0.26572862759434274,0.006993006993006993,0.014943242162177073,True,False,False
ENSMFAG00000003188,20.81154280916966,4728,0.12444462363421827,0.005979586264212925,0.000999000999000999,0.004578331989499502,True,True,False
ENSMFAG00000003190,1.0629607085654642,20016,0.00043808054785581386,0.00041212239993323227,0.3706293706293706,0.40121888503183467,False,False,False
ENSMFAG00000003194,4.79538296875246,8804,0.04641539651570009,0.009679174502708292,0.002997002997002997,0.0073760859767220514,True,True,False
ENSMFAG00000003206,2.1957665738565098,14493,0.028245615098160256,0.012863659314608152,0.029970029970029972,0.04480719032571652,True,False,False
ENSMFAG00000003207,2.865501029848591,13604,0.00044618556428949093,0.00015569944126063245,0.02197802197802198,0.03500586446778743,True,False,False
ENSMFAG00000003211,7.131356927572443,4727,0.10593635743806928,0.01485499705040866,0.000999000999000999,0.004579300538682811,True,True,False
ENSMFAG00000003214,0.34899944071272493,21598,4.5734789466727356e-05,0.0001310354520308915,0.9470529470529471,0.9501223843292554,False,False,False
ENSMFAG00000003237,3.4548871864798163,4726,0.00016769301753634055,4.852791411556999e-05,0.000999000999000999,0.00458026949774728,True,True,False
ENSMFAG00000003238,9.186836263317069,4725,0.1629182083850406,0.017733865266240576,0.000999000999000999,0.004581238866953152,True,True,False
ENSMFAG00000003255,0.7262987327998566,21148,0.0012491709758463555,0.0017199034728362316,0.6933066933066933,0.7103541436811721,False,False,False
ENSMFAG00000003265,7.219935619344947,4765,0.10162351154579415,0.014075394117663625,0.000999000999000999,0.0045427814577867045,True,True,False
ENSMFAG00000003267,3.9886011193890893,8395,0.031891721111610705,0.007995705830440165,0.001998001998001998,0.005156963346361797,True,True,False
ENSMFAG00000003271,8.780324428835623,4764,0.3697541148055125,0.04211165885715479,0.000999000999000999,0.004543735022324443,True,True,False
ENSMFAG00000003276,1.3010372455195591,19150,0.03782497532322838,0.029072928114176177,0.23776223776223776,0.2690251784768756,False,False,False
ENSMFAG00000003279,7.117919384859004,4763,0.30402136715319034,0.042712101603833874,0.000999000999000999,0.004544688987267194,True,True,False
ENSMFAG00000003286,2.97970490449431,9767,0.11777270194476627,0.03952494489305967,0.005994005994005994,0.013297647371569762,True,False,False
ENSMFAG00000003287,1.2337751960372256,19602,0.00031797506905841227,0.00025771528907998754,0.2997002997002997,0.3312879345937197,False,False,False
ENSMFAG00000003291,1.38481072768797,18689,0.008053779068919114,0.005815787717255854,0.1938061938061938,0.22469862525510229,False,False,False
ENSMFAG00000003296,1.399088422488055,18798,0.0070015866641035,0.005004381825108736,0.20279720279720279,0.23375943133364135,False,False,False
ENSMFAG00000003297,6.590046465448221,4762,0.014404053293013062,0.002185718639173316,0.000999000999000999,0.004545643352867208,True,True,False
ENSMFAG00000003302,2.3178723516435578,13725,0.034376044559418915,0.014830851818185775,0.022977022977022976,0.036274399553088074,True,False,False
ENSMFAG00000003305,1.793378529465441,17256,0.12429856120438704,0.06930970859099773,0.1008991008991009,0.12669690068855577,False,False,False
ENSMFAG00000003306,1.875845409849602,16510,0.0017066836056878973,0.0009098110314808044,0.07392607392607392,0.09702181525319017,False,False,False
ENSMFAG00000003314,3.393637941718826,8396,0.0430418142514847,0.012683079649122875,0.001998001998001998,0.005156349129669759,True,True,False
ENSMFAG00000003315,8.662594517225667,4761,1.045873634644446,0.12073444577588958,0.000999000999000999,0.004546598119376947,True,True,False
ENSMFAG00000003321,1.7308937113149578,17316,0.00029093733135568796,0.00016807503575569827,0.1028971028971029,0.12875805183497493,False,False,False
ENSMFAG00000003325,1.5655721762884545,17857,0.04631211273887026,0.029581579044756577,0.12987012987012986,0.15758671523917644,False,False,False
ENSMFAG00000003331,2.047824771958481,15728,0.00041997621682809727,0.00020507405923151522,0.05194805194805195,0.07156729333738489,False,False,False
ENSMFAG00000003333,2.224321919455514,15432,0.005903134936313255,0.0026538931444505427,0.04595404595404595,0.06452386390177992,False,False,False
ENSMFAG00000003337,1.5989508118850877,17011,0.0005560923655360104,0.0003477757864060269,0.09090909090909091,0.1157967304578321,False,False,False
ENSMFAG00000003341,2.2284816231770876,14848,0.08260260126367694,0.03706675348800785,0.03496503496503497,0.05102521401012781,False,False,False
ENSMFAG00000003345,4.560126840496862,4780,0.6781603014497478,0.14871521770534535,0.000999000999000999,0.004528525867438001,True,True,False
ENSMFAG00000003353,3.935235950387631,4779,0.08896184861835778,0.0226064740177105,0.000999000999000999,0.004529473456027128,True,True,False
ENSMFAG00000003362,3.58398635976318,4778,0.06269008793737077,0.01749171057159089,0.000999000999000999,0.004530421441262798,True,True,False
ENSMFAG00000003363,1.1834133677740397,19636,0.00019277007536753167,0.0001628832717991226,0.3036963036963037,0.33512382911445854,False,False,False
ENSMFAG00000003365,0.8734914905506423,20763,0.0006718457363216126,0.0007691397210786635,0.5544455544455544,0.578612256115507,False,False,False
ENSMFAG00000003368,1.0544010601940987,20283,0.0056125262886055766,0.005322942053531128,0.4225774225774226,0.45143260821414943,False,False,False
