gene,fg_score,fg_rank,between_variance,within_variance,permutation_p_value,bh_fdr,bh_fdr_005,bh_fdr_001,in_locked_top200
MKRN2,14.51755388260261,7338,0.22509633268731716,0.015505104326254762,0.000999000999000999,0.002949898289227807,True,True,True
LRFN5,26.174172398104474,7367,0.6820037389913229,0.02605635306730804,0.000999000999000999,0.0029382860928944816,True,True,True
MICAL2,13.95072134151262,7413,0.8313823595204862,0.05959421019609652,0.000999000999000999,0.0029200531021656073,True,True,True
LRRC4,26.128872794944627,7431,0.6525463834828895,0.024974139807531808,0.000999000999000999,0.00291297990127219,True,True,True
MFSD4A,22.79205104618348,7448,1.1789889489328431,0.05172806600965181,0.000999000999000999,0.0029063310481140772,True,True,True
ENSMFAG00000038912,28.61102134206724,7463,4.60808102004008,0.16105963778212043,0.000999000999000999,0.0029004895680495306,True,True,True
MET,47.450324998134356,7476,11.792918793713076,0.24853187664517573,0.000999000999000999,0.002895445913102414,True,True,True
MEF2C,45.59261162282228,7516,3.6765546181326205,0.08063925340846526,0.000999000999000999,0.0028800364085090004,True,True,True
MCHR1,10.232649729696773,7582,0.7846852975112998,0.07668445768328429,0.000999000999000999,0.002854966189178798,True,True,True
MAPK13,18.653494685416998,7640,0.7315001056048746,0.03921516752792722,0.000999000999000999,0.0028332923620881735,True,True,True
ABCA1,21.8483420197851,7734,0.8578552092618847,0.03926407733829967,0.000999000999000999,0.0027988561735652505,True,True,True
ENSMFAG00000038166,21.875056393382632,7736,1.401017010183411,0.06404631678374394,0.000999000999000999,0.0027981325809660865,True,True,True
MAGI1,32.29137437925829,7738,0.38525850131216366,0.011930683837535346,0.000999000999000999,0.0027974093624132394,True,True,True
MAFB,8.402722556512801,7744,1.013635764957389,0.12063181595166586,0.000999000999000999,0.00279524194813451,True,True,True
SNCB,4.188447632949959,7956,0.7024167278809387,0.16770334681294424,0.001998001998001998,0.005441516753733948,True,True,True
RTN4RL2,3.970281946363315,8275,1.3809622523878038,0.34782472160444755,0.001998001998001998,0.005231747104858887,True,True,True
