run_id	sample_name	library_name	scientific_name	platform	monkey_id	hemisphere	brain_region_raw	replicate	include	notes	brain_region	region_full_name	lobe	regional_map	roi173	neocortex_flag	meta_lobe	region_group
SRR22506670	20R505	34_R_13m_rep2	Macaca fascicularis	ILLUMINA	34	R	13m	rep2	1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22506563	20R506	xq_L_Pi	Macaca fascicularis	ILLUMINA	xq	L	Pi		1		Pi	parainsular area	Insula	Ia	Pi	Yes	Insula	Insula
SRR22506580	20R507	xq_L_Ia	Macaca fascicularis	ILLUMINA	xq	L	Ia		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506746	20R508	xq_R_Ia	Macaca fascicularis	ILLUMINA	xq	R	Ia		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506832	20R509	34_R_NA	Macaca fascicularis	ILLUMINA	34	R	NA		1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22506955	20R510	xq_L_RM_rep3	Macaca fascicularis	ILLUMINA	xq	L	RM	rep3	1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506452	20R511	79_L_Ia	Macaca fascicularis	ILLUMINA	79	L	Ia		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506456	20R512	79_L_amy_rep1	Macaca fascicularis	ILLUMINA	79	L	amy	rep1	1		Amy	amygdala	Subcortical	Amyg	amy	No	Subcortical	Subcortical
SRR22507269	20R513	79_R_24c'	Macaca fascicularis	ILLUMINA	79	R	24c'		1		24c'	anterior cingulate cortex,area 24c'	Cingulate	CCa	24c'	Yes	Cingulate	Cingulate
SRR22507264	20R514	79_R_NA_rep1	Macaca fascicularis	ILLUMINA	79	R	NA	rep1	1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22507263	20R515	79_R_NA_rep2	Macaca fascicularis	ILLUMINA	79	R	NA	rep2	1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22506461	20R516	79_L_13m	Macaca fascicularis	ILLUMINA	79	L	13m		1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22506462	20R517	79_L_13a_rep2	Macaca fascicularis	ILLUMINA	79	L	13a	rep2	1		13a	orbitomedial prefrontal cortex,area 13a	Frontal	PFCom	13a	Yes	Frontal	Frontal
SRR22506453	20R518	79_L_GPeGPi	Macaca fascicularis	ILLUMINA	79	L	GPeGPi		1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506455	20R519	79_L_amy_rep2	Macaca fascicularis	ILLUMINA	79	L	amy	rep2	1		Amy	amygdala	Subcortical	Amyg	amy	No	Subcortical	Subcortical
SRR22506457	20R520	79_L_24b'	Macaca fascicularis	ILLUMINA	79	L	24b'		1		24b'	anterior cingulate cortex,area 24b'	Cingulate	CCa	24b'	Yes	Cingulate	Cingulate
SRR22507265	20R521	79_R_MST	Macaca fascicularis	ILLUMINA	79	R	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22507268	20R522	79_R_FST	Macaca fascicularis	ILLUMINA	79	R	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506500	20R523	xq_R_V3d_rep1	Macaca fascicularis	ILLUMINA	xq	R	V3d	rep1	1		V3d	visual area 3, dorsal part	Occipital	VACd	V3d	Yes	Occipital	Occipital
SRR22506499	20R524	xq_R_V3d_rep2	Macaca fascicularis	ILLUMINA	xq	R	V3d	rep2	1		V3d	visual area 3, dorsal part	Occipital	VACd	V3d	Yes	Occipital	Occipital
SRR22506454	20R525	79_L_CL	Macaca fascicularis	ILLUMINA	79	L	CL		1		CL	caudal lateral, belt region of the auditory cortex	Temporal 	TCs	CL	Yes	Temporal	Temporal
SRR22506458	20R526	79_L_23b	Macaca fascicularis	ILLUMINA	79	L	23b		1		23b	posterior cingulate cortex,area 23b	Cingulate	CCp	23b	Yes	Cingulate	Cingulate
SRR22506460	20R527	79_L_23a	Macaca fascicularis	ILLUMINA	79	L	23a		1		23a				23a	Yes	Cingulate	Cingulate
SRR22506451	20R528	79_L_V3d	Macaca fascicularis	ILLUMINA	79	L	V3d		1		V3d	visual area 3, dorsal part	Occipital	VACd	V3d	Yes	Occipital	Occipital
SRR22507266	20R529	79_R_ML	Macaca fascicularis	ILLUMINA	79	R	ML		1		ML	middle lateral, belt region of the auditory cortex	Temporal 	TCs	ML	Yes	Temporal	Temporal
SRR22506634	20R530	67_L_13a	Macaca fascicularis	ILLUMINA	67	L	13a		1		13a	orbitomedial prefrontal cortex,area 13a	Frontal	PFCom	13a	Yes	Frontal	Frontal
SRR22506626	20R531	67_L_G	Macaca fascicularis	ILLUMINA	67	L	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506625	20R532	67_L_Pir	Macaca fascicularis	ILLUMINA	67	L	Pir		1		Pir	piriform cortex	Subcortical		Pir	No	Subcortical	Subcortical
SRR22506633	20R533	67_L_24a	Macaca fascicularis	ILLUMINA	67	L	24a		1		24a	anterior cingulate cortex,area 24a	Cingulate	CCa	24a	Yes	Cingulate	Cingulate
SRR22506624	20R534	67_L_V3d	Macaca fascicularis	ILLUMINA	67	L	V3d		1		V3d	visual area 3, dorsal part	Occipital	VACd	V3d	Yes	Occipital	Occipital
SRR22506463	20R535	67_R_13a_rep1	Macaca fascicularis	ILLUMINA	67	R	13a	rep1	1		13a	orbitomedial prefrontal cortex,area 13a	Frontal	PFCom	13a	Yes	Frontal	Frontal
SRR22506632	20R536	67_L_F2	Macaca fascicularis	ILLUMINA	67	L	F2		1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22506631	20R537	67_L_F3_rep1	Macaca fascicularis	ILLUMINA	67	L	F3	rep1	1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22506629	20R538	67_L_F3_rep2	Macaca fascicularis	ILLUMINA	67	L	F3	rep2	1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22506628	20R539	67_L_F6	Macaca fascicularis	ILLUMINA	67	L	F6		1		F6	agranular frontal area F6,PreSMA (presupplementary motor area)	Frontal	PFCdm	F6	Yes	Frontal	Frontal
SRR22506627	20R540	67_L_F7	Macaca fascicularis	ILLUMINA	67	L	F7		1		F7	agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)	Frontal	PMCdl	F7	Yes	Frontal	Frontal
SRR22507239	20R611	xq_L_10m_rep2	Macaca fascicularis	ILLUMINA	xq	L	10m	rep2	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22507236	20R612	xq_L_10o_rep2	Macaca fascicularis	ILLUMINA	xq	L	10o	rep2	1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507100	20R613	34_L_10m_rep2	Macaca fascicularis	ILLUMINA	34	L	10m	rep2	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22506834	20R614	34_L_10o_rep2	Macaca fascicularis	ILLUMINA	34	L	10o	rep2	1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22506642	20R615	34_R_V1_rep2	Macaca fascicularis	ILLUMINA	34	R	V1	rep2	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506502	20R616	xq_R_V2_rep2	Macaca fascicularis	ILLUMINA	xq	R	V2	rep2	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506504	20R617	xq_R_V1_rep2	Macaca fascicularis	ILLUMINA	xq	R	V1	rep2	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506501	20R618	xq_R_V2_rep3	Macaca fascicularis	ILLUMINA	xq	R	V2	rep3	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506648	20R619	34_R_TG_rep1	Macaca fascicularis	ILLUMINA	34	R	TG	rep1	1		TG	temporal pole	Temporal 	TCpol	TG	Yes	Temporal	Temporal
SRR22506647	20R620	34_R_TG_rep2	Macaca fascicularis	ILLUMINA	34	R	TG	rep2	1		TG	temporal pole	Temporal 	TCpol	TG	Yes	Temporal	Temporal
SRR22506868	20R621	34_L_TG	Macaca fascicularis	ILLUMINA	34	L	TG		1		TG	temporal pole	Temporal 	TCpol	TG	Yes	Temporal	Temporal
SRR22506928	20R622	xq_L_V2_rep2	Macaca fascicularis	ILLUMINA	xq	L	V2	rep2	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506686	20R623	34_R_10m_rep2	Macaca fascicularis	ILLUMINA	34	R	10m	rep2	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22506684	20R624	34_R_10o_rep2	Macaca fascicularis	ILLUMINA	34	R	10o	rep2	1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22506639	20R625	34_R_V2_rep2	Macaca fascicularis	ILLUMINA	34	R	V2	rep2	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506799	20R626	92_L_V1_rep2	Macaca fascicularis	ILLUMINA	92	L	V1	rep2	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506793	20R627	92_R_10m	Macaca fascicularis	ILLUMINA	92	R	10m		1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22506792	20R628	92_R_10o	Macaca fascicularis	ILLUMINA	92	R	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507262	20R629	92_L_10o	Macaca fascicularis	ILLUMINA	92	L	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507045	20R630	92_R_V1_rep2	Macaca fascicularis	ILLUMINA	92	R	V1	rep2	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22507043	20R631	92_R_V2_rep2	Macaca fascicularis	ILLUMINA	92	R	V2	rep2	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22507071	20R632	92_L_cd	Macaca fascicularis	ILLUMINA	92	L	cd		1		Cd	caudate	Subcortical	Cau	Striatum	No	Subcortical	Subcortical
SRR22506815	20R633	92_L_pu	Macaca fascicularis	ILLUMINA	92	L	pu		1		pu				Striatum	No	Subcortical	Subcortical
SRR22506605	20R634	92_R_cd_rep2	Macaca fascicularis	ILLUMINA	92	R	cd	rep2	1		Cd	caudate	Subcortical	Cau	Striatum	No	Subcortical	Subcortical
SRR22506594	20R635	92_R_pu	Macaca fascicularis	ILLUMINA	92	R	pu		1		pu				Striatum	No	Subcortical	Subcortical
SRR22506923	20R636	34_L_F3_rep2	Macaca fascicularis	ILLUMINA	34	L	F3	rep2	1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22507174	20R637	34_L_F2_rep2	Macaca fascicularis	ILLUMINA	34	L	F2	rep2	1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22507095	20R638	34_R_F1_rep2	Macaca fascicularis	ILLUMINA	34	R	F1	rep2	1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506681	20R639	34_R_1-2_rep2	Macaca fascicularis	ILLUMINA	34	R	1-2	rep2	1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22506781	20R640	xq_L_3a/b_rep3	Macaca fascicularis	ILLUMINA	xq	L	3a/b	rep3	1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22507196	20R641	xq_R_F1_rep2	Macaca fascicularis	ILLUMINA	xq	R	F1	rep2	1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506737	20R642	xq_R_Ig_rep3	Macaca fascicularis	ILLUMINA	xq	R	Ig	rep3	1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22507035	qbt-L-1-2-8-2_BRRL200004958-1A	qbt_L_1-2	Macaca fascicularis	ILLUMINA	qbt	L	1-2		1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22507040	qbt-L-10m-8-13_BRRL200004992-1A	qbt_L_10m	Macaca fascicularis	ILLUMINA	qbt	L	10m		1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22507039	qbt-L-10o_BRRL200004689-1A	qbt_L_10o	Macaca fascicularis	ILLUMINA	qbt	L	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507037	qbt-L-11l-8-13_BRRL200004990-1A	qbt_L_11l	Macaca fascicularis	ILLUMINA	qbt	L	11l		1		11l	obrital prefrontal area,area 11l	Frontal	PFCoi	11l	Yes	Frontal	Frontal
SRR22507036	qbt-L-11m-8-13_BRRL200004989-1A	qbt_L_11m	Macaca fascicularis	ILLUMINA	qbt	L	11m		1		11m	orbital prefrontal area,area 11m	Frontal	PFCom	11m	Yes	Frontal	Frontal
SRR22507034	qbt-L-12m-8-13_BRRL200004988-1A	qbt_L_12m	Macaca fascicularis	ILLUMINA	qbt	L	12m		1		12m	lateral prefrontal cortex,area 12m,medial part	Frontal	PFCol	12m	Yes	Frontal	Frontal
SRR22507033	qbt-L-12o-8-31_BRRL200008129-1A	qbt_L_12o	Macaca fascicularis	ILLUMINA	qbt	L	12o		1		12o	lateral prefrontal cortex,area 12o,orbital part	Frontal	PFCol	12o	Yes	Frontal	Frontal
SRR22507032	qbt-L-12r-8-13_BRRL200004987-1A	qbt_L_12r	Macaca fascicularis	ILLUMINA	qbt	L	12r		1		12r	lateral prefrontal cortex,area 12r,rostal part?	Frontal	PFCol	12r	Yes	Frontal	Frontal
SRR22507031	qbt-L-13b-8-13_BRRL200004991-1A	qbt_L_13b	Macaca fascicularis	ILLUMINA	qbt	L	13b		1		13b	orbitomedial prefrontal cortex,area 13b	Frontal	PFCom	13b	Yes	Frontal	Frontal
SRR22507030	qbt-L-13l-8-31_BRRL200008130-1A	qbt_L_13l	Macaca fascicularis	ILLUMINA	qbt	L	13l		1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22507029	qbt-L-13m-8-31_BRRL200008131-1A	qbt_L_13m	Macaca fascicularis	ILLUMINA	qbt	L	13m		1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22507028	qbt-L-14c-8-31_BRRL200008132-1A	qbt_L_14c	Macaca fascicularis	ILLUMINA	qbt	L	14c		1		14c	orbitomedial prefrontal area,14c	Frontal	PFCom	14c	Yes	Frontal	Frontal
SRR22507022	qbt-L-24c-8-11_BRRL200004971-1A	qbt_L_24c_rep1	Macaca fascicularis	ILLUMINA	qbt	L	24c	rep1	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22507021	qbt-L-24c-8-13_BRRL200004993-1A	qbt_L_24c_rep2	Macaca fascicularis	ILLUMINA	qbt	L	24c	rep2	1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22507020	qbt-L-32-8-31_BRRL200008305-1A	qbt_L_32	Macaca fascicularis	ILLUMINA	qbt	L	32		1		32	orbitomedial prefrontal cortex,area 32	Frontal	PFCm	32	Yes	Frontal	Frontal
SRR22507019	qbt-L-45-8-31_BRRL200008128-1A	qbt_L_45	Macaca fascicularis	ILLUMINA	qbt	L	45		1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22507018	qbt-L-46d_BRRL200004690-1A	qbt_L_46d	Macaca fascicularis	ILLUMINA	qbt	L	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22507017	qbt-L-46v-8-13_BRRL200004986-1A	qbt_L_46v	Macaca fascicularis	ILLUMINA	qbt	L	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22507016	qbt-L-5-8-24_BRRL200007485-1A	qbt_L_5	Macaca fascicularis	ILLUMINA	qbt	L	5		1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22507015	qbt-L-7a-8-27_BRRL200007563-1A	qbt_L_7a	Macaca fascicularis	ILLUMINA	qbt	L	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22507014	qbt-L-7b-8-24_BRRL200007486-1A	qbt_L_7b	Macaca fascicularis	ILLUMINA	qbt	L	7b		1		7b	visual area 7b	Parietal	PCi	7b_(PFG/PF)	Yes	Parietal	Parietal
SRR22507013	qbt-L-7op-8-24_BRRL200007487-1A	qbt_L_7op	Macaca fascicularis	ILLUMINA	qbt	L	7op		1		7op	area 7op (parietal operculum)	Parietal	S2	7op	Yes	Parietal	Parietal
SRR22507010	qbt-L-8A-8-31_BRRL200008127-1A	qbt_L_8A	Macaca fascicularis	ILLUMINA	qbt	L	8A		1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22507009	qbt-L-8Bd-8-31_BRRL200008125-1A	qbt_L_8Bd	Macaca fascicularis	ILLUMINA	qbt	L	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22507008	qbt-L-8Bs-8-31_BRRL200008126-1A	qbt_L_8Bs	Macaca fascicularis	ILLUMINA	qbt	L	8Bs		1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22507007	qbt-L-9m-8-13_BRRL200004985-1A	qbt_L_9m	Macaca fascicularis	ILLUMINA	qbt	L	9m		1		9m	area 9, medial subdivision	Frontal	PFCdm	9m	Yes	Frontal	Frontal
SRR22507006	qbt-L-AI-8-24_BRRL200007488-1A	qbt_L_AI	Macaca fascicularis	ILLUMINA	qbt	L	AI		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22507005	qbt-L-CL-8-24_BRRL200007489-1A	qbt_L_CL	Macaca fascicularis	ILLUMINA	qbt	L	CL		1		CL	caudal lateral, belt region of the auditory cortex	Temporal 	TCs	CL	Yes	Temporal	Temporal
SRR22507004	qbt-L-F1-8-2_BRRL200004956-1A	qbt_L_F1	Macaca fascicularis	ILLUMINA	qbt	L	F1		1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22507003	qbt-L-F2-8-2_BRRL200004955-1A	qbt_L_F2	Macaca fascicularis	ILLUMINA	qbt	L	F2		1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22507002	qbt-L-F3-8-2_BRRL200004954-1A	qbt_L_F3	Macaca fascicularis	ILLUMINA	qbt	L	F3		1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22507001	qbt-L-F4-8-14_BRRL200006260-1A	qbt_L_F4	Macaca fascicularis	ILLUMINA	qbt	L	F4		1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506999	qbt-L-F5-8-14_BRRL200006259-1A	qbt_L_F5	Macaca fascicularis	ILLUMINA	qbt	L	F5		1		F5	agranular frontal area F5,PMv (ventral premotor cortex)	Frontal	PMCvl	F5	Yes	Frontal	Frontal
SRR22506998	qbt-L-F7-8-31_BRRL200008124-1A	qbt_L_F7	Macaca fascicularis	ILLUMINA	qbt	L	F7		1		F7	agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)	Frontal	PMCdl	F7	Yes	Frontal	Frontal
SRR22506997	qbt-L-FST-8-27_BRRL200007928-1A	qbt_L_FST	Macaca fascicularis	ILLUMINA	qbt	L	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506996	qbt-L-G-8-14_BRRL200006262-1A	qbt_L_G	Macaca fascicularis	ILLUMINA	qbt	L	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506991	qbt-L-IPa-8-24_BRRL200007492-1A	qbt_L_IPa	Macaca fascicularis	ILLUMINA	qbt	L	IPa		1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22506995	qbt-L-Ial-8-14_BRRL200006263-1A	qbt_L_Ial	Macaca fascicularis	ILLUMINA	qbt	L	Ial		1		Ial	lateral agranular insula area	Insula	Ia	Ial	Yes	Insula	Insula
SRR22506994	qbt-L-Iapm-8-14_BRRL200006264-1A	qbt_L_Iapm	Macaca fascicularis	ILLUMINA	qbt	L	Iapm		1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22506993	qbt-L-Id-8-10_BRRL200004966-1A	qbt_L_Id	Macaca fascicularis	ILLUMINA	qbt	L	Id		1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506992	qbt-L-Ig-8-10_BRRL200004965-1A	qbt_L_Ig	Macaca fascicularis	ILLUMINA	qbt	L	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506988	qbt-L-LIpd-8-27_BRRL200007562-1A	qbt_L_LIPd_rep2	Macaca fascicularis	ILLUMINA	qbt	L	LIPd	rep2	1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506990	qbt-L-LIpd_BRRL200004705-1A	qbt_L_LIPd_rep1	Macaca fascicularis	ILLUMINA	qbt	L	LIPd	rep1	1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506987	qbt-L-LIpv-8-27_BRRL200007561-1A	qbt_L_LIPv	Macaca fascicularis	ILLUMINA	qbt	L	LIPv		1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506986	qbt-L-MST-8-27_BRRL200007927-1A	qbt_L_MST	Macaca fascicularis	ILLUMINA	qbt	L	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22506985	qbt-L-PGa-8-24_BRRL200007491-1A	qbt_L_PGa	Macaca fascicularis	ILLUMINA	qbt	L	PGa		1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506983	qbt-L-Prco-8-14_BRRL200006261-1A	qbt_L_PrCo	Macaca fascicularis	ILLUMINA	qbt	L	PrCo		1		PrCO	precentral opercular area	Frontal	PFCol	PrCO	Yes	Frontal	Frontal
SRR22506982	qbt-L-SII-8-2_BRRL200004959-1A	qbt_L_SII	Macaca fascicularis	ILLUMINA	qbt	L	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22506981	qbt-L-STGr-8-2_BRRL200004957-1A	qbt_L_STG	Macaca fascicularis	ILLUMINA	qbt	L	STG		1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506980	qbt-L-TEa-8-10_BRRL200004968-1A	qbt_L_TEa	Macaca fascicularis	ILLUMINA	qbt	L	TEa		1		TEa	area TEa,sts ventral bank	Temporal 	TCc	TEa	Yes	Temporal	Temporal
SRR22506979	qbt-L-TEad-8-11_BRRL200004969-1A	qbt_L_TEad	Macaca fascicularis	ILLUMINA	qbt	L	TEad		1		TEad	dorsal subregion of anterior TE	Temporal 	TCi	TEad	Yes	Temporal	Temporal
SRR22506977	qbt-L-TPO-8-24_BRRL200007490-1A	qbt_L_TPO	Macaca fascicularis	ILLUMINA	qbt	L	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506976	qbt-L-TPt-8-27_BRRL200007926-1A	qbt_L_Tpt	Macaca fascicularis	ILLUMINA	qbt	L	Tpt		1		Tpt	temporo-parietal area	Temporal 	TCs	Tpt	Yes	Temporal	Temporal
SRR22506975	qbt-L-V4-8-27_BRRL200007929-1A	qbt_L_V4	Macaca fascicularis	ILLUMINA	qbt	L	V4		1		V4	visual area 4,dorsal part	Occipital	VACd	V4	Yes	Occipital	Occipital
SRR22506974	qbt-L-VIP-8-27_BRRL200007560-1A	qbt_L_VIP	Macaca fascicularis	ILLUMINA	qbt	L	VIP		1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22506984	qbt-L-pi-8-10_BRRL200004967-1A	qbt_L_Pi	Macaca fascicularis	ILLUMINA	qbt	L	Pi		1		Pi	parainsular area	Insula	Ia	Pi	Yes	Insula	Insula
SRR22506973	qbt-R-3a-b-7-27_BRRL200004714-1A	qbt_R_3a/b	Macaca fascicularis	ILLUMINA	qbt	R	3a/b		1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22506972	qbt-R-46d-8-18_BRRL200006272-1A	qbt_R_46d	Macaca fascicularis	ILLUMINA	qbt	R	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22506971	qbt-R-46v-8-18_BRRL200006273-1A	qbt_R_46v	Macaca fascicularis	ILLUMINA	qbt	R	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22506970	qbt-R-7a-7-29_BRRL200004940-1A	qbt_R_7a	Macaca fascicularis	ILLUMINA	qbt	R	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22506969	qbt-R-9d-8-18_BRRL200006271-1A	qbt_R_9d	Macaca fascicularis	ILLUMINA	qbt	R	9d		1		9d	area 9, dorsal subdivision	Frontal	PFCdl	9d	Yes	Frontal	Frontal
SRR22506968	qbt-R-F2_BRRL200004708-1A	qbt_R_F2	Macaca fascicularis	ILLUMINA	qbt	R	F2		1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22506966	qbt-R-F4-8-19_BRRL200006274-1A	qbt_R_F4	Macaca fascicularis	ILLUMINA	qbt	R	F4		1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506965	qbt-R-FST-7-29_BRRL200004943-1A	qbt_R_FST	Macaca fascicularis	ILLUMINA	qbt	R	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
