route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,route_family
top3_network_beam_local_region_candidates,19R348,7m,"Parietal, and Parieto-occipital region","Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,V3v,TEO,V4,15,0,0,7m,Occipital/Temporal::V1 + V2 + V3d + V3v,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V4 + V4v,8,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,7m,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R349,VIP,"Parietal, and Parieto-occipital region","Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,V3v,V3d,FST,9,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::V4 + V4v,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,46,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R350,V4v,Occipital/Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Occipital/Temporal",0,1,7m,5,7op,10,0,0,Occipital/Temporal::V1 + V2 + V3d + V3v + V4 + V4v,7m,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,7m,low_resolution,V1 | V2 | V3d | V3v | V4 | V4v,32,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R356,13b,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,1,12l,12r,12m,22,0,0,13b,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,13b,36,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R357,11l,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,1,12r,12l,12m,8,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13b + 13l + 13m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13b + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,11l | 12m | 12o | 13b | 13l | 13m,36,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R358,14r,Orbitomedial Prefrontal Cortex (OMPFC),Cingulate gyrus | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC),0,1,24c,12o,11l,26,0,0,14r,Cingulate gyrus::24b + 24c,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b' + 24c',12,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,24b | 24c,low_resolution,14r,36,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R359,10m,Orbitomedial Prefrontal Cortex (OMPFC),Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex,0,1,13b,11m,10m,3,0,1,10m,13b,11m,10m,3,0,1,low_resolution,nearest_centroid_corr>=0.95,13b,low_resolution,10m,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R361,F3,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,44,8Bd,F3,3,0,1,F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F3,F7,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,F3,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R369,F1,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,1,3a/b,5,F1,3,0,1,Frontal (agranular frontal motor areas)::F1 + F2,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Frontal (agranular frontal motor areas)::F1 + F2,3,0,1,low_resolution,nearest_centroid_corr>=0.95,3a/b,low_resolution,F1 | F2,30,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R372,1-2,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,F1,5,VIP,20,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Frontal (agranular frontal motor areas)::F1 + F2,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R376,AL,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,13b,RTL,RT,25,0,0,AL,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b + 14c + 14r + 25 + 32,Temporal::RTL + STG,Temporal::RM + RT + RTM,10,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 13b | 14c | 14r | 25 | 32,low_resolution,AL,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R378,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,pu,cd,NARegion,1,1,1,Subcortical::cd + pu,Subcortical::cd + pu,NARegion,cla,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,cd | pu,low_resolution,cd | pu,21,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R416,F6,Frontal (agranular frontal motor areas),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,0,Ial,Iapl,24c,111,0,0,outside_network_beam,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,outside_network_beam,,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R421,F2,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F1,F3,F2,3,0,1,Frontal (agranular frontal motor areas)::F1 + F2,Frontal (agranular frontal motor areas)::F1 + F2,F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,F1 | F2,30,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R422,F1,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Occipital/Temporal | Lateral Prefrontal Cortex",0,0,V2,V3v,3a/b,111,0,0,outside_network_beam,Occipital/Temporal::V1 + V2 + V3d + V3v + V4 + V4v,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v | V4 | V4v,outside_network_beam,,32,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R423,cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,cd,pu,NARegion,1,1,1,Subcortical::cd + pu,Subcortical::cd + pu,NARegion,cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,cd | pu,low_resolution,cd | pu,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R425,3a/b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Lateral Prefrontal Cortex",1,1,VIP,LIPv,MST,5,0,0,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST,3a/b,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,3a/b,32,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R426,1-2,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7op,7a,7b,8,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,IPa,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R428,TEad,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEav,TAa,TEpv,4,0,0,TEad,Temporal::TEav + TG,Temporal::PGa + RT + RTL + STG + TAa + TEO + TEm + TEpd,TEpv,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEav | TG,low_resolution,TEad,46,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R429,TEav,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,Pi,RTM,Iapl,9,0,0,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,Operculum/Insula::Ia + Ial + Iapm + Pi,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R432,V4,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,MST,FST,TEO,10,0,0,Occipital/Temporal::V4 + V4v,Occipital/Temporal::FST + MST,Temporal::TEO + TEad + TEm + TEpd,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",8,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST,low_resolution,V4 | V4v,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R461,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,5,7m,7op,1,1,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,3a/b,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R462,7a,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,7op,7b,ML,6,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R464,TPO,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Occipital/Temporal",0,0,V3v,5,7m,111,0,0,outside_network_beam,Occipital/Temporal::V1 + V2 + V3d + V3v + V4 + V4v,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v | V4 | V4v,outside_network_beam,,32,8,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R465,TFO,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TF,36c,TFO,3,0,1,Temporal::A1 + CL + CM + ML + TEa + TFO + TPO + Tpt,TF,36c,Temporal::A1 + CL + CM + ML + TEa + TFO + TPO + Tpt,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TF,low_resolution,A1 | CL | CM | ML | TEa | TFO | TPO | Tpt,51,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R466,TEO,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,V3v,V4,TEO,3,0,1,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V4 + V4v,Temporal::TEO + TEad + TEm + TEpd,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,TEO | TEad | TEm | TEpd,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R467,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V3v,V4,18,0,0,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V4 + V4v,Occipital/Temporal::FST + MST,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R468,V2,Occipital/Temporal,"Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",0,1,7m,TEO,5,23,0,0,Occipital/Temporal::V1 + V2,7m,Temporal::TEO + TEad + TEm + TEpd,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",10,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,7m,low_resolution,V1 | V2,46,20,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R469,V3v,Occipital/Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,0,5,7m,7op,111,0,0,outside_network_beam,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,outside_network_beam,,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R470,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,TEO,TEpd,V4v,27,0,0,Occipital/Temporal::V1 + V2 + V3d + V3v,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V4 + V4v,Temporal::A1 + CL + CM + ML + TPO + Tpt,6,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,V1 | V2 | V3d | V3v,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R471,F1,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F1,F2,5,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2,Frontal (agranular frontal motor areas)::F1 + F2,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,F1 | F2,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R472,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V1,V2,V3d,2,0,1,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::FST + MST,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R495,9m,Lateral Prefrontal Cortex,Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Lateral Prefrontal Cortex,0,1,13m,12o,11m,10,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,11m,13b,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,36,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R496,9d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas)",1,1,8Bs,8A,44,21,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,9,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,30,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R497,46d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas)",1,1,44,8Bs,LIPd,24,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,11,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9m,30,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R498,12l,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,44,8Bd,F7,22,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,F6,8,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R499,11m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,25,32,13a,24,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Operculum/Insula::Ia + Ial + Iapm + Pi,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 14c | 14r | 25 | 32,low_resolution,11l | 11m | 12m | 12o | 13b | 13l | 13m,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R500,11l,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,32,13a,14c,22,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',12o,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,11l | 11m | 12m | 13l | 13m,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R501,F4,Frontal (agranular frontal motor areas),"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,0,ML,7op,1-2,111,0,0,outside_network_beam,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,outside_network_beam,,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R502,TEav,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,RT,RTM,STG,8,0,0,Temporal::RTL + STG + TEO + TEad + TEav + TEm + TEpd + TEpv,Temporal::RM + RT + RTM,Temporal::RTL + STG + TEO + TEad + TEav + TEm + TEpd + TEpv,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RTL | STG | TEO | TEad | TEav | TEm | TEpd | TEpv,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R503,TG,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,Pi,Ial,Ia,4,0,0,TG,Operculum/Insula::Ia + Ial + Iapm + Pi,TG,Temporal::RM + RT + RTM,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,TG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R504,STG,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,Iapl,Id,RM,11,0,0,Temporal::RTL + STG,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,PrCo,6,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,RTL | STG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R505,PrCo,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,10m,13b,RTL,14,0,0,PrCo,10m,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b + 14c + 14r + 25 + 32,Temporal::RTL + STG,6,0,0,low_resolution,nearest_centroid_corr>=0.95,10m,low_resolution,PrCo,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R506,SII,Operculum/Insula,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,0,ML,7op,CL,111,0,0,outside_network_beam,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,outside_network_beam,,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R507,RM,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,ML,7op,R,40,0,0,RM,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",IPa,10,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,RM,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R508,R,Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,CM,CL,A1,26,0,0,Temporal::AL + R,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::TEO + TEad + TEm + TEpd,3a/b,9,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,AL | R,46,17,hybrid_projected_network_logcpm_exact
