route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,route_family
top3_network_beam_local_region_candidates,20R196,F7,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F3,44,8Bd,6,0,0,F7,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,F7,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R197,8Bs,Lateral Prefrontal Cortex,Cingulate gyrus | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas),0,1,44,F3,F7,4,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F3,F7,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R198,8Bd,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,F3,44,F7,6,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,F7,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,44 | 45 | 8A | 8Bd | 8Bs | 9d,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R199,8Bm,Lateral Prefrontal Cortex,Cingulate gyrus | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC),0,1,24c',9m,13l,20,0,0,Lateral Prefrontal Cortex::8Bm + 9d + 9m,Cingulate gyrus::23b + 23c + 24a' + 24b' + 24c',Lateral Prefrontal Cortex::8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24a' | 24b' | 24c',low_resolution,8Bm | 9d | 9m,36,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R200,8Bd,Lateral Prefrontal Cortex,Cingulate gyrus | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC),0,1,24c',13l,13m,25,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Cingulate gyrus::23b + 23c + 24a' + 24b' + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24a' | 24b' | 24c',low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R201,45,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),1,1,12l,12r,46d,10,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F5,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R202,12l,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,12m,12l,12r,2,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,10m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R203,32,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,24b',10m,32,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24b | 24b' | 24c | 24c',low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R204,AL,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,AL,R,TAa,1,1,1,Temporal::AL + R + RM + RT + RTL + RTM + TAa,Temporal::AL + R + RM + RT + RTL + RTM + TAa,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RM | RT | RTL | RTM | TAa,low_resolution,AL | R | RM | RT | RTL | RTM | TAa,48,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R205,TEm,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,TEm,Tpt,2,0,1,Temporal::TEO + TEad + TEm + TEpd,Temporal::TEO + TEad + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,TEO | TEad | TEm | TEpd,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R206,TEpd,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,TEm,Tpt,1,1,1,Temporal::TEO + TEad + TEm + TEpd,Temporal::TEO + TEad + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,TEO | TEad | TEm | TEpd,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R207,TEpv,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEpv,TEad,TEm,1,1,1,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,TFO,Temporal::AL + R + RM + RT + RTL + RTM + TAa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,48,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R208,23c,Cingulate gyrus,Cingulate gyrus | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas),1,1,23b,24c',23c,3,0,1,Cingulate gyrus::23b + 23c + 24b',Cingulate gyrus::23b + 23c + 24b',24c',Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24b',low_resolution,23b | 23c | 24b',30,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R209,thalamus,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,thalamus,GPeGPi,amy,1,1,1,thalamus,thalamus,GPeGPi,amy,1,1,1,low_resolution,training_n<8,thalamus,low_resolution,thalamus,21,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R210,HC,Hippocampal formation,Hippocampal formation | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,HC,25,Pi,1,1,1,HC,HC,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 25 + 32,Operculum/Insula::Ia + Ial + Iapm + Pi,1,1,1,low_resolution,training_n<8,HC,low_resolution,HC,25,6,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R211,F1,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F1,F2,LIPv,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2,Frontal (agranular frontal motor areas)::F1 + F2,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,F1 | F2,30,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R212,3a/b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,ML,CM,CL,6,0,0,3a/b,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,3a/b,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R213,1-2,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,ML,1-2,Tpt,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",7m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,1-2 | 7a | 7b | 7op,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R214,Ig,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Ig,Id,G,1,1,1,Operculum/Insula::G + Iapl + Id + Ig,Operculum/Insula::G + Iapl + Id + Ig,Operculum/Insula::PrCo + Ri + SII,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig,low_resolution,G | Iapl | Id | Ig,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R215,RM,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,Ia,RTM,Pi,11,0,0,Temporal::RM + RT + RTM,Operculum/Insula::Ia + Ial + Iapm + Pi,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,RM | RT | RTM,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R216,AL,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,Tpt,1-2,ML,16,0,0,Temporal::AL + R,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",Temporal::AL + R,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,AL | R,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R217,STG,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTL,STG,TAa,2,0,1,Temporal::RTL + STG,Temporal::RTL + STG,TAa,AL,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RTL | STG,low_resolution,RTL | STG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R218,TEad,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TFO,RTL,TEpv,18,0,0,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::RTL + STG,10m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TFO,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R219,TEav,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,STG,TEav,TAa,2,0,1,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,Temporal::RTL + STG,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,TAa,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RTL | STG,low_resolution,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R220,amy,Subcortical,Hippocampal formation | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),0,0,Ia,Iapm,Pi,111,0,0,outside_network_beam,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 25 + 32,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,outside_network_beam,,25,6,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R221,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,pu,cd,NARegion,1,1,1,Subcortical::cd + pu,Subcortical::cd + pu,NARegion,cla,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,cd | pu,low_resolution,cd | pu,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R222,1-2,"Parietal, and Parieto-occipital region",Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,0,10m,RTL,13l,111,0,0,outside_network_beam,10m,Temporal::RTL + STG,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m + 32,111,0,0,low_resolution,nearest_centroid_corr>=0.95,10m,outside_network_beam,,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R223,Id,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Id,Iapl,Ia,1,1,1,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Operculum/Insula::Ia + Ial + Iapm + Pi,Temporal::RM + RT + RTM,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,G | Iapl | Id | Ig | Ri | SII,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R224,RT,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RT,RM,RTM,1,1,1,Temporal::RM + RT + RTM,Temporal::RM + RT + RTM,Temporal::RTL + STG,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RM | RT | RTM,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R225,RTM,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,RTM,Pi,RT,1,1,1,Temporal::RM + RT + RTM,Temporal::RM + RT + RTM,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RM | RT | RTM,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R226,RTL,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTL,STG,RT,1,1,1,Temporal::RTL + STG,Temporal::RTL + STG,Temporal::RM + RT + RTM,PrCo,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RTL | STG,low_resolution,RTL | STG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R227,STG,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,RTL,13b,12o,5,0,0,Temporal::RTL + STG,Temporal::RTL + STG,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b + 14c + 14r + 25,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RTL | STG,low_resolution,RTL | STG,51,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R228,Id,Operculum/Insula,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Operculum/Insula",0,1,SII,Ig,9d,27,0,0,Operculum/Insula::G + Ia + Ial + Iapl + Iapm + Id + Pi + PrCo,Operculum/Insula::Ig + Ri + SII,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1-2,6,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ig | Ri | SII,low_resolution,G | Ia | Ial | Iapl | Iapm | Id | Pi | PrCo,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R229,RM,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,Ig,RM,G,2,0,1,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,Temporal::RTL + STG,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,RM | RT | RTM,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R230,TEm,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEpd,TEm,TPO,2,0,1,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::A1 + CL + CM + IPa + ML + PGa + TPO + Tpt,1-2,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,48,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R231,TEad,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEm,TEpd,TEad,3,0,1,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::AL + R + RM + RT + RTL + RTM + TAa,Temporal::A1 + CL + CM + IPa + ML + PGa + TPO + Tpt,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,48,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R232,TEav,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TFO,RTL,TEpv,5,0,0,Temporal::A1 + CL + CM + IPa + ML + PGa + TEav + TPO,TFO,Temporal::RTL + STG,Temporal::TEpv + Tpt,4,0,0,low_resolution,nearest_centroid_corr>=0.95,TFO,low_resolution,A1 | CL | CM | IPa | ML | PGa | TEav | TPO,51,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R233,thalamus,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,GPeGPi,thalamus,cla,2,0,1,thalamus,GPeGPi,thalamus,cla,2,0,1,high_resolution,,GPeGPi,low_resolution,thalamus,21,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R234,10o,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),1,1,12l,10o,10m,2,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,10m,11m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,10o | 12l | 12r | 46d | 46v,36,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R235,12l,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),1,1,12l,9m,13l,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,10m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R236,13m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,13l,12o,13b,5,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m | 12o | 13l | 13m,low_resolution,11l | 11m | 12m | 12o | 13l | 13m,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R237,13l,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,12o,13m,13l,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m | 12o | 13l | 13m,low_resolution,11l | 11m | 12m | 12o | 13l | 13m,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R238,24b',Cingulate gyrus,Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,0,1,32,10m,14r,19,0,0,24b',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::24b + 24c,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,7,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,24b',34,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R239,24c',Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex,1,1,24b',24c,32,6,0,0,Cingulate gyrus::23b + 23c + 24a' + 24b' + 24c',Cingulate gyrus::23b + 23c + 24a' + 24b' + 24c',Cingulate gyrus::24b + 24c,32,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24a' | 24b' | 24c',low_resolution,23b | 23c | 24a' | 24b' | 24c',36,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R240,Ig,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Id,Iapl,RM,5,0,0,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,PrCo,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,G | Iapl | Id | Ig | Ri | SII,51,17,hybrid_projected_network_logcpm_exact
