route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,19R842,TEav,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TEav,RTM,RT,1,1,1,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::RM + RTM,RT,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R843,F7,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,8Bd,44,F6,9,0,0,F7,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,F7,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs | 9d,low_resolution,F7,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R844,STG,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTL,TF,STG,3,0,1,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::AL + RTL,TF,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | RTL,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R845,TEad,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TEav,STG,RTL,8,0,0,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::AL + RTL,Temporal::RM + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R846,RTL,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RT,RTL,STG,2,0,1,Temporal::AL + RTL,RT,Temporal::AL + RTL,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,RT,low_resolution,AL | RTL,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R873,LIPd,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,ML,LIPd,7a,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | TPO | Tpt,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R874,LIPv,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Occipital/Temporal",1,1,FST,VIP,LIPv,3,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,32,8,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R875,7a,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7b,Tpt,7a,3,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R876,Tpt,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEpv,TEm,AL,9,0,0,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,TEpv,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TAa,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEpv,low_resolution,A1 | CL | CM | IPa | ML | PGa | Tpt,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R877,HC,Hippocampal formation,Hippocampal formation | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,HC,25,13a,1,1,1,HC,HC,25,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b,1,1,1,low_resolution,training_n<8,HC,low_resolution,HC,25,10,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R878,V4v,Occipital/Temporal,"Occipital/Temporal | Temporal | Parietal, and Parieto-occipital region",1,1,TEpd,V4v,V4,2,0,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R879,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex",1,1,LIPv,VIP,5,3,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",3a/b,LIPd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R882,TPO,Temporal,"Parietal, and Parieto-occipital region | Operculum/Insula | Lateral Prefrontal Cortex",0,0,SII,8Bs,9d,111,0,0,outside_network_beam,Operculum/Insula::G + Ig + PrCO + SII,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,Ri,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Ig | PrCO | SII,outside_network_beam,,34,8,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R883,TEpd,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEpv,TEad,TEm,6,0,0,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TEpv,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TAa,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEpv,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R884,F2,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F2,44,F1,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,F7,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F5 | F6,low_resolution,F1 | F2 | F3 | F5 | F6,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R887,8Bs,Lateral Prefrontal Cortex,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,F1,F2,LIPv,8,0,0,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F5 | F6 | F7,low_resolution,44 | 45 | 46d | 46v | 8A | 8Bd | 8Bs | 9d,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R890,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Operculum/Insula | Lateral Prefrontal Cortex",1,1,SII,44,1-2,7,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd",Operculum/Insula::G + Ig + PrCO + SII,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Ig | PrCO | SII,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd,34,8,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R891,12r,Lateral Prefrontal Cortex,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex,0,1,12m,10m,9m,7,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13b + 14c + 14r + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m,low_resolution,10o | 12l | 12r | 46d | 46v | 9m,37,10,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R892,HC,Hippocampal formation,Hippocampal formation | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,HC,Ia,25,1,1,1,HC,HC,Operculum/Insula::Ia + Iapm,25,1,1,1,low_resolution,training_n<8,HC,low_resolution,HC,25,10,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R893,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex",1,1,5,VIP,LIPv,1,1,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",LIPd,3a/b,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R894,1-2,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex",1,1,VIP,LIPv,5,10,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",3a/b,LIPd,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R046,TEO,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEpd,TEm,Tpt,25,0,0,TEO,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd",11,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,TEO,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R047,14r,Orbitomedial Prefrontal Cortex (OMPFC),Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,14r,10m,11m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13l + 13m + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13l + 13m + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b,Temporal::AL + RTL,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13l | 13m | 14r,low_resolution,10m | 11l | 11m | 12m | 12o | 13l | 13m | 14r,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R049,7a,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7b,1-2,TEm,11,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R050,8A,Lateral Prefrontal Cortex,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,5,LIPv,VIP,13,0,0,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,3a/b,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,44 | 45 | 46d | 46v | 8A | 8Bd | 8Bs | 9d,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R052,Tha,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,Tha,Amy,GP,1,1,1,Tha,Tha,Amy,GP,1,1,1,low_resolution,training_n<8,Tha,low_resolution,Tha,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R053,V3v,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V4,TEO,V4v,6,0,0,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,TEO,7m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R054,LIPv,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Occipital/Temporal | Lateral Prefrontal Cortex",1,1,MST,FST,V3d,6,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,32,8,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R059,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V4,TEO,V2,3,0,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,TEO,Occipital/Temporal::FST + MST + V3d,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R071,7m,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,LIPd,7a,45,19,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",LIPd,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,2,0,1,low_resolution,nearest_centroid_corr>=0.95,LIPd,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R072,TEO,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,V4v,IPa,17,0,0,TEO,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,TEO,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R073,MST,Occipital/Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,LIPv,CL,ML,22,0,0,Occipital/Temporal::FST + MST + V3d,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,FST | MST | V3d,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R074,LIPd,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,LIPv,LIPd,CL,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::TEO + TEa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R075,V4,Occipital/Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,V4,V4v,V3v,1,1,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,7m,TEO,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R077,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V1,V2,V3d,1,1,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::FST + MST + V3d,3a/b,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R078,RTL,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTL,STG,RT,1,1,1,Temporal::AL + RTL,Temporal::AL + RTL,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,RT,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | RTL,low_resolution,AL | RTL,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R080,TPO,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,ML,5,Tpt,8,0,0,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | TPO | Tpt,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R081,TFO,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TEav,RTM,Pi,30,0,0,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::RM + RTM,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
