"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000028058","Lateral Prefrontal Cortex",0.542579220619205,"ENSMFAG00000028058","protein_coding"
"ENSMFAG00000041757","Subcortical",0.845549775017804,"ENSMFAG00000041757","protein_coding"
"ENSMFAG00000031934","Frontal (agranular frontal motor areas)",0.0630454134900447,"CANX","protein_coding"
"ENSMFAG00000044212","Occipital/Temporal",0.220110663231967,"MAML1","protein_coding"
"ENSMFAG00000043066","Subcortical",0.949680472375512,"LTC4S","protein_coding"
"ENSMFAG00000029205","Hippocampal formation",0.357676536995346,"MGAT4B","protein_coding"
"ENSMFAG00000032992","Subcortical",0.166204378307,"SQSTM1","protein_coding"
"ENSMFAG00000040511","Occipital/Temporal",0.183160875903567,"MRNIP","protein_coding"
"ENSMFAG00000010663","Occipital/Temporal",0.213366358259502,"RF00019","misc_RNA"
"ENSMFAG00000000062","Hippocampal formation",0.369512283817548,"TBC1D9B","protein_coding"
"ENSMFAG00000019863","Hippocampal formation",0.281236768306441,"RNF130","protein_coding"
"ENSMFAG00000012727","Parietal, and Parieto-occipital region",0.50158828271331,"MIR340","miRNA"
"ENSMFAG00000023088","Operculum/Insula",0.450016667179851,"RASGEF1C","protein_coding"
"ENSMFAG00000042461","Lateral Prefrontal Cortex",0.392694168690038,"MAPK9","protein_coding"
"ENSMFAG00000045396","Occipital/Temporal",0.360740066316424,"GFPT2","protein_coding"
"ENSMFAG00000029417","Cingulate gyrus",0.353357396725944,"ENSMFAG00000029417","protein_coding"
"ENSMFAG00000030867","Occipital/Temporal",0.225327990786324,"CNOT6","protein_coding"
"ENSMFAG00000040059","Parietal, and Parieto-occipital region",0.463213512151541,"SCGB3A1","protein_coding"
"ENSMFAG00000033698","Subcortical",0.552944674849735,"FLT4","protein_coding"
"ENSMFAG00000039459","Subcortical",0.38414686635187,"MGAT1","protein_coding"
"ENSMFAG00000033634","Occipital/Temporal",0.254576139649915,"ZFP62","protein_coding"
"ENSMFAG00000000902","Parietal, and Parieto-occipital region",0.366614091301228,"BTNL8","protein_coding"
"ENSMFAG00000020157","Parietal, and Parieto-occipital region",0.594986499370102,"RF00026","snRNA"
"ENSMFAG00000008203","Temporal",0.443131457341873,"BTNL9","protein_coding"
"ENSMFAG00000035461","Occipital/Temporal",0.439254993398761,"TRIM7","protein_coding"
"ENSMFAG00000045108","Subcortical",0.295260068501975,"TRIM41","protein_coding"
"ENSMFAG00000043231","Hippocampal formation",0.378901475824691,"RACK1","protein_coding"
"ENSMFAG00000029114","Orbitomedial Prefrontal Cortex (OMPFC)",0.338754621529045,"RF00055","snoRNA"
"ENSMFAG00000015699","Subcortical",0.294456490321926,"RF00189","snoRNA"
"ENSMFAG00000045559","Occipital/Temporal",0.213350927067459,"TRIM52","protein_coding"
"ENSMFAG00000046480","Cingulate gyrus",0.635210086744822,"ENSMFAG00000046480","lincRNA"
"ENSMFAG00000024092","Occipital/Temporal",0.411489590812405,"RF00026","snRNA"
"ENSMFAG00000001960","Lateral Prefrontal Cortex",0.559899504322014,"ENSMFAG00000001960","protein_coding"
"ENSMFAG00000033381","Subcortical",0.498942017191801,"PPP2R3B","protein_coding"
"ENSMFAG00000041568","Subcortical",0.231070638253291,"GTPBP6","protein_coding"
"ENSMFAG00000046234","Cingulate gyrus",0.228005225455645,"ENSMFAG00000046234","protein_coding"
"ENSMFAG00000031884","Occipital/Temporal",0.277983861638885,"TUBGCP5","protein_coding"
"ENSMFAG00000038397","Hippocampal formation",0.241008454312015,"CYFIP1","protein_coding"
"ENSMFAG00000000201","Lateral Prefrontal Cortex",0.229184785642678,"NIPA2","protein_coding"
"ENSMFAG00000001691","Subcortical",0.301812214755888,"NIPA1","protein_coding"
"ENSMFAG00000046576","Occipital/Temporal",0.286428261410984,"ENSMFAG00000046576","lincRNA"
"ENSMFAG00000045956","Subcortical",1.02142635983679,"ENSMFAG00000045956","protein_coding"
"ENSMFAG00000031744","Hippocampal formation",1.22428246467482,"ENSMFAG00000031744","protein_coding"
"ENSMFAG00000029442","Subcortical",1.40380045451698,"ENSMFAG00000029442","protein_coding"
"ENSMFAG00000043430","Subcortical",0.855344591637841,"ENSMFAG00000043430","protein_coding"
"ENSMFAG00000040657","Hippocampal formation",1.63359672437671,"MAGEL2","protein_coding"
"ENSMFAG00000030109","Hippocampal formation",1.30284701366831,"NDN","protein_coding"
"ENSMFAG00000030113","Lateral Prefrontal Cortex",0.635205552707682,"ENSMFAG00000030113","protein_coding"
"ENSMFAG00000042235","Lateral Prefrontal Cortex",0.141257395081329,"SNRPN","protein_coding"
"ENSMFAG00000011158","Occipital/Temporal",0.625889428449458,"RF01164","snoRNA"
"ENSMFAG00000021219","Occipital/Temporal",0.459212828582633,"RF00570","snoRNA"
"ENSMFAG00000015404","Occipital/Temporal",0.417215868221549,"RF01158","snoRNA"
"ENSMFAG00000034974","Occipital/Temporal",0.872182080521235,"ENSMFAG00000034974","protein_coding"
"ENSMFAG00000006848","Occipital/Temporal",0.675083294203493,"RF01278","snoRNA"
"ENSMFAG00000011368","Occipital/Temporal",0.382560038462201,"RF00108","snoRNA"
"ENSMFAG00000011868","Occipital/Temporal",0.7317187972364,"RF00108","snoRNA"
"ENSMFAG00000009286","Occipital/Temporal",0.488976985300866,"RF00108","snoRNA"
"ENSMFAG00000011801","Occipital/Temporal",0.452498608680505,"RF00108","snoRNA"
"ENSMFAG00000011688","Occipital/Temporal",0.537408148091985,"RF00108","snoRNA"
"ENSMFAG00000011423","Occipital/Temporal",0.386752637321536,"RF00108","snoRNA"
"ENSMFAG00000009250","Occipital/Temporal",0.351047869307902,"RF00108","snoRNA"
"ENSMFAG00000011301","Occipital/Temporal",0.51257270018449,"RF00108","snoRNA"
"ENSMFAG00000011723","Occipital/Temporal",0.462586189639154,"RF00108","snoRNA"
"ENSMFAG00000011754","Occipital/Temporal",0.612133691275345,"RF00108","snoRNA"
"ENSMFAG00000011780","Occipital/Temporal",0.592719891034525,"RF00108","snoRNA"
"ENSMFAG00000011592","Occipital/Temporal",0.397110933326417,"RF00108","snoRNA"
"ENSMFAG00000011895","Occipital/Temporal",0.487898983444127,"RF00108","snoRNA"
"ENSMFAG00000011617","Occipital/Temporal",0.327705586587551,"RF00108","snoRNA"
"ENSMFAG00000011537","Occipital/Temporal",0.668849935638345,"RF00108","snoRNA"
"ENSMFAG00000011647","Occipital/Temporal",0.616142120289542,"RF00108","snoRNA"
"ENSMFAG00000011843","Occipital/Temporal",0.40488370952493,"RF00108","snoRNA"
"ENSMFAG00000007118","Occipital/Temporal",0.828385984189962,"RF00105","snoRNA"
"ENSMFAG00000006332","Occipital/Temporal",0.365308249988232,"RF00105","snoRNA"
"ENSMFAG00000006428","Occipital/Temporal",0.561754288814321,"RF00105","snoRNA"
"ENSMFAG00000006294","Parietal, and Parieto-occipital region",0.3687819099667,"RF00105","snoRNA"
"ENSMFAG00000006755","Occipital/Temporal",0.546232047401373,"RF00105","snoRNA"
"ENSMFAG00000006819","Occipital/Temporal",0.449721364532666,"RF00105","snoRNA"
"ENSMFAG00000006992","Occipital/Temporal",0.435669460876595,"RF00105","snoRNA"
"ENSMFAG00000006900","Occipital/Temporal",0.857306013308596,"RF00105","snoRNA"
"ENSMFAG00000010116","Parietal, and Parieto-occipital region",0.556263797854341,"RF00105","snoRNA"
"ENSMFAG00000007072","Parietal, and Parieto-occipital region",0.365189865536532,"RF00105","snoRNA"
"ENSMFAG00000006460","Parietal, and Parieto-occipital region",0.525905059309687,"RF00105","snoRNA"
"ENSMFAG00000006496","Cingulate gyrus",0.250591464642461,"RF00105","snoRNA"
"ENSMFAG00000007181","Frontal (agranular frontal motor areas)",0.319986820982396,"RF00105","snoRNA"
"ENSMFAG00000009844","Occipital/Temporal",0.642925124728382,"RF00105","snoRNA"
"ENSMFAG00000009969","Occipital/Temporal",0.788846040285433,"RF00105","snoRNA"
"ENSMFAG00000006694","Occipital/Temporal",0.416159220104292,"RF00105","snoRNA"
"ENSMFAG00000010158","Cingulate gyrus",0.316327490329892,"RF00105","snoRNA"
"ENSMFAG00000009886","Occipital/Temporal",0.371734819274898,"RF00105","snoRNA"
"ENSMFAG00000006948","Occipital/Temporal",0.614552852083347,"RF00105","snoRNA"
"ENSMFAG00000006856","Occipital/Temporal",0.546331571039223,"RF00105","snoRNA"
"ENSMFAG00000009928","Occipital/Temporal",0.493704692121812,"RF00105","snoRNA"
"ENSMFAG00000006527","Occipital/Temporal",0.665117521500047,"RF00105","snoRNA"
"ENSMFAG00000007030","Lateral Prefrontal Cortex",1.32429355330954,"RF00105","snoRNA"
"ENSMFAG00000006616","Parietal, and Parieto-occipital region",0.312692692789264,"RF00105","snoRNA"
"ENSMFAG00000006654","Occipital/Temporal",0.828582612633172,"RF00105","snoRNA"
"ENSMFAG00000006378","Occipital/Temporal",0.488430959596634,"RF00105","snoRNA"
"ENSMFAG00000006113","Occipital/Temporal",0.404214780631248,"RF00105","snoRNA"
"ENSMFAG00000006570","Occipital/Temporal",0.609838561613735,"RF00105","snoRNA"
"ENSMFAG00000046260","Occipital/Temporal",0.690550078953619,"ENSMFAG00000046260","protein_coding"
"ENSMFAG00000010046","Occipital/Temporal",0.687560473232596,"RF00105","snoRNA"
"ENSMFAG00000010015","Occipital/Temporal",0.704296624650448,"RF00105","snoRNA"
"ENSMFAG00000009798","Occipital/Temporal",0.583769820020483,"RF00105","snoRNA"
"ENSMFAG00000010082","Occipital/Temporal",0.655536300708413,"RF00105","snoRNA"
"ENSMFAG00000037265","Lateral Prefrontal Cortex",0.177082542910913,"UBE3A","protein_coding"
"ENSMFAG00000041606","Subcortical",0.415650751833745,"ATP10A","protein_coding"
"ENSMFAG00000046988","Hippocampal formation",1.53548702680315,"ENSMFAG00000046988","lincRNA"
"ENSMFAG00000043953","Subcortical",2.15127457262605,"ENSMFAG00000043953","protein_coding"
"ENSMFAG00000046818","Orbitomedial Prefrontal Cortex (OMPFC)",1.00913646566322,"ENSMFAG00000046818","lincRNA"
"ENSMFAG00000046489","Hippocampal formation",0.796111453409484,"ENSMFAG00000046489","lincRNA"
"ENSMFAG00000033421","Hippocampal formation",0.307111247363521,"GABRB3","protein_coding"
"ENSMFAG00000000781","Hippocampal formation",1.30427880504865,"GABRA5","protein_coding"
"ENSMFAG00000046358","Occipital/Temporal",0.446609514197144,"GABRG3","protein_coding"
"ENSMFAG00000030481","Lateral Prefrontal Cortex",0.451764342389678,"OCA2","protein_coding"
"ENSMFAG00000041087","Subcortical",0.120496649982806,"HERC2","protein_coding"
"ENSMFAG00000040758","Hippocampal formation",0.20236458956081,"APBA2","protein_coding"
"ENSMFAG00000031511","Occipital/Temporal",0.316357584434346,"ENSMFAG00000031511","protein_coding"
"ENSMFAG00000001681","Hippocampal formation",1.40491367969791,"FAM189A1","protein_coding"
"ENSMFAG00000035963","Occipital/Temporal",0.352175228574454,"ENSMFAG00000035963","protein_coding"
"ENSMFAG00000037125","Subcortical",0.415715649922506,"TJP1","protein_coding"
"ENSMFAG00000041720","Occipital/Temporal",0.449351142127871,"ENSMFAG00000041720","protein_coding"
"ENSMFAG00000032666","Frontal (agranular frontal motor areas)",0.117402434994336,"FAN1","protein_coding"
"ENSMFAG00000038584","Subcortical",0.494853118937655,"MTMR10","protein_coding"
"ENSMFAG00000014915","Occipital/Temporal",0.715107749303248,"RF00026","snRNA"
"ENSMFAG00000003445","Subcortical",1.16957423455761,"TRPM1","protein_coding"
"ENSMFAG00000043427","Hippocampal formation",0.465672234960699,"ENSMFAG00000043427","protein_coding"
"ENSMFAG00000003985","Occipital/Temporal",1.44331142651015,"ENSMFAG00000003985","protein_coding"
"ENSMFAG00000037629","Hippocampal formation",0.194353236509931,"OTUD7A","protein_coding"
"ENSMFAG00000004607","Occipital/Temporal",0.443828179501249,"ENSMFAG00000004607","protein_coding"
"ENSMFAG00000001387","Temporal",0.558053378841924,"ENSMFAG00000001387","protein_coding"
"ENSMFAG00000038664","Occipital/Temporal",0.414970298948505,"ENSMFAG00000038664","protein_coding"
"ENSMFAG00000046974","Occipital/Temporal",0.425188139457886,"ENSMFAG00000046974","lincRNA"
"ENSMFAG00000032131","Occipital/Temporal",0.568450049780429,"ARHGAP11A","protein_coding"
"ENSMFAG00000032414","Lateral Prefrontal Cortex",0.121392666778105,"SCG5","protein_coding"
"ENSMFAG00000034164","Cingulate gyrus",0.468358420526614,"ENSMFAG00000034164","pseudogene"
"ENSMFAG00000036844","Occipital/Temporal",0.818241873175891,"FMN1","protein_coding"
"ENSMFAG00000046241","Occipital/Temporal",0.970303792990155,"ENSMFAG00000046241","protein_coding"
"ENSMFAG00000046612","Subcortical",2.41448435406124,"ENSMFAG00000046612","lincRNA"
"ENSMFAG00000036819","Subcortical",1.34556518946876,"RYR3","protein_coding"
"ENSMFAG00000010716","Subcortical",1.04679401599057,"RF00019","misc_RNA"
"ENSMFAG00000037922","Frontal (agranular frontal motor areas)",0.18244462292121,"AVEN","protein_coding"
"ENSMFAG00000004537","Orbitomedial Prefrontal Cortex (OMPFC)",0.684818900714025,"RF00026","snRNA"
"ENSMFAG00000012509","Hippocampal formation",0.741159267975748,"CHRM5","protein_coding"
"ENSMFAG00000038054","Hippocampal formation",0.30229321866506,"EMC7","protein_coding"
"ENSMFAG00000012556","Parietal, and Parieto-occipital region",0.155859289416078,"PGBD4","protein_coding"
"ENSMFAG00000038063","Subcortical",0.474210058235284,"ENSMFAG00000038063","pseudogene"
"ENSMFAG00000038142","Lateral Prefrontal Cortex",0.334854274781005,"KATNBL1","protein_coding"
"ENSMFAG00000038451","Operculum/Insula",0.105190934097715,"EMC4","protein_coding"
"ENSMFAG00000038049","Frontal (agranular frontal motor areas)",0.589443341196609,"ENSMFAG00000038049","protein_coding"
"ENSMFAG00000014792","Occipital/Temporal",0.24797215825645,"SLC12A6","protein_coding"
"ENSMFAG00000035229","Hippocampal formation",0.408549898838006,"NOP10","protein_coding"
"ENSMFAG00000040518","Operculum/Insula",0.383395706080953,"NUTM1","protein_coding"
"ENSMFAG00000032383","Frontal (agranular frontal motor areas)",0.118165412978502,"LPCAT4","protein_coding"
"ENSMFAG00000033347","Occipital/Temporal",0.362961252525011,"ENSMFAG00000033347","protein_coding"
"ENSMFAG00000046659","Hippocampal formation",0.385963587839209,"ENSMFAG00000046659","lincRNA"
"ENSMFAG00000036155","Lateral Prefrontal Cortex",0.446897129520229,"GJD2","protein_coding"
"ENSMFAG00000039604","Operculum/Insula",0.540545302295672,"ACTC1","protein_coding"
"ENSMFAG00000030453","Occipital/Temporal",0.29189181495194,"AQR","protein_coding"
"ENSMFAG00000035648","Parietal, and Parieto-occipital region",0.536359359510591,"ENSMFAG00000035648","protein_coding"
"ENSMFAG00000030007","Parietal, and Parieto-occipital region",0.373850958929442,"ZNF770","protein_coding"
"ENSMFAG00000037680","Subcortical",1.08280586266299,"ENSMFAG00000037680","protein_coding"
"ENSMFAG00000025406","Subcortical",1.86192642240204,"ENSMFAG00000025406","protein_coding"
"ENSMFAG00000032717","Subcortical",1.36836182363796,"ENSMFAG00000032717","protein_coding"
"ENSMFAG00000002826","Lateral Prefrontal Cortex",0.238400764785654,"DPH6","protein_coding"
"ENSMFAG00000000782","Subcortical",0.657339476196437,"C15orf41","protein_coding"
"ENSMFAG00000001037","Subcortical",0.914799774907173,"ENSMFAG00000001037","protein_coding"
"ENSMFAG00000020777","Subcortical",1.4052381855231,"ENSMFAG00000020777","protein_coding"
"ENSMFAG00000036125","Subcortical",2.10747062805896,"ENSMFAG00000036125","protein_coding"
"ENSMFAG00000034999","Subcortical",1.59337978473212,"ENSMFAG00000034999","protein_coding"
"ENSMFAG00000024718","Subcortical",1.14767867222929,"MEIS2","protein_coding"
"ENSMFAG00000007551","Subcortical",0.779331174233031,"RF00019","misc_RNA"
"ENSMFAG00000031909","Operculum/Insula",0.333802859027932,"SPRED1","protein_coding"
"ENSMFAG00000016144","Parietal, and Parieto-occipital region",0.268940205017707,"FAM98B","protein_coding"
"ENSMFAG00000030248","Cingulate gyrus",0.490094106866382,"RASGRP1","protein_coding"
"ENSMFAG00000045180","Operculum/Insula",0.941220405509326,"C15orf53","protein_coding"
"ENSMFAG00000033011","Operculum/Insula",0.589986823346674,"THBS1","protein_coding"
"ENSMFAG00000031510","Subcortical",0.336211308430515,"FSIP1","protein_coding"
"ENSMFAG00000040793","Lateral Prefrontal Cortex",0.948841858094148,"ENSMFAG00000040793","protein_coding"
"ENSMFAG00000039488","Hippocampal formation",0.454691614034644,"GPR176","protein_coding"
"ENSMFAG00000012728","Temporal",0.505407290865437,"RF00019","misc_RNA"
"ENSMFAG00000034672","Lateral Prefrontal Cortex",0.183021946720496,"ENSMFAG00000034672","protein_coding"
"ENSMFAG00000035646","Orbitomedial Prefrontal Cortex (OMPFC)",0.101014627978836,"EIF2AK4","protein_coding"
"ENSMFAG00000034410","Lateral Prefrontal Cortex",0.269052312634566,"SRP14","protein_coding"
"ENSMFAG00000044281","Subcortical",0.757256319099652,"BMF","protein_coding"
"ENSMFAG00000032047","Occipital/Temporal",0.531012340273042,"ENSMFAG00000032047","protein_coding"
"ENSMFAG00000032974","Operculum/Insula",0.315188989495718,"PAK6","protein_coding"
"ENSMFAG00000044081","Subcortical",2.52274916822041,"ANKRD63","protein_coding"
"ENSMFAG00000037145","Subcortical",1.24820580441224,"PLCB2","protein_coding"
"ENSMFAG00000043689","Subcortical",0.947689614121487,"CCDC9B","protein_coding"
"ENSMFAG00000031712","Hippocampal formation",0.747371572858642,"DISP2","protein_coding"
"ENSMFAG00000012536","Frontal (agranular frontal motor areas)",0.478193713132266,"ENSMFAG00000012536","protein_coding"
"ENSMFAG00000040597","Occipital/Temporal",0.275320066800122,"KNSTRN","protein_coding"
"ENSMFAG00000045329","Hippocampal formation",0.343441377197827,"IVD","protein_coding"
"ENSMFAG00000002395","Hippocampal formation",0.334863508249807,"ENSMFAG00000002395","protein_coding"
"ENSMFAG00000031150","Hippocampal formation",0.436463345038231,"BAHD1","protein_coding"
"ENSMFAG00000033869","Subcortical",0.968975892307917,"ENSMFAG00000033869","pseudogene"
"ENSMFAG00000032377","Hippocampal formation",0.338519821963807,"CCDC32","protein_coding"
"ENSMFAG00000045062","Hippocampal formation",0.258312514059849,"RPUSD2","protein_coding"
"ENSMFAG00000045223","Subcortical",0.564427603756457,"KNL1","protein_coding"
"ENSMFAG00000044559","Cingulate gyrus",0.338435312918989,"RAD51","protein_coding"
"ENSMFAG00000032137","Temporal",0.128550098348901,"RMDN3","protein_coding"
"ENSMFAG00000000386","Cingulate gyrus",0.641096367670936,"GCHFR","protein_coding"
"ENSMFAG00000032241","Occipital/Temporal",0.286077272043359,"DNAJC17","protein_coding"
"ENSMFAG00000018717","Occipital/Temporal",0.610515612776768,"C15orf62","protein_coding"
"ENSMFAG00000043261","Frontal (agranular frontal motor areas)",0.107337224891094,"ZFYVE19","protein_coding"
"ENSMFAG00000034636","Hippocampal formation",1.47463415917384,"ENSMFAG00000034636","protein_coding"
"ENSMFAG00000000850","Cingulate gyrus",0.532954460397077,"RHOV","protein_coding"
"ENSMFAG00000001262","Hippocampal formation",0.383732671399846,"VPS18","protein_coding"
"ENSMFAG00000036797","Subcortical",0.369787421680735,"DLL4","protein_coding"
"ENSMFAG00000043687","Hippocampal formation",0.33209124917015,"CHAC1","protein_coding"
"ENSMFAG00000044488","Occipital/Temporal",0.183764320955337,"INO80","protein_coding"
"ENSMFAG00000034670","Hippocampal formation",0.432349889227849,"EXD1","protein_coding"
"ENSMFAG00000032519","Lateral Prefrontal Cortex",0.204376632065156,"CHP1","protein_coding"
