"gene_symbol","fisher_score","gene_index","gene_id","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","highest_network","pseudobulk_log2_effect_vs_other_network_mean","lrt_tested","lrt_fdr_lt_0_05"
"ECM1",1.76079432872964,3959,"ENSMFAG00000040115","protein_coding",2901.38722512898,-0.483432485956099,0.125929994570628,336.76231792385,4.05921465465408e-67,3.62856464014308e-65,"Cingulate gyrus",0.573291022629178,TRUE,TRUE
"RGS4",1.75718535780537,17054,"ENSMFAG00000001269","protein_coding",76505.8235435,-0.187345437302069,0.132714801755974,348.39287744805,1.36208545006294e-69,1.31317419981068e-67,"Lateral Prefrontal Cortex",0.994098477400012,TRUE,TRUE
"TSHZ3",1.74346009966387,20222,"ENSMFAG00000033604","protein_coding",6337.90039256423,0.359464203909834,0.10989693032955,377.37814873703,9.13972535141853e-76,1.14644587190293e-73,"Occipital/Temporal",0.915113657168598,TRUE,TRUE
"MCHR1",1.73338857487939,13156,"ENSMFAG00000045345","protein_coding",2372.41599009171,-0.115857965234876,0.140272665478184,203.284332558113,6.78494313844717e-39,1.5119341772981e-37,"Frontal (agranular frontal motor areas)",0.427983114882254,TRUE,TRUE
"ENSMFAG00000030025",1.72788611560374,6317,"ENSMFAG00000030025","protein_coding",1261.58840889695,-0.0373991189872142,0.153145013102643,855.080165703396,2.93790274391379e-178,8.56802611478159e-175,"Subcortical",2.51854340393593,TRUE,TRUE
"NCALD",1.72129866620712,14198,"ENSMFAG00000036726","protein_coding",21316.7433035219,0.171880553932824,0.137971316806294,211.348046904112,1.37747701271669e-40,3.40148767435671e-39,"Occipital/Temporal",0.617645931572341,TRUE,TRUE
"LPL",1.70398559575091,12739,"ENSMFAG00000041424","protein_coding",2306.17971420224,-0.23666061301953,0.18366794006226,1087.3090064343,2.53883923071796e-228,2.96168290459404e-224,"Subcortical",3.12585567514282,TRUE,TRUE
"ATRNL1",1.68939482235192,1131,"ENSMFAG00000003582","protein_coding",72181.8404583456,0.0746439999749023,0.129754820397358,225.020906333068,1.83848896507198e-43,5.37516115840781e-42,"Frontal (agranular frontal motor areas)",0.704562052298032,TRUE,TRUE
"MICAL2",1.67959350580214,13355,"ENSMFAG00000003872","protein_coding",37622.6996909981,0.136685356829983,0.103314236019447,213.706728145516,4.40161572833169e-41,1.12479842889054e-39,"Occipital/Temporal",0.310497556347778,TRUE,TRUE
"TBR1",1.66993484599519,19256,"ENSMFAG00000037011","protein_coding",17462.5333805139,0.112088386544138,0.189008554894564,118.528327547885,2.6729757864711e-21,2.02215298554336e-20,"Occipital/Temporal",0.515101364723906,TRUE,TRUE
