"gene_symbol","fisher_score","gene_index","gene_id","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","highest_network","pseudobulk_log2_effect_vs_other_network_mean","lrt_tested","lrt_fdr_lt_0_05"
"CREG2",1.28368998008761,3075,"ENSMFAG00000043737","protein_coding",8853.42657559084,-0.0722265147099513,0.10067658429892,200.241347892897,2.94867559122631e-38,6.29995881125467e-37,"Frontal (agranular frontal motor areas)",0.373227184039404,TRUE,TRUE
"KCNIP3",1.28307870432286,12128,"ENSMFAG00000042264","protein_coding",9524.23107875596,0.247611661494867,0.0984414546275161,275.885862609213,3.36146493249479e-54,1.68658792129109e-52,"Occipital/Temporal",0.368714064152377,TRUE,TRUE
"STX1A",1.28104071256425,18984,"ENSMFAG00000036390","protein_coding",41892.5102893615,0.105009375936757,0.158864455456006,125.268546914572,1.11181267930362e-22,9.24766546197243e-22,"Operculum/Insula",0.399517442568312,TRUE,TRUE
"CADPS2",1.2796104447376,1833,"ENSMFAG00000040292","protein_coding",12389.6265175575,0.680109938598102,0.183438267562871,186.353903587367,2.38310077045988e-35,4.2703628322273e-34,"Occipital/Temporal",1.08118313573322,TRUE,TRUE
"POU6F2",1.27905107174437,15802,"ENSMFAG00000035869","protein_coding",1383.04619419371,0.121605371935151,0.129084676757385,693.417264821354,1.79878715920735e-143,1.67870012845867e-140,"Occipital/Temporal",1.27908960167,TRUE,TRUE
"FLRT2",1.27580756453968,10350,"ENSMFAG00000017989","protein_coding",9298.98514680285,0.109759039913469,0.119032964860457,152.893135635934,2.21748954523383e-28,2.62620551166754e-27,"Lateral Prefrontal Cortex",0.401766665319469,TRUE,TRUE
"ENSMFAG00000046600",1.27291201072512,9255,"ENSMFAG00000046600","lincRNA",335.258765140568,0.0915437297993945,0.150880445486548,490.573313971577,5.99499296389769e-100,1.47230716674418e-97,"Frontal (agranular frontal motor areas)",0.934926879975218,TRUE,TRUE
"EFHD2",1.26521410705163,4015,"ENSMFAG00000044896","protein_coding",18073.0529748123,-0.00966582222614176,0.110479816650936,327.826659154959,3.22230499667353e-65,2.59239992680656e-63,"Parietal, and Parieto-occipital region",0.486314727717419,TRUE,TRUE
"ENSMFAG00000043848",1.26127226064038,8657,"ENSMFAG00000043848","protein_coding",16554.5826149046,-0.137979091145969,0.105219186011089,189.422837380313,5.43615606492506e-36,1.02118322987735e-34,"Hippocampal formation",0.490308538578757,TRUE,TRUE
"KHDRBS2",1.25665188225561,12228,"ENSMFAG00000002823","protein_coding",5924.28831051898,0.0749210843019873,0.0899720138747477,397.003207158181,5.97124661116212e-80,8.34222483143853e-78,"Lateral Prefrontal Cortex",0.544184194331898,TRUE,TRUE
"MAGI1",1.25508737953591,12976,"ENSMFAG00000032287","protein_coding",16268.4168384186,0.158473019143836,0.0808114479681201,157.439593221976,2.52677599507621e-29,3.16436987338288e-28,"Temporal",0.283624670013342,TRUE,TRUE
"CA10",1.25271577385511,1773,"ENSMFAG00000021148","protein_coding",4831.81905484901,0.11468255996629,0.101253744990217,282.205902335097,1.54286619266393e-55,8.29415003249817e-54,"Lateral Prefrontal Cortex",0.512579642991851,TRUE,TRUE
"DRD2",1.25234894699118,3829,"ENSMFAG00000043416","protein_coding",2154.28091260945,0.225452398384058,0.288534239788686,899.849059316481,6.6678853255473e-188,3.8892108132586e-184,"Subcortical",5.12008378654139,TRUE,TRUE
"NTRK1",1.24356515210713,14690,"ENSMFAG00000030600","protein_coding",59.3017860331076,-0.478959149865377,0.714877207904298,464.19611112318,2.64162613219034e-94,5.60288902637571e-92,"Subcortical",6.92512728887547,TRUE,TRUE
"FBXW7",1.24128076185887,10213,"ENSMFAG00000045981","protein_coding",32540.5656647864,-0.0188394494957611,0.0989290547826826,149.333041158135,1.21226397354604e-27,1.38102201009778e-26,"Lateral Prefrontal Cortex",0.443569490071241,TRUE,TRUE
"OSBPL3",1.24041655642222,14899,"ENSMFAG00000045859","protein_coding",3646.67903115532,-0.269609252785536,0.146465286890678,154.12817398339,1.22954154162483e-28,1.48097231324982e-27,"Frontal (agranular frontal motor areas)",0.806364949085687,TRUE,TRUE
"CDH13",1.24005889271769,2334,"ENSMFAG00000003153","protein_coding",12707.5093613856,-0.397653926339181,0.142105458126965,169.051643815494,9.72435594018863e-32,1.40807348553194e-30,"Cingulate gyrus",0.63622304061408,TRUE,TRUE
"RGS8",1.23980077330004,17059,"ENSMFAG00000035700","protein_coding",7518.74248018283,0.304248454554719,0.136654642516564,602.030522813946,7.67733976886225e-124,3.73166696140261e-121,"Subcortical",1.86804960578215,TRUE,TRUE
"ENSMFAG00000030665",1.23332230886421,6510,"ENSMFAG00000030665","protein_coding",288.562955530644,0.226205172107081,0.165260413173382,251.954663289132,3.85705842193999e-49,1.47281554897352e-47,"Parietal, and Parieto-occipital region",0.579135838371898,TRUE,TRUE
"PDZRN3",1.23031158902904,15262,"ENSMFAG00000000986","protein_coding",5436.24845471441,0.300790013530555,0.14450294615727,77.8191274232374,4.37661015565458e-13,1.84748853883801e-12,"Occipital/Temporal",0.498396624741018,TRUE,TRUE
"FAP",1.22825510050787,10122,"ENSMFAG00000043504","protein_coding",307.779051036243,1.07763620815863,0.207591993838563,311.900871062379,7.78374504991376e-62,5.37285667927627e-60,"Occipital/Temporal",1.59062671519172,TRUE,TRUE
"CBLN4",1.22797986145741,1981,"ENSMFAG00000031943","protein_coding",4762.39559748135,0.297789143361251,0.123286124268703,420.466393812797,5.86069071154702e-85,9.62927992895095e-83,"Frontal (agranular frontal motor areas)",0.696785742092008,TRUE,TRUE
"CYTH3",1.22753295698437,3345,"ENSMFAG00000033908","protein_coding",10677.25745062,-0.0602258016030471,0.0719660866657465,243.856681735339,1.97450817313325e-47,7.00110185218417e-46,"Lateral Prefrontal Cortex",0.204997741766045,TRUE,TRUE
"DOC2A",1.22220748393529,3758,"ENSMFAG00000031217","protein_coding",12916.2871176574,-0.182306508236779,0.144284926083744,220.483441805667,1.65606176660915e-42,4.62725473973151e-41,"Operculum/Insula",0.554153478017808,TRUE,TRUE
"FAM163B",1.22069479393642,9992,"ENSMFAG00000042458","protein_coding",31874.2381822194,0.072094134315832,0.185760001686028,141.440103386424,5.20168478947964e-26,5.41787981354238e-25,"Operculum/Insula",0.625503259017281,TRUE,TRUE
"PCP4",1.22008546030236,15162,"ENSMFAG00000002748","protein_coding",3513.11889874161,0.269413375009525,0.198457007708578,774.830553473281,5.55377833110341e-161,8.09845014018585e-158,"Subcortical",3.33058159443396,TRUE,TRUE
"ENSMFAG00000018905",1.21689589325842,5785,"ENSMFAG00000018905","protein_coding",314.07273175747,-0.92034935398195,0.157160313974067,635.48217469295,5.04901630859073e-131,3.46466469105089e-128,"Cingulate gyrus",1.27466110037977,TRUE,TRUE
"LHX8",1.21405009701326,12626,"ENSMFAG00000040799","protein_coding",42.2367705459089,-2.06704631594154,0.71153973646442,367.102267798071,1.41441139481193e-73,1.56396361385579e-71,"Subcortical",6.11581792871794,TRUE,TRUE
"ZBTB16",1.21019292999644,21045,"ENSMFAG00000008415","protein_coding",21846.2455889005,-0.109339775109055,0.101981778559027,316.110579604006,9.93824120264868e-63,7.06918004570111e-61,"Occipital/Temporal",0.530300293334269,TRUE,TRUE
"BAIAP2L2",1.20955159022878,1221,"ENSMFAG00000003147","protein_coding",3402.03727205231,-0.00477776963414324,0.169766738986673,130.753846056278,8.29881951861707e-24,7.51337827663387e-23,"Lateral Prefrontal Cortex",0.742642732609221,TRUE,TRUE
"CUX2",1.20789667987472,3236,"ENSMFAG00000045750","protein_coding",22317.9344853913,0.47718293620992,0.151921173317301,265.504804108668,5.28302461493446e-52,2.33443650172417e-50,"Temporal",0.67182064150143,TRUE,TRUE
"LHFPL3",1.20200364936623,12615,"ENSMFAG00000001357","protein_coding",776.468271980283,-0.126665192957694,0.0889415955915262,643.631793558833,8.97114903867969e-133,6.54080869441987e-130,"Subcortical",1.38256953059665,TRUE,TRUE
"KCNJ6",1.19534142541657,12140,"ENSMFAG00000040836","protein_coding",5089.1141107427,-0.141976132769418,0.120028522136875,157.710146711446,2.22020423305205e-29,2.79544441237654e-28,"Frontal (agranular frontal motor areas)",0.31060299722324,TRUE,TRUE
"PRICKLE1",1.18937389742139,15973,"ENSMFAG00000023175","protein_coding",10136.185366986,0.129979327151061,0.0822505938644422,240.411998656728,1.05200630399953e-46,3.60946457038426e-45,"Occipital/Temporal",0.195459436574566,TRUE,TRUE
"BEND5",1.186838788798,1306,"ENSMFAG00000032787","protein_coding",2715.21109719136,-0.0450287195283422,0.0583170622034504,557.534296695604,2.69857412673166e-114,1.01549085404478e-111,"Lateral Prefrontal Cortex",0.409999920147456,TRUE,TRUE
"NRN1",1.18269672535278,14637,"ENSMFAG00000007750","protein_coding",13096.8763685837,0.189832382370764,0.1466377371594,86.2816503156737,9.04630866783315e-15,4.32233109828415e-14,"Lateral Prefrontal Cortex",0.382279072552405,TRUE,TRUE
"NEUROD1",1.18252059957559,14356,"ENSMFAG00000034877","protein_coding",1295.59673605274,-0.427119859126996,0.216127704994114,127.221189673973,4.41723512288478e-23,3.79030940242827e-22,"Hippocampal formation",1.85997509871499,TRUE,TRUE
"ADAM19",1.16969008525354,229,"ENSMFAG00000034190","protein_coding",3484.58567458423,0.0563140050639928,0.101438651010473,328.351946746972,2.49184239647931e-65,2.02568553840623e-63,"Operculum/Insula",0.44281652088355,TRUE,TRUE
"KCNH7",1.16594522466861,12124,"ENSMFAG00000030695","protein_coding",8151.11877096771,0.185229451491865,0.189894170733186,62.8908447646811,3.70405008006175e-10,1.24613110912647e-09,"Lateral Prefrontal Cortex",0.505017266354415,TRUE,TRUE
"ENSMFAG00000017288",1.16375063234053,5715,"ENSMFAG00000017288","protein_coding",215.072860924781,-0.889866481515016,0.166237612218117,581.776777658663,1.70378532688242e-119,7.22745735663524e-117,"Cingulate gyrus",1.47388823425214,TRUE,TRUE
"HTR3A",1.16283838104837,11574,"ENSMFAG00000044451","protein_coding",1026.43707246317,1.03131627752492,0.208041514304784,262.356395120388,2.44656836218823e-51,1.0492810010701e-49,"Operculum/Insula",1.19090191293342,TRUE,TRUE
"LRFN5",1.15886015690721,12756,"ENSMFAG00000039677","protein_coding",8979.88608882846,0.128602141494122,0.0935368264499626,168.659708278306,1.17349946549811e-31,1.68901394383322e-30,"Lateral Prefrontal Cortex",0.331111413336281,TRUE,TRUE
"ENSMFAG00000038912",1.15777664190434,7874,"ENSMFAG00000038912","protein_coding",920.876955434867,1.53038941433384,0.250539935861825,621.19357019043,5.90854984962456e-128,3.44630941353976e-125,"Subcortical",3.17721628497365,TRUE,TRUE
"ATG7",1.15758859105566,1037,"ENSMFAG00000040779","protein_coding",5505.13307056173,0.0441382673638882,0.0434233024939322,396.629117420004,7.17582540049045e-80,9.79059546309021e-78,"Frontal (agranular frontal motor areas)",0.27971020819383,TRUE,TRUE
"KCNH1",1.15686651941947,12118,"ENSMFAG00000000121","protein_coding",16505.128822407,0.329925947133359,0.0964960596593718,265.277316783837,5.90184597096941e-52,2.59803713865448e-50,"Lateral Prefrontal Cortex",0.404852572079024,TRUE,TRUE
"TMEM266",1.1523077016837,19769,"ENSMFAG00000027682","protein_coding",2046.31139516731,0.263461244616356,0.124089840974211,154.23631175478,1.16765189966555e-28,1.40788043778279e-27,"Occipital/Temporal",0.527386618564069,TRUE,TRUE
"ADGRA1",1.14530550801409,289,"ENSMFAG00000032931","protein_coding",17546.761586844,0.145103176813622,0.103087554142397,258.716479582067,1.43841227962962e-50,5.92925740212699e-49,"Occipital/Temporal",0.49613466398354,TRUE,TRUE
"ENSMFAG00000021768",1.14297389500411,5892,"ENSMFAG00000021768","protein_coding",3313.59771999152,0.199610714296709,0.150811062875574,107.122926182131,5.65794200309972e-19,3.63851832619403e-18,"Occipital/Temporal",0.435462201863068,TRUE,TRUE
"KCNS3",1.13661574927967,12173,"ENSMFAG00000007411","protein_coding",675.512283764611,0.29441232997447,0.134020828757147,242.634347957103,3.57528430659662e-47,1.25624936983744e-45,"Hippocampal formation",0.691212571959255,TRUE,TRUE
"KALRN",1.13572963088354,12059,"ENSMFAG00000043685","protein_coding",79149.980471521,0.0333335405737107,0.0740095086832244,256.013163442878,5.3587097696701e-50,2.15187706774824e-48,"Occipital/Temporal",0.341931646704946,TRUE,TRUE
"ZFHX3",1.13550013411341,21151,"ENSMFAG00000034225","protein_coding",4862.54480658798,-0.159816739651171,0.12330877230965,369.699471778097,3.95601191721586e-74,4.48047155536715e-72,"Subcortical",1.70464983672412,TRUE,TRUE
"AADAT",1.13312043046154,8,"ENSMFAG00000042881","protein_coding",1619.9309693544,-0.00257608539704883,0.127726586482187,247.671229938379,3.09413427903794e-48,1.14404511670735e-46,"Occipital/Temporal",0.787655646167369,TRUE,TRUE
"DSG3",1.13293463879071,3847,"ENSMFAG00000031707","protein_coding",299.550487630339,-0.436084805466188,0.241764361632754,327.283475427528,4.20351265329864e-65,3.37017710357768e-63,"Lateral Prefrontal Cortex",1.93643711956967,TRUE,TRUE
"ENSMFAG00000038166",1.13145767989445,7766,"ENSMFAG00000038166","protein_coding",273.23960862018,-1.12680910342504,0.254878432693857,232.037336522381,6.12521416412311e-45,1.93118069815076e-43,"Frontal (agranular frontal motor areas)",1.43246424442555,TRUE,TRUE
"SLC35D3",1.13050056049806,18213,"ENSMFAG00000036990","protein_coding",362.392994851554,-0.175338674032671,0.261417647167123,611.891966240541,5.86733100993342e-126,3.18350464634318e-123,"Subcortical",3.64468116825695,TRUE,TRUE
"AACS",1.12979623298449,6,"ENSMFAG00000028497","protein_coding",14156.1927730226,-0.0357562554372259,0.086105660188127,239.173274631004,1.91963178726436e-46,6.50972808556175e-45,"Orbitomedial Prefrontal Cortex (OMPFC)",0.216724057934428,TRUE,TRUE
"DSCAM",1.1294805363209,3841,"ENSMFAG00000033365","protein_coding",12124.4654243088,0.0271879158026078,0.0624494901860208,410.381045793822,8.34121414004348e-83,1.24749273782919e-80,"Occipital/Temporal",0.369475536117747,TRUE,TRUE
"NLRP6",1.12876173521099,14472,"ENSMFAG00000035345","protein_coding",1501.76975966402,0.597516139126605,0.176736943140688,325.240307664289,1.14240601630312e-64,8.94411904911683e-63,"Temporal",0.869811225198609,TRUE,TRUE
"HIVEP1",1.12539685431018,11387,"ENSMFAG00000032343","protein_coding",10765.1348390506,-0.216261002784741,0.0932117846174865,194.922671942592,3.83763190461528e-37,7.73193350315881e-36,"Cingulate gyrus",0.335079861638308,TRUE,TRUE
"ADRA1B",1.12464250090631,339,"ENSMFAG00000045077","protein_coding",3882.27843869103,-0.169776825042972,0.136718904746615,296.91890710215,1.17530820966121e-58,7.21608311568569e-57,"Operculum/Insula",0.613580667001365,TRUE,TRUE
"KCNIP4",1.11992218852575,12129,"ENSMFAG00000042661","protein_coding",6540.81857460898,0.134515903745364,0.131159467956895,183.011098949702,1.19072698609034e-34,2.04873534752757e-33,"Occipital/Temporal",0.543256605359725,TRUE,TRUE
"ENSMFAG00000033848",1.11514950512059,7077,"ENSMFAG00000033848","protein_coding",281.368679019473,0.25483827415485,0.162775105163953,451.921397018021,1.11361638692616e-91,2.25928555855428e-89,"Frontal (agranular frontal motor areas)",1.03580599348919,TRUE,TRUE
"OXR1",1.11443381026066,14956,"ENSMFAG00000003232","protein_coding",28924.9535649237,-0.0618174789208679,0.141597005273333,126.695761420865,5.66312829114701e-23,4.80634580431978e-22,"Lateral Prefrontal Cortex",0.598710085904893,TRUE,TRUE
"SEPT6",1.10940064812867,17749,"ENSMFAG00000003084","protein_coding",6995.63878369639,-0.0627318482865284,0.0638525407204437,508.196963218584,1.00993679071432e-103,2.83889581495853e-101,"Occipital/Temporal",0.370739615110836,TRUE,TRUE
"MKX",1.10206555088616,13667,"ENSMFAG00000002067","protein_coding",1482.31934147677,0.890880534485663,0.155477642140711,442.366288989878,1.22818600844173e-89,2.36816593082265e-87,"Occipital/Temporal",1.32625135976136,TRUE,TRUE
"GJD4",1.10159426134413,10762,"ENSMFAG00000031831","protein_coding",254.386966889121,-0.0298375421420305,0.166243296136957,367.011965158332,1.47847101510125e-73,1.62708524779846e-71,"Lateral Prefrontal Cortex",1.07587443969175,TRUE,TRUE
"GABBR2",1.10075555275314,10539,"ENSMFAG00000042106","protein_coding",43377.9900494551,0.00759267843395773,0.0766697893791989,363.632855959985,7.75523176635942e-73,8.41568894608984e-71,"Temporal",0.205275740196962,TRUE,TRUE
"NEUROD6",1.09685184012653,14358,"ENSMFAG00000025612","protein_coding",3024.50944950758,-0.724796818465575,0.210344969985538,144.637377453944,1.13594648147249e-26,1.22527819506401e-25,"Hippocampal formation",0.851146608883042,TRUE,TRUE
"RTN4RL2",1.09486810705754,17427,"ENSMFAG00000038644","protein_coding",13524.0769301399,-0.248974104012118,0.201041668018996,78.8894469556781,2.68494617760262e-13,1.15045875610003e-12,"Hippocampal formation",1.19142701565781,TRUE,TRUE
"GPR139",1.09467449997846,10954,"ENSMFAG00000006757","protein_coding",165.103260815081,-0.70155112885803,0.370395794100232,698.148918435048,1.72910504053559e-144,1.7539891174233e-141,"Subcortical",4.88522602658495,TRUE,TRUE
"SH2D4B",1.09235388810976,17880,"ENSMFAG00000003299","protein_coding",925.108689273624,0.480978089170245,0.123904977697994,385.804898492529,1.46042352362395e-77,1.91422141739721e-75,"Temporal",0.705090116264973,TRUE,TRUE
"RGS9",1.09207689902648,17060,"ENSMFAG00000035462","protein_coding",1818.00991325161,-0.319864296264723,0.203091745568128,863.187963859054,5.26941988638573e-180,2.04901392282109e-176,"Subcortical",3.30711559675099,TRUE,TRUE
"IRX1",1.09174535751225,11929,"ENSMFAG00000001989","protein_coding",68.256262521301,0.448982570478642,0.743541062460524,169.518659524837,7.77307151745929e-32,1.12922497866652e-30,"Subcortical",5.238141357568,TRUE,TRUE
"SNCB",1.08944099908283,18508,"ENSMFAG00000033893","protein_coding",53750.4602293195,0.0374430836070412,0.124071599372363,166.905541574271,2.72079641382164e-31,3.84022390386404e-30,"Temporal",0.174924071672995,TRUE,TRUE
"TAFA2",1.08750560077489,19168,"ENSMFAG00000039199","protein_coding",2173.35294414107,0.631927436623089,0.207823045564075,48.2071391798943,2.33619534082815e-07,6.22994325029851e-07,"Occipital/Temporal",0.58316661239947,TRUE,TRUE
"THRB",1.08382585916324,19491,"ENSMFAG00000008661","protein_coding",23957.0688331366,-0.140296438148959,0.0737890932662454,520.060657277288,2.90445919433191e-106,8.68768429012278e-104,"Orbitomedial Prefrontal Cortex (OMPFC)",0.498868792123742,TRUE,TRUE
"PSRC1",1.08232904201604,16176,"ENSMFAG00000030547","protein_coding",2548.59387576895,0.0268319175744117,0.132241621045413,144.86346905351,1.02000766702419e-26,1.10430621249844e-25,"Hippocampal formation",0.627934257428404,TRUE,TRUE
"MKRN2",1.08132675760069,13664,"ENSMFAG00000035845","protein_coding",7378.23251109505,0.152960873885607,0.0383915503200025,519.771737276926,3.34936162098638e-106,9.89163999737128e-104,"Occipital/Temporal",0.300642137378098,TRUE,TRUE
"FAM131B",1.08098538690132,9969,"ENSMFAG00000039319","protein_coding",34190.1287027758,0.251329389179644,0.0629332570701578,524.542826021261,3.18250282160816e-107,9.64298354947274e-105,"Occipital/Temporal",0.482281622974142,TRUE,TRUE
"SLITRK1",1.07787142897156,18380,"ENSMFAG00000000028","protein_coding",12155.2367336344,0.164667400129171,0.0709169161990087,205.866267506745,1.94930766842775e-39,4.48071893715151e-38,"Operculum/Insula",0.309921973372688,TRUE,TRUE
"SALL2",1.07722902996963,17498,"ENSMFAG00000002687","protein_coding",11161.475292367,0.244009290746485,0.0671278854920447,369.010615807861,5.54652971698286e-74,6.22144638590996e-72,"Subcortical",1.09909823548574,TRUE,TRUE
"CEMIP2",1.07546771600638,2437,"ENSMFAG00000036873","protein_coding",6581.15922072649,-0.0318655787756403,0.0841994493881734,276.527754598528,2.45838638055099e-54,1.23880372882581e-52,"Hippocampal formation",0.903083253851984,TRUE,TRUE
"FSTL4",1.07512138061085,10478,"ENSMFAG00000033336","protein_coding",6688.00433033983,0.178008249797312,0.111485170722881,323.351391466133,2.87868949502644e-64,2.22393061617423e-62,"Occipital/Temporal",0.61574677928078,TRUE,TRUE
"ECEL1",1.07435984760847,3951,"ENSMFAG00000034405","protein_coding",298.126555508156,0.360096106795789,0.263475498984056,589.212065424485,4.32613180391802e-121,2.05985675749411e-118,"Subcortical",3.61313735473432,TRUE,TRUE
"ENSMFAG00000040641",1.07353863816803,8138,"ENSMFAG00000040641","protein_coding",2015.33451211077,0.468121920640633,0.18333215308326,93.5059128732669,3.21481305537803e-16,1.70473396646082e-15,"Temporal",0.502152495154714,TRUE,TRUE
"ZBTB18",1.07326980185246,21047,"ENSMFAG00000033326","protein_coding",30043.7985595676,0.0533464606685825,0.0703053734699157,306.821283622156,9.31989550836133e-61,6.17734324163574e-59,"Hippocampal formation",0.601204718078641,TRUE,TRUE
"ENSMFAG00000018969",1.07305966117428,5789,"ENSMFAG00000018969","protein_coding",733.366898954371,0.064817379162038,0.104420665994451,307.522241942903,6.61676558632214e-61,4.42337415170435e-59,"Frontal (agranular frontal motor areas)",0.508728106952406,TRUE,TRUE
"FXYD6",1.07297116491483,10509,"ENSMFAG00000039113","protein_coding",45666.4413733787,-0.340714045177497,0.140585367721713,184.657222287769,5.39289109570693e-35,9.46026632736378e-34,"Cingulate gyrus",0.613423059848479,TRUE,TRUE
"BMPER",1.07270505222512,1371,"ENSMFAG00000040626","protein_coding",3200.01831524118,0.260326278843072,0.102085231855794,304.678604979931,2.65525246244614e-60,1.71131754699809e-58,"Occipital/Temporal",0.572721447508439,TRUE,TRUE
"ADAMTSL3",1.07248561848638,261,"ENSMFAG00000002541","protein_coding",3713.79572328061,-0.662943880065394,0.0919391034552356,485.327629175904,7.95428015028168e-99,1.89368683863492e-96,"Cingulate gyrus",0.650848219134032,TRUE,TRUE
"YPEL4",1.07242617924611,21012,"ENSMFAG00000029685","protein_coding",6036.81999765524,0.128930161264013,0.0759992161193232,244.014460686013,1.82882722487237e-47,6.49442435060841e-46,"Temporal",0.262126521070176,TRUE,TRUE
