Gene.stable.ID,Gene.name,Gene.type_ensembl,Gene.type_Fig2B
ENSMFAG00000006289,SLC15A1,protein_coding,protein_coding
ENSMFAG00000042663,DOCK9,protein_coding,protein_coding
ENSMFAG00000033588,UBAC2,protein_coding,protein_coding
ENSMFAG00000045711,ENSMFAG00000045711,protein_coding,protein_coding
ENSMFAG00000013647,GPR18,protein_coding,protein_coding
ENSMFAG00000023651,GPR183,protein_coding,protein_coding
ENSMFAG00000043102,ENSMFAG00000043102,protein_coding,protein_coding
ENSMFAG00000044415,TM9SF2,protein_coding,protein_coding
ENSMFAG00000036639,CLYBL,protein_coding,protein_coding
ENSMFAG00000037954,ZIC5,protein_coding,protein_coding
ENSMFAG00000037783,ZIC2,protein_coding,protein_coding
ENSMFAG00000020427,PCCA,protein_coding,protein_coding
ENSMFAG00000030852,ENSMFAG00000030852,protein_coding,protein_coding
ENSMFAG00000044014,TMTC4,protein_coding,protein_coding
ENSMFAG00000047144,ENSMFAG00000047144,lincRNA,lincRNA
ENSMFAG00000039517,NALCN,protein_coding,protein_coding
ENSMFAG00000001221,ENSMFAG00000001221,protein_coding,protein_coding
ENSMFAG00000040769,ITGBL1,protein_coding,protein_coding
ENSMFAG00000045895,FGF14,protein_coding,protein_coding
ENSMFAG00000014260,RF00003,snRNA,smallRNA
ENSMFAG00000016222,ENSMFAG00000016222,miRNA,smallRNA
ENSMFAG00000043518,TPP2,protein_coding,protein_coding
ENSMFAG00000039074,METTL21C,protein_coding,protein_coding
ENSMFAG00000035781,CCDC168,protein_coding,protein_coding
ENSMFAG00000038623,TEX30,protein_coding,protein_coding
ENSMFAG00000045152,POGLUT2,protein_coding,protein_coding
ENSMFAG00000002409,BIVM-ERCC5,protein_coding,protein_coding
ENSMFAG00000013762,RF00019,misc_RNA,smallRNA
ENSMFAG00000038241,ENSMFAG00000038241,protein_coding,protein_coding
ENSMFAG00000047098,ENSMFAG00000047098,lincRNA,lincRNA
ENSMFAG00000034043,EFNB2,protein_coding,protein_coding
ENSMFAG00000033482,ARGLU1,protein_coding,protein_coding
ENSMFAG00000020818,RF00089,snoRNA,smallRNA
ENSMFAG00000033835,ENSMFAG00000033835,protein_coding,protein_coding
ENSMFAG00000030954,FAM155A,protein_coding,protein_coding
ENSMFAG00000000027,ENSMFAG00000000027,protein_coding,protein_coding
ENSMFAG00000037235,LIG4,protein_coding,protein_coding
ENSMFAG00000031944,ABHD13,protein_coding,protein_coding
ENSMFAG00000032565,TNFSF13B,protein_coding,protein_coding
ENSMFAG00000043164,MYO16,protein_coding,protein_coding
ENSMFAG00000042382,IRS2,protein_coding,protein_coding
ENSMFAG00000047034,ENSMFAG00000047034,lincRNA,lincRNA
ENSMFAG00000046502,ENSMFAG00000046502,lincRNA,lincRNA
ENSMFAG00000017600,RF00017,misc_RNA,smallRNA
ENSMFAG00000003528,COL4A1,protein_coding,protein_coding
ENSMFAG00000010598,RF00019,misc_RNA,smallRNA
ENSMFAG00000001737,COL4A2,protein_coding,protein_coding
ENSMFAG00000012855,ENSMFAG00000012855,miRNA,smallRNA
ENSMFAG00000031176,RAB20,protein_coding,protein_coding
ENSMFAG00000031500,NAXD,protein_coding,protein_coding
ENSMFAG00000033008,ENSMFAG00000033008,protein_coding,protein_coding
ENSMFAG00000033427,CARS2,protein_coding,protein_coding
ENSMFAG00000043968,ING1,protein_coding,protein_coding
ENSMFAG00000042265,ANKRD10,protein_coding,protein_coding
ENSMFAG00000003018,ARHGEF7,protein_coding,protein_coding
ENSMFAG00000031161,TEX29,protein_coding,protein_coding
ENSMFAG00000035319,ENSMFAG00000035319,protein_coding,protein_coding
ENSMFAG00000004705,RF00287,snoRNA,smallRNA
ENSMFAG00000019013,SOX1,protein_coding,protein_coding
ENSMFAG00000046965,ENSMFAG00000046965,lincRNA,lincRNA
ENSMFAG00000032147,ATP11A,protein_coding,protein_coding
ENSMFAG00000031140,MCF2L,protein_coding,protein_coding
ENSMFAG00000033443,F7,protein_coding,protein_coding
ENSMFAG00000043700,F10,protein_coding,protein_coding
ENSMFAG00000042310,PROZ,protein_coding,protein_coding
ENSMFAG00000003946,PCID2,protein_coding,protein_coding
ENSMFAG00000030967,ENSMFAG00000030967,protein_coding,protein_coding
ENSMFAG00000043855,CUL4A,protein_coding,protein_coding
ENSMFAG00000031309,LAMP1,protein_coding,protein_coding
ENSMFAG00000039147,GRTP1,protein_coding,protein_coding
ENSMFAG00000034058,ENSMFAG00000034058,protein_coding,protein_coding
ENSMFAG00000016446,DCUN1D2,protein_coding,protein_coding
ENSMFAG00000005113,RF00003,snRNA,smallRNA
ENSMFAG00000035619,TFDP1,protein_coding,protein_coding
ENSMFAG00000039991,GRK1,protein_coding,protein_coding
ENSMFAG00000002078,TMEM255B,protein_coding,protein_coding
ENSMFAG00000043611,GAS6,protein_coding,protein_coding
ENSMFAG00000041359,C13orf46,protein_coding,protein_coding
ENSMFAG00000000503,RASA3,protein_coding,protein_coding
ENSMFAG00000042134,CDC16,protein_coding,protein_coding
ENSMFAG00000019689,ENSMFAG00000019689,miRNA,smallRNA
ENSMFAG00000045016,UPF3A,protein_coding,protein_coding
ENSMFAG00000045724,CHAMP1,protein_coding,protein_coding
ENSMFAG00000007012,ENSMFAG00000007012,miRNA,smallRNA
ENSMFAG00000044775,ENSMFAG00000044775,protein_coding,protein_coding
ENSMFAG00000034551,ACR,protein_coding,protein_coding
ENSMFAG00000000397,SHANK3,protein_coding,protein_coding
ENSMFAG00000011065,RF00019,misc_RNA,smallRNA
ENSMFAG00000041434,ARSA,protein_coding,protein_coding
ENSMFAG00000001692,MAPK8IP2,protein_coding,protein_coding
ENSMFAG00000043916,CHKB,protein_coding,protein_coding
ENSMFAG00000023471,CPT1B,protein_coding,protein_coding
ENSMFAG00000036358,SYCE3,protein_coding,protein_coding
ENSMFAG00000002276,ENSMFAG00000002276,protein_coding,protein_coding
ENSMFAG00000045728,TYMP,protein_coding,protein_coding
ENSMFAG00000033329,NCAPH2,protein_coding,protein_coding
ENSMFAG00000031482,LMF2,protein_coding,protein_coding
ENSMFAG00000033234,MIOX,protein_coding,protein_coding
ENSMFAG00000002783,ADM2,protein_coding,protein_coding
ENSMFAG00000009948,RF00100,misc_RNA,smallRNA
ENSMFAG00000030319,SBF1,protein_coding,protein_coding
ENSMFAG00000002797,PPP6R2,protein_coding,protein_coding
ENSMFAG00000010401,RF00019,misc_RNA,smallRNA
ENSMFAG00000007998,RF00017,misc_RNA,smallRNA
ENSMFAG00000033956,DENND6B,protein_coding,protein_coding
ENSMFAG00000035984,PLXNB2,protein_coding,protein_coding
ENSMFAG00000002644,MAPK11,protein_coding,protein_coding
ENSMFAG00000034798,MAPK12,protein_coding,protein_coding
ENSMFAG00000033885,HDAC10,protein_coding,protein_coding
ENSMFAG00000037389,TUBGCP6,protein_coding,protein_coding
ENSMFAG00000000242,SELENOO,protein_coding,protein_coding
ENSMFAG00000038729,TRABD,protein_coding,protein_coding
ENSMFAG00000041612,PANX2,protein_coding,protein_coding
ENSMFAG00000035651,MOV10L1,protein_coding,protein_coding
ENSMFAG00000024753,MLC1,protein_coding,protein_coding
ENSMFAG00000031806,TTLL8,protein_coding,protein_coding
ENSMFAG00000034453,IL17REL,protein_coding,protein_coding
ENSMFAG00000003161,PIM3,protein_coding,protein_coding
ENSMFAG00000004689,ENSMFAG00000004689,miRNA,smallRNA
ENSMFAG00000042023,CRELD2,protein_coding,protein_coding
ENSMFAG00000040634,ALG12,protein_coding,protein_coding
ENSMFAG00000029961,ZBED4,protein_coding,protein_coding
ENSMFAG00000047021,ENSMFAG00000047021,lincRNA,lincRNA
ENSMFAG00000030538,BRD1,protein_coding,protein_coding
ENSMFAG00000046454,ENSMFAG00000046454,lincRNA,lincRNA
ENSMFAG00000031672,ENSMFAG00000031672,protein_coding,protein_coding
ENSMFAG00000047031,ENSMFAG00000047031,lincRNA,lincRNA
ENSMFAG00000024959,ENSMFAG00000024959,protein_coding,protein_coding
ENSMFAG00000046456,ENSMFAG00000046456,lincRNA,lincRNA
ENSMFAG00000041343,TBC1D22A,protein_coding,protein_coding
ENSMFAG00000042947,ENSMFAG00000042947,protein_coding,protein_coding
ENSMFAG00000045987,CERK,protein_coding,protein_coding
ENSMFAG00000045635,ENSMFAG00000045635,protein_coding,protein_coding
ENSMFAG00000034232,CELSR1,protein_coding,protein_coding
ENSMFAG00000039767,TRMU,protein_coding,protein_coding
ENSMFAG00000033240,GTSE1,protein_coding,protein_coding
ENSMFAG00000008224,ENSMFAG00000008224,protein_coding,protein_coding
ENSMFAG00000030939,TTC38,protein_coding,protein_coding
ENSMFAG00000033036,PKDREJ,protein_coding,protein_coding
ENSMFAG00000030588,CDPF1,protein_coding,protein_coding
ENSMFAG00000030951,ENSMFAG00000030951,protein_coding,protein_coding
ENSMFAG00000031738,PPARA,protein_coding,protein_coding
ENSMFAG00000005150,ENSMFAG00000005150,miRNA,smallRNA
ENSMFAG00000012119,MIRLET7A3,miRNA,smallRNA
ENSMFAG00000045571,ENSMFAG00000045571,protein_coding,protein_coding
ENSMFAG00000043981,WNT7B,protein_coding,protein_coding
ENSMFAG00000030950,ATXN10,protein_coding,protein_coding
ENSMFAG00000040388,FBLN1,protein_coding,protein_coding
ENSMFAG00000009562,RIBC2,protein_coding,protein_coding
ENSMFAG00000034275,SMC1B,protein_coding,protein_coding
ENSMFAG00000032639,FAM118A,protein_coding,protein_coding
ENSMFAG00000038134,UPK3A,protein_coding,protein_coding
ENSMFAG00000041430,KIAA0930,protein_coding,protein_coding
ENSMFAG00000036361,ENSMFAG00000036361,protein_coding,protein_coding
ENSMFAG00000035770,NUP50,protein_coding,protein_coding
ENSMFAG00000041339,PHF21B,protein_coding,protein_coding
ENSMFAG00000031694,ENSMFAG00000031694,protein_coding,protein_coding
ENSMFAG00000003186,PRR5,protein_coding,protein_coding
ENSMFAG00000029989,RTL6,protein_coding,protein_coding
ENSMFAG00000041410,SHISAL1,protein_coding,protein_coding
ENSMFAG00000031242,PARVG,protein_coding,protein_coding
ENSMFAG00000033736,PARVB,protein_coding,protein_coding
ENSMFAG00000037322,SAMM50,protein_coding,protein_coding
ENSMFAG00000036392,PNPLA3,protein_coding,protein_coding
ENSMFAG00000036380,PNPLA5,protein_coding,protein_coding
ENSMFAG00000037741,SULT4A1,protein_coding,protein_coding
ENSMFAG00000036892,EFCAB6,protein_coding,protein_coding
ENSMFAG00000033422,MPPED1,protein_coding,protein_coding
ENSMFAG00000042392,ENSMFAG00000042392,protein_coding,protein_coding
ENSMFAG00000026094,SCUBE1,protein_coding,protein_coding
ENSMFAG00000041466,TTLL12,protein_coding,protein_coding
ENSMFAG00000033600,TSPO,protein_coding,protein_coding
ENSMFAG00000034251,MCAT,protein_coding,protein_coding
ENSMFAG00000041806,BIK,protein_coding,protein_coding
ENSMFAG00000031274,TTLL1,protein_coding,protein_coding
ENSMFAG00000041486,PACSIN2,protein_coding,protein_coding
ENSMFAG00000043297,ARFGAP3,protein_coding,protein_coding
ENSMFAG00000030432,A4GALT,protein_coding,protein_coding
ENSMFAG00000031130,CYB5R3,protein_coding,protein_coding
ENSMFAG00000004704,RF00007,snRNA,smallRNA
ENSMFAG00000044670,POLDIP3,protein_coding,protein_coding
ENSMFAG00000024295,ENSMFAG00000024295,protein_coding,protein_coding
ENSMFAG00000041664,ENSMFAG00000041664,protein_coding,protein_coding
ENSMFAG00000033348,ENSMFAG00000033348,protein_coding,protein_coding
ENSMFAG00000004104,RF00026,snRNA,smallRNA
ENSMFAG00000042855,RRP7A,protein_coding,protein_coding
ENSMFAG00000020523,ENSMFAG00000020523,protein_coding,protein_coding
ENSMFAG00000009626,RF00026,snRNA,smallRNA
ENSMFAG00000002415,NFAM1,protein_coding,protein_coding
ENSMFAG00000003509,TCF20,protein_coding,protein_coding
ENSMFAG00000042506,CYP2D44,protein_coding,protein_coding
ENSMFAG00000035554,CYP2D17,protein_coding,protein_coding
ENSMFAG00000039783,ENSMFAG00000039783,protein_coding,protein_coding
ENSMFAG00000044573,SMDT1,protein_coding,protein_coding
ENSMFAG00000002492,NAGA,protein_coding,protein_coding
ENSMFAG00000034650,WBP2NL,protein_coding,protein_coding
ENSMFAG00000039306,ENSMFAG00000039306,protein_coding,protein_coding
ENSMFAG00000014171,ENSMFAG00000014171,protein_coding,protein_coding
ENSMFAG00000042414,CENPM,protein_coding,protein_coding
ENSMFAG00000032345,TNFRSF13C,protein_coding,protein_coding
ENSMFAG00000043918,SHISA8,protein_coding,protein_coding
ENSMFAG00000043421,SREBF2,protein_coding,protein_coding
ENSMFAG00000035298,MIR33A,miRNA,smallRNA
ENSMFAG00000031727,CCDC134,protein_coding,protein_coding
ENSMFAG00000035767,MEI1,protein_coding,protein_coding
ENSMFAG00000044634,ENSMFAG00000044634,pseudogene,pseudogene
ENSMFAG00000031096,SNU13,protein_coding,protein_coding
ENSMFAG00000003352,XRCC6,protein_coding,protein_coding
ENSMFAG00000034617,DESI1,protein_coding,protein_coding
ENSMFAG00000034090,PMM1,protein_coding,protein_coding
ENSMFAG00000038565,CSDC2,protein_coding,protein_coding
ENSMFAG00000001153,POLR3H,protein_coding,protein_coding
ENSMFAG00000043571,ACO2,protein_coding,protein_coding
ENSMFAG00000003129,PHF5A,protein_coding,protein_coding
ENSMFAG00000019801,TOB2,protein_coding,protein_coding
ENSMFAG00000019936,ENSMFAG00000019936,protein_coding,protein_coding
ENSMFAG00000022213,ENSMFAG00000022213,protein_coding,protein_coding
ENSMFAG00000033476,TEF,protein_coding,protein_coding
ENSMFAG00000037965,ZC3H7B,protein_coding,protein_coding
ENSMFAG00000040386,RANGAP1,protein_coding,protein_coding
ENSMFAG00000039400,CHADL,protein_coding,protein_coding
ENSMFAG00000037650,L3MBTL2,protein_coding,protein_coding
ENSMFAG00000039593,EP300,protein_coding,protein_coding
ENSMFAG00000008152,RF00026,snRNA,smallRNA
ENSMFAG00000013048,RF00019,misc_RNA,smallRNA
ENSMFAG00000040152,RBX1,protein_coding,protein_coding
ENSMFAG00000040751,XPNPEP3,protein_coding,protein_coding
ENSMFAG00000008363,RF00026,snRNA,smallRNA
ENSMFAG00000009420,RF00017,misc_RNA,smallRNA
ENSMFAG00000035459,ENSMFAG00000035459,protein_coding,protein_coding
ENSMFAG00000026356,ENSMFAG00000026356,protein_coding,protein_coding
ENSMFAG00000042964,SLC25A17,protein_coding,protein_coding
ENSMFAG00000016105,ENSMFAG00000016105,miRNA,smallRNA
ENSMFAG00000038718,ENSMFAG00000038718,protein_coding,protein_coding
ENSMFAG00000045345,MCHR1,protein_coding,protein_coding
ENSMFAG00000036952,NACC1,protein_coding,protein_coding
ENSMFAG00000046410,MRTFA,protein_coding,protein_coding
ENSMFAG00000032498,SGSM3,protein_coding,protein_coding
ENSMFAG00000039307,ADSL,protein_coding,protein_coding
ENSMFAG00000003862,TNRC6B,protein_coding,protein_coding
ENSMFAG00000016354,RF00017,misc_RNA,smallRNA
ENSMFAG00000002020,FAM83F,protein_coding,protein_coding
ENSMFAG00000045322,GRAP2,protein_coding,protein_coding
ENSMFAG00000040666,ENTHD1,protein_coding,protein_coding
ENSMFAG00000046252,CACNA1I,protein_coding,protein_coding
ENSMFAG00000032799,RPS19BP1,protein_coding,protein_coding
ENSMFAG00000000392,ATF4,protein_coding,protein_coding
ENSMFAG00000040624,MIEF1,protein_coding,protein_coding
ENSMFAG00000014328,MGAT3,protein_coding,protein_coding
ENSMFAG00000032126,TAB1,protein_coding,protein_coding
ENSMFAG00000034609,SYNGR1,protein_coding,protein_coding
ENSMFAG00000031439,RPL3,protein_coding,protein_coding
ENSMFAG00000013452,RF00221,snoRNA,smallRNA
ENSMFAG00000025230,RF00593,snoRNA,smallRNA
ENSMFAG00000022250,RF00593,snoRNA,smallRNA
ENSMFAG00000031697,PDGFB,protein_coding,protein_coding
ENSMFAG00000034255,CBX7,protein_coding,protein_coding
ENSMFAG00000031827,APOBEC3H,protein_coding,protein_coding
ENSMFAG00000044711,APOBEC3G,protein_coding,protein_coding
ENSMFAG00000004037,ENSMFAG00000004037,protein_coding,protein_coding
ENSMFAG00000002331,ENSMFAG00000002331,protein_coding,protein_coding
ENSMFAG00000016792,APOBEC3C,protein_coding,protein_coding
ENSMFAG00000008980,APOBEC3A,protein_coding,protein_coding
ENSMFAG00000002979,CBX6,protein_coding,protein_coding
ENSMFAG00000000252,NPTXR,protein_coding,protein_coding
ENSMFAG00000043250,ENSMFAG00000043250,protein_coding,protein_coding
ENSMFAG00000033007,DNAL4,protein_coding,protein_coding
ENSMFAG00000021939,SUN2,protein_coding,protein_coding
ENSMFAG00000037252,GTPBP1,protein_coding,protein_coding
ENSMFAG00000044727,ENSMFAG00000044727,protein_coding,protein_coding
ENSMFAG00000038103,JOSD1,protein_coding,protein_coding
ENSMFAG00000001511,ENSMFAG00000001511,protein_coding,protein_coding
ENSMFAG00000044855,TOMM22,protein_coding,protein_coding
ENSMFAG00000041976,ENSMFAG00000041976,protein_coding,protein_coding
ENSMFAG00000000358,FAM227A,protein_coding,protein_coding
ENSMFAG00000045466,DMC1,protein_coding,protein_coding
ENSMFAG00000046051,DDX17,protein_coding,protein_coding
ENSMFAG00000042286,KDELR3,protein_coding,protein_coding
ENSMFAG00000003224,KCNJ4,protein_coding,protein_coding
ENSMFAG00000003325,ENSMFAG00000003325,protein_coding,protein_coding
ENSMFAG00000002364,TMEM184B,protein_coding,protein_coding
ENSMFAG00000008464,RF00017,misc_RNA,smallRNA
ENSMFAG00000000319,MAFF,protein_coding,protein_coding
ENSMFAG00000046328,PLA2G6,protein_coding,protein_coding
ENSMFAG00000003147,BAIAP2L2,protein_coding,protein_coding
ENSMFAG00000045249,SLC16A8,protein_coding,protein_coding
ENSMFAG00000003832,PICK1,protein_coding,protein_coding
ENSMFAG00000033687,POLR2F,protein_coding,protein_coding
ENSMFAG00000030971,SOX10,protein_coding,protein_coding
ENSMFAG00000013037,ENSMFAG00000013037,miRNA,smallRNA
ENSMFAG00000039078,C22orf23,protein_coding,protein_coding
ENSMFAG00000040539,MICALL1,protein_coding,protein_coding
ENSMFAG00000040574,EIF3L,protein_coding,protein_coding
ENSMFAG00000042331,ANKRD54,protein_coding,protein_coding
ENSMFAG00000033474,GALR3,protein_coding,protein_coding
ENSMFAG00000000506,GCAT,protein_coding,protein_coding
ENSMFAG00000012225,ENSMFAG00000012225,protein_coding,protein_coding
ENSMFAG00000012435,H1F0,protein_coding,protein_coding
ENSMFAG00000028669,ENSMFAG00000028669,protein_coding,protein_coding
ENSMFAG00000037654,ENSMFAG00000037654,protein_coding,protein_coding
ENSMFAG00000002672,ENSMFAG00000002672,protein_coding,protein_coding
ENSMFAG00000006832,ENSMFAG00000006832,protein_coding,protein_coding
ENSMFAG00000036985,ENSMFAG00000036985,protein_coding,protein_coding
ENSMFAG00000032789,PDXP,protein_coding,protein_coding
ENSMFAG00000042826,SH3BP1,protein_coding,protein_coding
ENSMFAG00000044315,GGA1,protein_coding,protein_coding
ENSMFAG00000001312,LGALS2,protein_coding,protein_coding
ENSMFAG00000031899,CDC42EP1,protein_coding,protein_coding
ENSMFAG00000044580,CARD10,protein_coding,protein_coding
ENSMFAG00000000147,MFNG,protein_coding,protein_coding
ENSMFAG00000026860,ELFN2,protein_coding,protein_coding
ENSMFAG00000001277,CYTH4,protein_coding,protein_coding
ENSMFAG00000000606,RAC2,protein_coding,protein_coding
ENSMFAG00000026145,SSTR3,protein_coding,protein_coding
ENSMFAG00000042303,C1QTNF6,protein_coding,protein_coding
ENSMFAG00000002576,IL2RB,protein_coding,protein_coding
ENSMFAG00000035751,TMPRSS6,protein_coding,protein_coding
ENSMFAG00000003026,KCTD17,protein_coding,protein_coding
ENSMFAG00000038470,TST,protein_coding,protein_coding
ENSMFAG00000037835,TEX33,protein_coding,protein_coding
ENSMFAG00000044262,CSF2RB,protein_coding,protein_coding
ENSMFAG00000003343,NCF4,protein_coding,protein_coding
ENSMFAG00000043667,PVALB,protein_coding,protein_coding
ENSMFAG00000045204,IFT27,protein_coding,protein_coding
ENSMFAG00000034357,CACNG2,protein_coding,protein_coding
ENSMFAG00000027743,ENSMFAG00000027743,protein_coding,protein_coding
ENSMFAG00000000481,EIF3D,protein_coding,protein_coding
ENSMFAG00000046365,FOXRED2,protein_coding,protein_coding
ENSMFAG00000034407,TXN2,protein_coding,protein_coding
ENSMFAG00000035156,MYH9,protein_coding,protein_coding
ENSMFAG00000010954,ENSMFAG00000010954,miRNA,smallRNA
ENSMFAG00000036332,APOL1,protein_coding,protein_coding
ENSMFAG00000046031,ENSMFAG00000046031,protein_coding,protein_coding
ENSMFAG00000000916,APOL2,protein_coding,protein_coding
ENSMFAG00000031976,APOL4,protein_coding,protein_coding
ENSMFAG00000031994,RBFOX2,protein_coding,protein_coding
ENSMFAG00000001670,ENSMFAG00000001670,protein_coding,protein_coding
ENSMFAG00000001370,APOL5,protein_coding,protein_coding
ENSMFAG00000020774,ENSMFAG00000020774,protein_coding,protein_coding
ENSMFAG00000002363,APOL6,protein_coding,protein_coding
ENSMFAG00000042315,MB,protein_coding,protein_coding
ENSMFAG00000031010,RASD2,protein_coding,protein_coding
ENSMFAG00000037992,MCM5,protein_coding,protein_coding
ENSMFAG00000042891,HMOX1,protein_coding,protein_coding
ENSMFAG00000002824,TOM1,protein_coding,protein_coding
ENSMFAG00000045206,HMGXB4,protein_coding,protein_coding
ENSMFAG00000046722,ENSMFAG00000046722,lincRNA,lincRNA
ENSMFAG00000043989,LARGE1,protein_coding,protein_coding
ENSMFAG00000009310,ENSMFAG00000009310,miRNA,smallRNA
ENSMFAG00000032224,SYN3,protein_coding,protein_coding
ENSMFAG00000030203,TIMP3,protein_coding,protein_coding
ENSMFAG00000021887,RF00001,rRNA,smallRNA
ENSMFAG00000037085,FBXO7,protein_coding,protein_coding
ENSMFAG00000025303,BPIFC,protein_coding,protein_coding
ENSMFAG00000034419,RTCB,protein_coding,protein_coding
ENSMFAG00000034150,SLC5A4,protein_coding,protein_coding
ENSMFAG00000030297,ENSMFAG00000030297,protein_coding,protein_coding
ENSMFAG00000042201,SLC5A1,protein_coding,protein_coding
