Region,roi173,NeocortexRegion,Lobe,002,034,067,079,92,qbt,xq,xz,zs,RIN,total_reads,uniquely_mapped,uniquely_mapped_percent,TOTAL_READS,PF_READS,PF_READS_ALIGNED,PCT_PF_READS_ALIGNED,PF_ALIGNED_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_MISMATCH_RATE,PF_HQ_ERROR_RATE,PF_INDEL_RATE,READS_ALIGNED_IN_PAIRS,PCT_READS_ALIGNED_IN_PAIRS,BAD_CYCLES,STRAND_BALANCE,PCT_CHIMERAS,PF_BASES,PF_ALIGNED_BASES.1,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,WINDOW_SIZE,TOTAL_CLUSTERS,ALIGNED_READS,AT_DROPOUT,GC_DROPOUT,Full_name,Dictionary_lobe,Regional_map
45,45,Yes,Frontal,0,2,0,0,1,1,4,2,0,8.27,54619843.0,47014038.0,86.035,103340586.2,103340586.2,99921144.1,0.9695095,14121733484.0,93976788.1,13286105496.4,13011216869.2,0.0057844,0.0057433,0.0002562,99866264.4,0.9994349,0,0.50001,0.0057173,14668607474.0,14121733484.0,4179433859.8,1417323409.4,4036200213.8,4488767755.9,0,37263530.5,1118915.5,30.24633,10.02645,27.77896,31.9482,40.27276,38.83344,96.88473,0.357467,0.665707,0.7109776,0.872653,100,56216482.4,108987256.0,35.0095344,0.3691008,area 45[45A+45B],Frontal,PFCvl
46d,46d,Yes,Frontal,0,3,0,0,1,2,2,2,0,8.24,53956674.5,46651451.6,86.263,100903084.7,100903084.7,98912417.7,0.9811561,14084815571.9,93260090.7,13291074416.3,13013307795.9,0.005779,0.005744,0.0002571,98866120.4,0.9994977,0,0.500015,0.0055578,14473110241.4,14084815571.9,3955811112.6,1420194317.1,4344069886.9,4364661215.5,0,35583565.0,1145019.1,28.84597,10.06266,29.7476,31.34331,38.90862,37.85506,96.54382,0.3602653,0.6739184,0.7202474,0.8696013,100,54851229.7,107684024.5,32.3989944,0.2619557,"area 46, dorsal subdivision",Frontal,PFCdl
46v,46v,Yes,Frontal,0,3,0,0,0,2,2,2,0,8.21111111111111,51592924.4444444,45113241.3333333,87.1622222222222,97925053.1111111,97925053.1111111,95428264.6666667,0.977117555555556,13638165057.4444,90186057.1111111,12900115427.0,12627755986.1111,0.005546,0.0055084444444444,0.0002675555555555,95384570.0,0.999519111111111,0,0.500014111111111,0.0053357777777777,14076383217.6667,13638165057.4444,3768805649.55556,1388538304.55556,4273671936.22222,4207075172.11111,0,34120409.8888889,1056941.0,28.5283333333333,10.2418222222222,29.9738666666667,31.2554888888889,38.7701666666667,37.5803666666667,96.5557777777778,0.352432222222222,0.679665666666667,0.733063777777778,0.857108333333333,100,53018344.7777778,103515000.666667,31.5633687777778,0.271008888888889,"area 46, ventral subdivision",Frontal,PFCvl
5,5,Yes,Parietal,0,3,0,0,2,1,3,1,0,8.4,53910759.2,43826611.9,81.769,94608715.7,94608715.7,94121937.9,0.9951662,13163183732.0,87598105.9,12252725142.4,11980701448.6,0.0059785,0.0059584,0.0002443,94062346.4,0.9993517,0,0.5000143,0.0056609,13345822025.1,13163183732.0,4151369024.1,1287070646.1,3329983395.4,4394699663.1,0,36440631.1,1067789.2,31.68004,9.7217,25.04966,33.54818,41.40173,40.89351,96.9091,0.3791653,0.6663426,0.6826836,0.8908535,100,52397990.5,104266366.4,41.5025081,0.0487587,somatosensory area 5 (complex)[PE+PEa+PEc],Parietal,PCs
7a,7a_(Opt/PG),Yes,Parietal,0,3,0,0,1,2,2,1,1,8.02,56302660.5,46978352.6,83.525,101916122.4,101916122.4,99723474.8,0.9805044,14087396265.2,93895724.0,13269529148.3,12982923946.9,0.0059217,0.0058856,0.000253,99658143.8,0.9993146,0,0.5000111,0.0058032,14486729721.7,14087396265.2,4039022276.6,1363732404.1,4214701115.9,4469852466.1,0,36027954.4,1101967.8,29.19229,9.59579,29.13207,32.07934,38.78807,37.69002,96.88813,0.3793586,0.6871737,0.7046234,0.8974141,100,55464380.3,108696838.5,35.1021703,0.2143985,visual area 7a,Parietal,PCi
7b,7b_(PFG/PF),Yes,Parietal,0,2,0,0,3,1,2,1,0,8.2,61052420.4444444,50434352.0,82.9288888888889,111031687.666667,111031687.666667,108008672.444444,0.974864666666667,15133280183.1111,100803246.333333,14128123629.8889,13808709517.0,0.005947,0.0059297777777777,0.0002408888888888,107937994.888889,0.999346222222222,0,0.500011555555556,0.0057953333333333,15354409898.3333,15133280183.1111,4460316961.77778,1448965958.66667,4300513024.88889,4923427566.44444,0,39710547.4444444,1127885.77777778,30.0326666666667,9.66792222222222,27.7530222222222,32.5460333333333,39.7005888888889,39.1886666666667,96.9310333333333,0.368131888888889,0.694755888888889,0.703685,0.909882,100,59956216.8888889,119216575.444444,37.7316115555556,0.0823375555555556,visual area 7b,Parietal,PCi
7m,7m(PGm),Yes,Parietal,1,3,0,0,0,0,1,1,0,8.23333333333333,51757873.3333333,43380912.0,83.8933333333333,92922227.6666667,92922227.6666667,92544082.1666667,0.996347,12915848704.8333,86678800.0,12099470391.0,11800859404.1667,0.0061555,0.006148,0.0002581666666666,92454572.3333333,0.999053333333333,0,0.5000175,0.0054828333333333,13082381648.6667,12915848704.8333,3702005287.66667,1224801187.83333,3665974513.5,4323045004.0,0,33399912.6666667,812505.0,28.6102833333333,9.39936666666667,28.1780166666667,33.8121833333333,38.0096333333333,37.5765166666667,97.4610333333333,0.362576833333333,0.678813333333333,0.706043666666667,0.8980225,100,51137917.8333333,101822904.833333,37.6647611666667,0.102675666666667,area 7m in the medial parietal cortex,Parietal,PCm
7op,7op,Yes,Parietal,0,3,0,0,3,1,2,1,0,8.21,58782111.2,49172793.4,83.376,106902609.5,106902609.5,104381603.0,0.9773072,14610134593.9,98287383.9,13761979665.0,13459076756.5,0.00588,0.0058426,0.0002451,104319326.2,0.9994131,0,0.5000077,0.0056519,14830854551.9,14610134593.9,4317486550.8,1362553716.5,4333922891.6,4596125442.8,0,38275883.7,1089459.3,29.75271,9.36519,29.11484,31.76697,39.1179,38.61447,96.93366,0.3689319,0.6768753,0.7076523,0.886693,100,57323215.8,113935622.9,35.2833933,0.1056206,area 7op (parietal operculum),Parietal,S2
8A,8Av,Yes,Frontal,0,3,0,0,0,1,3,2,0,7.96666666666667,54792509.5555556,46973346.6666667,85.8077777777778,100123968.777778,100123968.777778,99231659.1111111,0.991656888888889,14041089232.4444,93900214.7777778,13295835632.0,13002043309.3333,0.0059066666666666,0.0058617777777777,0.000258,99181567.1111111,0.999490111111111,0,0.500012,0.0055336666666666,14288584896.7778,14041089232.4444,4210754226.0,1394499463.66667,4069756709.66667,4366063324.0,0,37318942.3333333,1174459.33333333,30.4637,9.92397777777778,28.2559111111111,31.3562777777778,40.3877,39.8062666666667,96.5682777777778,0.360180333333333,0.650435777777778,0.712555888888889,0.853869888888889,100,54239976.3333333,107546860.111111,32.5265803333333,0.120187333333333,area 8A[8Ad+8Av],Frontal,FEF
8Bd,8Bd,Yes,Frontal,0,2,0,0,0,1,2,2,2,8.15555555555556,52048204.3333333,42140676.3333333,81.3766666666667,101884294.111111,101884294.111111,89405132.2222222,0.885157,12652603468.8889,84211949.7777778,11923225815.3333,11656836205.8889,0.0060542222222222,0.0060352222222222,0.0002644444444444,89330435.7777778,0.999040333333333,0,0.500036,0.0057597777777777,14241383243.7778,12652603468.8889,3651894513.88889,1240898051.77778,3620903730.88889,4138872168.88889,0,32450646.6666667,1111111.11111111,29.3230111111111,9.6335,27.5566777777778,33.4865333333333,38.9565111111111,34.8310888888889,96.5031444444444,0.368058111111111,0.656060666666667,0.705474666666667,0.863407444444444,100,54774557.2222222,97052641.7777778,34.4374486666667,0.139181888888889,"area 8B,dorsal subdivision",Frontal,PFCdl
8Bm,8Bm,Yes,Frontal,0,2,0,0,0,0,1,0,1,8.55,50495262.5,39888878.0,78.41,96263867.5,96263867.5,85952247.5,0.89166025,11820792686.5,79688473.25,10957669543.5,10695243107.0,0.00646675,0.0064605,0.000229,85854136.5,0.99872875,0,0.500058,0.00615575,13160974476.0,11820792686.5,4158311748.75,1168810079.75,2500525330.75,3993135974.25,0,36698567.5,477845.75,35.154525,9.826225,20.968525,34.050575,44.980775,40.39125,98.689625,0.37345875,0.65833275,0.68898225,0.869431,100,53125424.25,95891139.0,45.959231,0.0119275,"area 8B,medial subdivision",Frontal,PFCdm
8Bs,8Bs,Yes,Frontal,0,3,0,0,0,1,3,2,0,8.08888888888889,53022091.7777778,45867075.3333333,86.1377777777778,98905724.2222222,98905724.2222222,96710043.8888889,0.979823333333333,13708204907.7778,91688597.5555556,13003163856.8889,12736638784.2222,0.005606,0.0055581111111111,0.0002482222222222,96661242.4444444,0.999464222222222,0,0.500012222222222,0.0058007777777777,14109612170.8889,13708204907.7778,4334622833.66667,1414189666.55556,3808264916.88889,4151114734.0,0,38276376.4444444,1153629.77777778,32.4874444444444,10.2826,26.6914222222222,30.5384444444444,42.7700444444444,41.6414555555556,96.7430666666667,0.367848,0.643844888888889,0.706740666666667,0.837235777777778,100,53318835.2222222,104413162.0,34.6321556666667,0.16196,area 8B in the arcuate sulcus(“s” stands for sulcus),Frontal,FEF
9d,9d,Yes,Frontal,0,3,0,0,2,1,2,1,0,7.92222222222222,53071078.8888889,43837490.1111111,82.7266666666667,97564582.2222222,97564582.2222222,93705416.4444444,0.9709,13139902058.7778,87616095.8888889,12290933832.8889,12019547365.5556,0.0061073333333333,0.0060882222222222,0.000254,93640906.6666667,0.999272222222222,0,0.500026111111111,0.0055135555555555,13334644553.4444,13139902058.7778,3810858117.88889,1257368626.22222,3740072254.33333,4331551277.22222,0,34107356.0,900688.888888889,29.4367444444444,9.53301111111111,27.6491444444444,33.3807777777778,38.9697444444444,38.4627666666667,97.2830222222222,0.365974666666667,0.678526222222222,0.703571222222222,0.889102888888889,100,52049008.1111111,103498120.777778,38.2617195555556,0.320227555555556,"area 9, dorsal subdivision",Frontal,PFCdl
9m,9m,Yes,Frontal,0,2,0,0,2,1,2,1,0,8.65,55829781.5,46263002.625,82.905,102352715.875,102352715.875,99090814.75,0.968698375,13939990246.0,92473858.75,13019054265.875,12744478436.0,0.00571975,0.005690375,0.000241125,99033162.0,0.9994195,0,0.50001725,0.005522875,14137362345.25,13939990246.0,4101897406.125,1395651914.0,3905496387.25,4536895598.0,0,37063305.25,761234.375,30.5793625,10.0913125,26.56985,32.7591875,40.670675,40.1874,97.8646375,0.3633285,0.68608475,0.710594,0.90699475,100,55133019.25,109636997.25,37.140465875,0.21816975,"area 9, medial subdivision",Frontal,PFCdm
A1,A1,Yes,Temporal,0,2,0,0,2,1,3,1,0,8.48888888888889,53038994.4444444,43826681.1111111,82.8777777777778,96750171.5555556,96750171.5555556,93953427.4444444,0.977685333333333,13201771101.7778,87597391.3333333,12312220461.1111,12037311483.7778,0.0059293333333333,0.0059061111111111,0.0002353333333333,93893074.8888889,0.999325555555556,0,0.500007222222222,0.0055882222222222,13408339279.6667,13201771101.7778,3884127901.0,1276711091.33333,3777468938.88889,4263401021.66667,0,34450712.0,1163834.33333333,30.3574222222222,9.70235555555556,27.5204555555556,32.4194,40.0597444444444,39.5534111111111,96.6328222222222,0.371288555555556,0.687362111111111,0.699897111111111,0.897576111111111,100,52257294.6666667,103805049.555556,37.4691987777778,0.149362555555556,"auditory area I, core region of the auditory cortex",Temporal ,A1
AL,AL,Yes,Temporal,1,2,0,0,2,0,3,2,0,8.45555555555556,53785069.1,45455574.4,84.405,99481477.9,99481477.9,96568436.6,0.9730109,13527847398.5,90852344.3,12732401910.9,12456443659.2,0.005963,0.0059402,0.0002475,96504712.4,0.9993456,0,0.5000126,0.0059436,14011783278.6,13527847398.5,4291300482.5,1324105955.4,3375245299.7,4537144422.1,0,37652635.7,998251.0,32.14598,9.80632,24.46706,33.58034,41.95231,40.37197,97.2715,0.4207716,0.6445353,0.6533644,0.9091898,100,54292552.6,105654280.2,41.9881748,0.0873376,"anterior lateral, belt region of the auditory cortex",Temporal ,TCs
Amy,amy,No,Subcortical,1,2,0,2,1,0,2,0,0,8.4125,52798173.25,43939271.25,83.14,98912569.125,98912569.125,94560725.75,0.961173625,13031178475.625,87806354.625,12098185574.125,11801315586.375,0.006094375,0.00608825,0.00023825,94482118.5,0.999191625,0,0.500010875,0.005574,13676335540.625,13031178475.625,4081987647.625,1242787605.375,3505682521.125,4200716943.375,0,36822327.25,456599.75,31.4094125,9.6130625,26.5257875,32.4517375,41.0224375,39.185,98.7448875,0.36397375,0.647312,0.69795425,0.868244625,100,55026068.75,105677702.875,40.369119875,0.07086325,amygdala,Subcortical,Amyg
Cd,Striatum,No,Subcortical,0,3,0,0,3,0,2,0,0,8.3125,46161597.75,36576354.25,79.18,83819907.25,83819907.25,78462087.125,0.94024325,10778589703.5,73071577.5,10037769228.125,9735151725.625,0.007115,0.007087375,0.000237625,78373877.5,0.998815875,0,0.50002275,0.005219375,11501776404.0,10778589703.5,3362942468.625,950070500.375,2815446324.25,3650130288.0,0,29789489.875,486589.5,31.29055,8.721975,26.05735,33.9301125,40.0125375,37.4808375,98.373925,0.389414875,0.63934225,0.672449875,0.876129875,100,46435636.25,87478536.5,40.468221375,0.019692125,caudate,Subcortical,Cau
CL,CL,Yes,Temporal,0,1,0,1,1,1,2,1,0,8.67142857142857,53357584.8571429,45003585.5714286,84.5685714285714,101831488.0,101831488.0,95752696.8571429,0.947081,13485790770.7143,89938705.1428571,12671588454.8571,12374249817.8571,0.006107,0.0060741428571428,0.0002431428571428,95679075.7142857,0.999210857142857,0,0.500014857142857,0.0056534285714285,13995883102.2857,13485790770.7143,3878391620.71429,1286046701.0,4107365041.71429,4213909744.57143,0,34361066.5714286,1276289.71428571,29.0994285714286,9.50857142857143,29.9424714285714,31.4490428571429,38.6079714285714,37.3087,96.1454714285714,0.365864714285714,0.680936571428571,0.70732,0.896484571428571,100,53966616.2857143,104797407.142857,34.282347,0.125446857142857,"caudal lateral, belt region of the auditory cortex",Temporal ,TCs
cla,Claustrum,No,Subcortical,0,0,0,0,1,0,0,0,0,8.1,51123311.0,43217783.0,84.54,93244018.0,93244018.0,93244018.0,1.0,12876572846.0,86376516.0,11928603247.0,11683828839.0,0.005664,0.005677,0.000251,93179694.0,0.99931,0,0.500008,0.004984,12973093071.0,12876572846.0,3834286194.0,1117316256.0,3497190980.0,4427779416.0,0,34074624.0,580072.0,29.7772,8.6771,27.1593,34.3863,38.4544,38.1682,98.3261,0.414778,0.619828,0.631681,0.871389,100,51796515.0,103554249.0,49.538658,0.0,,,
CM,CM,Yes,Temporal,0,1,0,0,1,0,3,1,0,8.28333333333333,49334941.5,40445305.8333333,81.9183333333333,87133972.3333333,87133972.3333333,86702950.6666667,0.995868,12120659827.0,80831699.3333333,11300845722.8333,11042117873.0,0.0062483333333333,0.006247,0.0002438333333333,86639563.6666667,0.999238166666667,0,0.500010333333333,0.0058163333333333,12285468427.0,12120659827.0,3597139498.16667,1166271017.83333,3272258349.33333,4084957233.83333,0,32021895.1666667,946522.833333333,30.3675166666667,9.61753333333333,26.2128666666667,33.8019166666667,39.9850333333333,39.52165,97.0573666666667,0.371653,0.672648,0.695658166666667,0.884214333333333,100,48230995.6666667,95978953.3333333,39.8545146666667,0.132901833333333,"caudomedial, belt region of the auditory cortex",Temporal ,TCs
F1,F1_(4),Yes,Frontal,1,3,0,0,2,1,3,2,0,8.025,54771672.0,46990020.75,85.3091666666667,103809534.0,103809534.0,98697201.25,0.9464025,13890926593.5,93900114.3333333,13222725691.5833,12914768117.3333,0.0062059166666666,0.00614075,0.0002455,98611564.6666667,0.998981166666667,0,0.500017083333333,0.0054660833333333,14630565375.5833,13890926593.5,4378971448.41667,1391918106.33333,3781332335.83333,4338652700.08333,0,38780322.4166667,1028154.91666667,32.1704916666667,9.9475,26.4128166666667,31.4688666666667,42.1179833333333,39.433375,97.3229416666667,0.400137666666667,0.642866333333333,0.681278416666667,0.87404025,100,55696292.0833333,106252320.916667,36.2144379166667,0.0497483333333333,"agranular frontal area F1,M1 (Primary motor cortex)",Frontal,M1
F2,F2,Yes,Frontal,0,4,1,0,1,2,3,1,0,7.94166666666667,56047754.9166667,47896219.5,85.0458333333333,104136907.583333,104136907.583333,100280327.083333,0.965242083333333,14124959120.5,95709075.1666667,13490809774.6667,13159956120.0833,0.0065049166666666,0.0064299166666666,0.0002626666666666,100190462.833333,0.998978333333333,0,0.5000185,0.00563825,14734164383.3333,14124959120.5,4390686551.91667,1382344704.91667,3958481891.33333,4393411825.08333,0,38877640.9166667,985189.0,32.17905,9.814525,26.6264416666667,31.3797833333333,41.9935833333333,40.25935,97.4760916666667,0.406465916666667,0.629564166666667,0.677490166666667,0.868471083333333,100,55774737.6666667,107654748.25,34.2802594166667,0.0186774166666667,"agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)",Frontal,PMCdl
F3,F3,Yes,Frontal,1,3,2,0,0,1,3,0,0,8.13,51883962.2,42710974.0,81.798,95747807.6,95747807.6,90825474.0,0.9471433,12585810210.4,85323827.0,11827829724.6,11493262158.6,0.0069494,0.0069127,0.0002394,90718064.0,0.9987106,0,0.5000299,0.0054788,13305038931.4,12585810210.4,4077384260.6,1186683128.0,3074720227.9,4247002795.9,0,35967797.5,701637.7,32.94026,9.47667,23.83397,33.74896,42.41695,39.90987,98.08056,0.3906513,0.6339187,0.6776607,0.8810466,100,52429714.1,99901415.8,41.6508803,0.023719,"agranular frontal area F3,SMA (supplementary motor area)",Frontal,PMCm
F4,F4,Yes,Frontal,0,2,0,0,1,2,0,2,2,7.9,50256399.2222222,42164674.7777778,83.4888888888889,93148445.7777778,93148445.7777778,88885307.0,0.953700888888889,12691265933.3333,84271541.4444444,12042213659.0,11757142441.2222,0.0059582222222222,0.0059137777777777,0.0002637777777777,88822324.0,0.999164888888889,0,0.500043555555556,0.00557,13335064257.4444,12691265933.3333,3409426213.33333,1223796774.0,4082111040.55556,3975869055.33333,0,30252340.8888889,1328181.44444444,28.0257222222222,9.56332222222222,30.3170333333333,32.0935333333333,37.589,35.6159333333333,95.8115333333333,0.379487666666667,0.647192777777778,0.697566555555556,0.863980555555556,100,50010851.7777778,95715998.8888889,29.5664306666667,0.103426666666667,"agranular frontal area F4,PMv (ventral premotor cortex)",Frontal,PMCvl
F5,F5,Yes,Frontal,0,2,0,0,2,1,2,0,0,8.25714285714286,53713544.1428571,45711700.8571429,85.1857142857143,99112972.4285714,99112972.4285714,97074580.0,0.980142,13530510395.7143,91357604.5714286,12738268181.8571,12459818175.0,0.0059814285714285,0.0059435714285714,0.0002324285714285,97004382.2857143,0.999289,0,0.500013428571429,0.0061214285714285,13700009647.1429,13530510395.7143,4542519121.28571,1332072818.28571,3451393438.42857,4204494581.0,0,39841296.0,870191.714285714,33.8217571428571,9.90564285714286,24.8766142857143,31.3957571428571,43.7274,43.2364142857143,97.6296,0.370430428571429,0.648937857142857,0.684585857142857,0.871740857142857,100,53205446.5714286,105992230.857143,38.5138541428571,0.0173791428571429,"agranular frontal area F5,PMv (ventral premotor cortex)",Frontal,PMCvl
F6,F6,Yes,Frontal,0,2,1,0,1,0,1,2,1,8.2125,52136155.0,42830143.5,81.99625,99661304.75,99661304.75,90466000.375,0.911205875,12698702626.0,85563385.25,12015146202.25,11699029799.375,0.0065985,0.006588875,0.000264875,90360928.25,0.998689,0,0.5000655,0.005860875,13925943071.25,12698702626.0,3740770710.5,1215725313.875,3704748698.875,4037429462.25,0,33156417.125,1072669.625,29.5295125,9.3846,28.3557625,32.7299,38.914125,35.676125,96.8353375,0.37111525,0.649806,0.703251875,0.869930375,100,53533311.75,97824435.5,34.296431625,0.010736875,"agranular frontal area F6,PreSMA (presupplementary motor area)",Frontal,PFCdm
F7,F7,Yes,Frontal,0,2,1,0,0,1,1,2,0,7.8,53566068.1428571,47161642.2857143,87.7757142857143,103655504.857143,103655504.857143,99281943.8571429,0.952887,14161327061.8571,94271736.2857143,13449588614.1429,13163533801.0,0.0057551428571428,0.0056891428571428,0.0002615714285714,99227280.2857143,0.999350714285714,0,0.500005428571429,0.0059604285714285,14839039078.5714,14161327061.8571,4169361134.85714,1499482566.42857,4311621456.85714,4180839880.0,0,37199824.7142857,1454625.85714286,29.6743285714286,10.4282857142857,30.3603142857143,29.5369428571429,40.1025714285714,38.0229,95.9541714285714,0.351877285714286,0.660398857142857,0.726202285714286,0.851457285714286,100,55489143.0,106589401.428571,30.518826,0.265291,"agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)",Frontal,PMCdl
FST,FST,Yes,Temporal,0,1,0,1,0,2,3,0,1,8.225,54283207.875,44161025.25,81.795,97780357.625,97780357.625,93991139.0,0.9625465,13223014019.875,88241937.125,12422575969.375,12133981937.375,0.006064125,0.00608375,0.00024325,93905686.25,0.999040375,0,0.500040125,0.005976125,13831198107.375,13223014019.875,3974538114.625,1295216239.875,3702905742.625,4250337203.375,0,35283342.125,1094819.625,30.6901375,9.7041875,26.8185875,32.7869625,40.394325,38.4722625,96.9532625,0.371394625,0.668401125,0.701015625,0.881911375,100,53488523.375,103160270.5,35.707991625,0.169706875,floor of superior temporal area,Temporal ,TCs
G,G,Yes,Insula,1,1,1,0,0,2,1,2,2,8.15,54025743.7,45177623.0,83.234,100733073.0,100733073.0,95008899.5,0.9451339,13513623188.2,90292169.4,12852869960.2,12551174351.8,0.0062878,0.0062626,0.0002895,94941081.0,0.9991518,0,0.5000194,0.0055837,14341627324.7,13513623188.2,3225308072.5,1170182980.9,4671371637.0,4446684809.8,0,28960281.3,1183408.5,25.26268,8.70844,32.95233,33.07606,33.97113,31.85984,96.13531,0.4065791,0.629481,0.6873624,0.8570696,100,54072174.9,102400019.5,30.379708,0.7094152,gustatory cortex,Insula,G
GP,GPeGPi,No,Subcortical,0,0,0,1,0,0,5,0,3,8.47777777777778,52206057.6666667,37271987.7777778,72.2988888888889,98448128.7777778,98448128.7777778,81905302.4444444,0.859514888888889,11211484570.8889,74444609.0,10183057700.3333,9892936624.66667,0.0069415555555555,0.007033,0.0002311111111111,81796500.2222222,0.998634444444444,0,0.500031555555556,0.005168,13293260802.0,11211484570.8889,3500940730.11111,1007827510.0,2661236591.66667,4041468933.11111,0,31117997.0,539338.222222222,31.2702666666667,8.92121111111111,23.4181111111111,36.3903222222222,40.1914555555556,34.8786222222222,98.3079444444444,0.391148333333333,0.664144555555556,0.663553777777778,0.900546333333333,100,55656349.1111111,94727980.6666667,46.9590388888889,0.150668,globus pallidus,Subcortical,GP
HC,HC,No,Subcortical,0,3,0,0,1,0,4,0,0,8.4625,53727271.5,43417498.625,80.495,98089117.125,98089117.125,95121242.5,0.973957,13106304874.0,86778121.375,11952196557.25,11701341231.875,0.005825125,0.005853,0.0002165,95057918.25,0.99934275,0,0.50002375,0.005690625,13575399152.625,13106304874.0,4733000290.625,1296495251.0,2420925914.25,4655883155.125,0,41378958.0,451587.625,35.382,9.762975,19.036275,35.8187375,45.144975,43.5409,98.894975,0.3841585,0.64752125,0.668746,0.877048375,100,55742416.375,108488369.375,48.96145125,0.211887875,hippocampus,Subcortical,HC
Ia,Ia,Yes,Insula,0,0,0,1,0,0,2,0,1,8.85,53360470.0,41557814.75,77.52,106720940.0,106720940.0,87103738.5,0.81240725,11959865624.75,82979018.0,11395825333.0,11077947602.5,0.00683975,0.00680775,0.00024825,86958997.0,0.998259,0,0.500044,0.00663875,14403173150.25,11959865624.75,3803332569.25,1075918262.0,3472086276.25,3608510936.75,0,33883216.75,461889.25,31.682125,8.8745,28.7312,30.711925,40.55665,33.585525,98.64125,0.365115,0.64545625,0.7128175,0.84896525,100,56715815.5,93808093.75,35.42339375,0.0,agranular insula,Insula,Ia
Ial,Ial,Yes,Insula,0,2,0,0,1,1,1,2,1,8.1,52884496.0,45830600.375,85.56875,97920111.875,97920111.875,95915836.75,0.9811645,13712126322.125,91612210.125,13109156461.875,12836954961.875,0.005733,0.005689875,0.000274125,95863480.75,0.99934525,0,0.500016625,0.00571375,13986730941.875,13712126322.125,3545008489.25,1259928222.5,4720402587.25,4186715092.25,0,31760037.5,1079773.0,27.501475,9.2023125,31.956775,31.339075,36.703775,36.1557375,96.8211875,0.36564825,0.66185125,0.70564175,0.8895715,100,51884551.875,102602454.75,28.906746375,0.100545375,lateral agranular insula area,Insula,Ia
Iapl,Iapl,Yes,Insula,0,2,0,0,0,1,1,1,3,8.475,47839874.5,37511026.625,77.3225,86286087.625,86286087.625,79562278.125,0.9298005,11181487281.875,74936546.375,10536158761.75,10258881706.25,0.006390875,0.00637775,0.0002655,79469060.75,0.998702875,0,0.500069375,0.005842,12089325024.125,11181487281.875,3103260266.625,1056802372.75,3324724935.375,3696650173.375,0,27867200.125,818584.75,28.641125,9.213675,28.150275,33.9945625,37.854775,35.1530875,97.1678375,0.37462325,0.647482375,0.702316,0.860260625,100,46739783.75,86694731.5,34.21996775,0.193886,posterolateral agranular insula area,Insula,Ia
Iapm,Iapm,Yes,Insula,0,1,0,0,0,1,1,1,3,8.5,48187994.2857143,36472589.8571429,75.6671428571429,84707805.1428571,84707805.1428571,77663088.0,0.931443142857143,10961141358.5714,72876566.4285714,10291953731.0,10037476849.7143,0.0061937142857142,0.006214,0.000273,77589180.5714286,0.998869,0,0.500074571428571,0.005777,11883877809.8571,10961141358.5714,3029501683.14286,1050181861.42857,3164261174.85714,3717133710.57143,0,27120676.1428571,848175.857142857,28.8409714285714,9.30781428571428,26.6077428571429,35.2429571428571,38.1488,35.5963,97.0774428571429,0.364350428571429,0.647089428571429,0.715119142857143,0.844688428571429,100,45953336.7142857,84823670.2857143,33.94571,0.276079857142857,posteromedial agranular insula area,Insula,Ia
Id,Id,Yes,Insula,0,1,0,0,0,1,5,2,1,8.06,46691662.3,39147785.5,82.658,87384220.2,87384220.2,83840410.1,0.9647645,11901897657.3,78254887.6,11120718415.9,10880827793.8,0.0059867,0.0059899,0.000239,83795037.6,0.999389,0,0.5000206,0.0059566,12446874406.8,11901897657.3,3488579016.7,1236048062.7,3332103563.6,3845092545.8,0,31381061.1,835546.0,31.07994,10.31876,25.53415,33.0667,41.39868,39.81495,97.54474,0.3872433,0.6754815,0.6852847,0.9096393,100,48161756.7,92760078.1,38.8084646,0.2675663,dysgranular insula,Insula,Ip
Ig,Ig,Yes,Insula,0,2,0,0,1,1,4,2,0,8.3,51034045.7,42969055.1,83.527,95376298.5,95376298.5,90606411.9,0.9575274,12841522308.7,85862212.8,12179763394.4,11882659963.9,0.0061512,0.0061153,0.0002315,90525442.8,0.9990301,0,0.5000211,0.0059655,13539966878.1,12841522308.7,4013088006.6,1335718740.2,3606496966.8,3886123966.3,0,35633919.8,983957.8,32.72762,10.44812,25.68464,31.13908,43.17575,41.15274,97.35012,0.3761135,0.6640253,0.6943054,0.8822654,100,51456516.1,98114566.1,35.2333887,0.1387188,granular insula,Insula,Ip
