module20,celltype,modulesize,markersize,intersect,or,fdr,significant
yellow,SST HGF,1108,98,3,0.5362126,0.5229885,False
lightyellow,SST HGF,141,98,0,0.0,1.0,False
royalblue,SST HGF,116,98,0,0.0,1.0,False
cyan,SST HGF,191,98,2,2.16914226,0.3329227,False
green,SST HGF,945,98,1,0.20690475,0.2241348,False
purple,SST HGF,399,98,0,0.0,0.4162226,False
lightcyan,SST HGF,166,98,0,0.0,1.0,False
midnightblue,SST HGF,176,98,0,0.0,1.0,False
turquoise,L2-3 IT,4736,69,23,1.6108195,0.09051929,False
lightgreen,L2-3 IT,141,69,6,13.9376374,6.721667e-05,Enrich
magenta,L2-3 IT,491,69,1,0.58245411,1.0,False
greenyellow,L2-3 IT,379,69,0,0.0,1.0,False
grey60,L2-3 IT,154,69,0,0.0,1.0,False
brown,L2-3 IT,2156,69,4,0.50744853,0.3503641,False
black,L2-3 IT,590,69,2,0.98025276,1.0,False
tan,L2-3 IT,354,69,1,0.81420505,1.0,False
pink,L2-3 IT,537,69,0,0.0,0.5702519,False
salmon,L2-3 IT,201,69,10,17.47499653,2.514117e-08,Enrich
red,L2-3 IT,865,69,0,0.0,0.1580209,False
blue,L2-3 IT,2738,69,9,0.94403826,1.0,False
yellow,L2-3 IT,1108,69,0,0.0,0.09576505,False
lightyellow,L2-3 IT,141,69,1,2.0752062,1.0,False
royalblue,L2-3 IT,116,69,0,0.0,1.0,False
cyan,L2-3 IT,191,69,1,1.52523418,0.5865385,False
green,L2-3 IT,945,69,1,0.29559437,0.5048738,False
purple,L2-3 IT,399,69,0,0.0,0.6733913,False
lightcyan,L2-3 IT,166,69,0,0.0,1.0,False
midnightblue,L2-3 IT,176,69,0,0.0,1.0,False
turquoise,L6 IT-1,4736,54,20,1.89526868,0.04295996,Enrich
turquoise,L3-5 IT-1,4736,49,12,1.0430706,0.8691822,False
lightgreen,L6 IT-1,141,54,2,5.47073998,0.09523569,False
lightgreen,L3-5 IT-1,141,49,5,16.51708866,0.0001409161,Enrich
magenta,L6 IT-1,491,54,0,0.0,0.9704597,False
magenta,L3-5 IT-1,491,49,0,0.0,0.9704597,False
greenyellow,L6 IT-1,379,54,0,0.0,1.0,False
greenyellow,L3-5 IT-1,379,49,0,0.0,1.0,False
grey60,L6 IT-1,154,54,1,2.43650138,1.0,False
grey60,L3-5 IT-1,154,49,0,0.0,1.0,False
brown,L6 IT-1,2156,54,1,0.15547719,0.09736067,False
brown,L3-5 IT-1,2156,49,3,0.53810992,0.502125,False
black,L6 IT-1,590,54,0,0.0,0.7169578,False
black,L3-5 IT-1,590,49,1,0.68365408,1.0,False
tan,L6 IT-1,354,54,0,0.0,1.0,False
tan,L3-5 IT-1,354,49,0,0.0,1.0,False
pink,L6 IT-1,537,54,0,0.0,0.5942674,False
pink,L3-5 IT-1,537,49,0,0.0,0.6719553,False
salmon,L6 IT-1,201,54,9,20.521209,2.773614e-08,Enrich
salmon,L3-5 IT-1,201,49,4,8.89452572,0.002865603,Enrich
red,L6 IT-1,865,54,2,0.849996,1.0,False
red,L3-5 IT-1,865,49,1,0.45998765,0.7779914,False
blue,L6 IT-1,2738,54,12,1.80197689,0.1353133,False
blue,L3-5 IT-1,2738,49,14,2.52554763,0.01634845,Enrich
yellow,L6 IT-1,1108,54,0,0.0,0.1441329,False
yellow,L3-5 IT-1,1108,49,0,0.0,0.1936289,False
lightyellow,L6 IT-1,141,54,0,0.0,1.0,False
lightyellow,L3-5 IT-1,141,49,0,0.0,1.0,False
royalblue,L6 IT-1,116,54,0,0.0,1.0,False
royalblue,L3-5 IT-1,116,49,0,0.0,1.0,False
cyan,L6 IT-1,191,54,4,8.43424326,0.00853959,Enrich
cyan,L3-5 IT-1,191,49,2,4.44114081,0.1773303,False
green,L6 IT-1,945,54,1,0.37955158,0.5585056,False
green,L3-5 IT-1,945,49,0,0.0,0.2842371,False
purple,L6 IT-1,399,54,0,0.0,0.6733913,False
purple,L3-5 IT-1,399,49,0,0.0,0.6733913,False
lightcyan,L6 IT-1,166,54,0,0.0,1.0,False
lightcyan,L3-5 IT-1,166,49,0,0.0,1.0,False
midnightblue,L6 IT-1,176,54,0,0.0,1.0,False
midnightblue,L3-5 IT-1,176,49,0,0.0,1.0,False
turquoise,L3-5 IT-2,4736,51,11,0.88408031,0.8691822,False
turquoise,L6 IT-2,4736,97,47,3.04313038,4.626461e-07,Enrich
lightgreen,L3-5  IT-2,141,51,2,5.80564802,0.09138828,False
lightgreen,L6 IT-2,141,97,3,4.56189938,0.07193141,False
magenta,L3-5 IT-2,491,51,0,0.0,0.9704597,False
magenta,L6 IT-2,491,97,0,0.0,0.4741997,False
greenyellow,L3-5 IT-2,379,51,0,0.0,1.0,False
greenyellow,L6 IT-2,379,97,2,1.0884708,1.0,False
grey60,L3-5 IT-2,154,51,1,2.58305557,1.0,False
grey60,L6 IT-2,154,97,0,0.0,1.0,False
brown,L3-5 IT-2,2156,51,5,0.89765457,1.0,False
brown,L6 IT-2,2156,97,3,0.26262279,0.05001035,False
black,L3-5 IT-2,590,51,1,0.65624072,1.0,False
black,L6 IT-2,590,97,2,0.69034213,1.0,False
tan,L3-5 IT-2,354,51,0,0.0,1.0,False
tan,L6 IT-2,354,97,1,0.57590884,1.0,False
pink,L3-5 IT-2,537,51,0,0.0,0.6719553,False
pink,L6 IT-2,537,97,0,0.0,0.4946708,False
salmon,L3-5 IT-2,201,51,10,25.1603219,2.210866e-09,Enrich
salmon,L6 IT-2,201,97,11,13.23620829,2.773614e-08,Enrich
red,L3-5 IT-2,865,51,0,0.0,0.23907,False
red,L6 IT-2,865,97,1,0.22941727,0.2020304,False
blue,L3-5 IT-2,2738,51,13,2.15890547,0.05479659,False
blue,L6 IT-2,2738,97,15,1.15229968,0.672465,False
yellow,L3-5 IT-2,1108,51,1,0.33981294,0.6689002,False
yellow,L6 IT-2,1108,97,1,0.17655463,0.1078512,False
lightyellow,L3-5 IT-2,141,51,0,0.0,1.0,False
lightyellow,L6 IT-2,141,97,0,0.0,1.0,False
royalblue,L3-5 IT-2,116,51,0,0.0,1.0,False
royalblue,L6 IT-2,116,97,0,0.0,1.0,False
cyan,L3-5 IT-2,191,51,2,4.25934968,0.1773303,False
cyan,L6 IT-2,191,97,2,2.19213925,0.3329227,False
green,L3-5 IT-2,945,51,0,0.0,0.2842371,False
green,L6 IT-2,945,97,2,0.42300958,0.4583329,False
purple,L3-5 IT-2,399,51,0,0.0,0.6733913,False
purple,L6 IT-2,399,97,0,0.0,0.4162226,False
lightcyan,L3-5 IT-2,166,51,0,0.0,1.0,False
lightcyan,L6 IT-2,166,97,0,0.0,1.0,False
midnightblue,L3-5 IT-2,176,51,0,0.0,1.0,False
