Unnamed: 0,age2,age3,age4,age5,age6,age7,age8,aggregate,Gene name
ENSMFAG00000039202_PNCK,7.727085,8.030376,9.656526,8.31416,8.868937,9.182417,11.227057,8.820466,PNCK
ENSMFAG00000002708_DOK4,7.691517,7.73497,9.426781,8.379931,8.885157,9.638383,10.367809,8.392459,DOK4
ENSMFAG00000040311_TMEM130,6.429127,7.222663,9.448429,7.98619,8.822409,9.578662,12.449113,7.891118,TMEM130
ENSMFAG00000030653_L1CAM,6.433319,7.32106,9.195159,7.74459,8.527919,9.285285,12.277067,7.805181,L1CAM
ENSMFAG00000035907_CRIP2,6.968338,7.330136,9.517329,7.645877,8.437298,8.744475,11.647402,7.945371,CRIP2
ENSMFAG00000044973_HSD11B1L,7.651819,7.837717,8.938597,8.358661,8.691638,9.050453,9.756274,8.356775,HSD11B1L
ENSMFAG00000006791_CHCHD6,7.627402,7.601658,8.982619,8.239929,8.56867,9.330996,9.347815,7.758554,CHCHD6
ENSMFAG00000038013_IL27RA,7.625363,7.439423,8.735488,8.097604,8.376376,9.112688,9.066637,7.952822,IL27RA
ENSMFAG00000030805_CORO1A,6.488213,6.929604,9.080851,7.596913,8.416471,8.653237,10.761848,7.617728,CORO1A
ENSMFAG00000002494_CEP170B,8.063478,7.878486,8.611884,7.849064,7.962978,8.702741,8.691429,7.948463,CEP170B
ENSMFAG00000003076_SLC1A6,6.690031,7.263728,8.718481,7.521054,8.053781,8.945788,10.142341,7.494582,SLC1A6
ENSMFAG00000045552_AMZ1,6.558355,7.182328,8.574343,7.667377,8.310212,8.703723,10.199166,7.591583,AMZ1
ENSMFAG00000035398_STUM,6.664423,7.159844,8.457238,7.359308,8.006711,8.270653,10.262026,7.766746,STUM
ENSMFAG00000031217_DOC2A,6.96953,7.272815,8.517042,7.191542,7.655998,8.147913,10.265508,7.236459,DOC2A
ENSMFAG00000044895_BEGAIN,7.221095,7.238551,7.972155,7.90102,8.227102,8.259069,8.734271,7.96865,BEGAIN
ENSMFAG00000031298_SEMA6B,7.784105,7.626005,8.224796,7.516405,7.634511,8.409047,8.342525,7.700165,SEMA6B
ENSMFAG00000000465_AGAP2,6.540317,6.878384,8.284115,7.67576,8.250008,8.382325,9.302529,7.542397,AGAP2
ENSMFAG00000031347_SYT17,6.446511,6.914721,8.162132,7.050514,7.53176,7.966471,9.551891,7.338114,SYT17
ENSMFAG00000043088_BAIAP2,6.713478,7.082687,7.979706,7.692662,8.042711,7.714483,8.279637,7.873381,BAIAP2
ENSMFAG00000000466_PRKCD,5.954105,6.495408,8.319399,7.211202,7.715627,8.235342,9.489462,7.079493,PRKCD
ENSMFAG00000042590_KCNQ2,7.727325,7.343281,7.826776,7.150133,7.237641,7.818797,7.84937,7.370667,KCNQ2
ENSMFAG00000037062_PFKL,6.984985,6.865761,7.811657,7.283967,7.588338,7.783492,8.392578,7.15928,PFKL
ENSMFAG00000042546_RBP4,5.999982,6.396217,7.992404,7.238802,7.96416,7.742943,9.272244,7.683256,RBP4
ENSMFAG00000043929_NUDT10,6.291995,6.755377,7.83196,6.792973,7.396255,7.659211,9.828068,7.34318,NUDT10
ENSMFAG00000002756_CYP46A1,6.089061,6.113793,7.725083,7.584696,8.29352,7.72488,8.874099,7.358902,CYP46A1
ENSMFAG00000033459_LOC107126380,5.769899,6.264934,8.105285,6.868097,7.481722,7.746066,9.918473,6.886377,LOC107126380
ENSMFAG00000042304_DPF1,7.002579,7.064885,7.774511,6.807828,6.956719,7.816182,8.536545,6.774184,DPF1
ENSMFAG00000000803_SP5,6.866705,6.885036,7.692776,6.761342,7.136862,7.550582,8.770262,7.200005,SP5
ENSMFAG00000044081_ANKRD63,5.997702,6.414072,7.821899,6.958184,7.680636,7.383915,9.301861,7.065387,ANKRD63
ENSMFAG00000025968_FIGNL2,6.923607,6.791862,7.626154,6.846912,7.308178,7.615504,8.423378,6.923723,FIGNL2
ENSMFAG00000042263_VSTM2B,6.645979,6.952256,7.613596,6.859786,7.162372,7.777146,7.854408,6.839019,VSTM2B
ENSMFAG00000037713_MTA3,5.656263,6.277147,7.497647,6.54701,7.263054,7.659018,9.928791,7.00974,MTA3
ENSMFAG00000034526_CACNA1H,6.760436,6.769454,7.88876,6.622902,6.951858,7.50812,7.913109,6.591817,CACNA1H
ENSMFAG00000031651_LARP1,5.553576,6.200575,7.666143,6.810129,7.353383,7.789228,8.879458,6.523192,LARP1
ENSMFAG00000044581_TMEM132A,6.138527,6.705576,7.430539,6.716706,7.08513,7.455995,8.678121,6.842156,TMEM132A
ENSMFAG00000002426_EXOC3L4,6.887098,6.684763,7.491857,6.939627,7.068798,7.356851,7.764678,6.837038,EXOC3L4
ENSMFAG00000043993_KIF17,7.032023,6.671557,7.162229,6.836153,7.030849,7.624171,7.772132,6.859276,KIF17
ENSMFAG00000044241_MED29,5.773844,6.165827,7.531301,6.825883,7.263567,7.901628,8.660431,6.819286,MED29
ENSMFAG00000036907_PTPRF,5.767109,6.009622,7.302497,6.887969,7.60805,7.544202,8.677617,7.154859,PTPRF
ENSMFAG00000042082_PID1,6.487071,6.539752,7.686069,6.877429,7.144084,6.962282,7.971408,6.90239,PID1
ENSMFAG00000043754_CMTM4,7.197405,6.599923,7.371932,6.683221,6.8854,7.279731,7.579679,6.976511,CMTM4
ENSMFAG00000001634_ATP9A,5.823693,6.156723,7.369576,6.455898,6.88191,8.021371,8.678705,6.151479,ATP9A
ENSMFAG00000032206_DLG4,6.636409,6.452889,7.065454,7.00485,7.185287,7.434319,7.555496,6.793279,DLG4
ENSMFAG00000042553_PRKCG,5.759104,6.058044,7.68685,6.646586,7.173315,7.508008,8.442183,6.598273,PRKCG
ENSMFAG00000034582_AGAP3,6.066799,5.965329,7.139463,6.739257,7.131095,7.386283,8.352169,6.404911,AGAP3
ENSMFAG00000017458_SSTR4,6.315906,6.122797,7.444104,6.582123,6.99488,7.171019,8.022935,6.794498,SSTR4
ENSMFAG00000040164_CNR1,6.944392,6.650724,7.358886,6.472947,6.69596,7.325324,7.187676,6.743693,CNR1
ENSMFAG00000037531_TNPO2,6.004021,6.391773,7.018596,6.374779,6.733586,7.444207,8.563259,6.253525,TNPO2
ENSMFAG00000040762_FADS3,5.99038,6.390279,7.30487,6.258846,6.746055,7.018883,8.709078,6.559046,FADS3
ENSMFAG00000030169_KCNJ12,6.149247,6.408757,7.209347,6.519682,6.832393,7.311809,7.650675,6.702645,KCNJ12
ENSMFAG00000037763_NBL1,6.203416,6.344116,7.212767,6.454025,6.577263,7.331732,7.841226,6.320504,NBL1
ENSMFAG00000031045_DNAJA4,6.635078,6.409994,7.28315,6.388226,6.639928,6.676411,7.879558,6.910969,DNAJA4
ENSMFAG00000040208_PRRG3,5.583525,6.229879,7.024649,6.320611,6.826636,7.166241,8.752128,6.4161,PRRG3
ENSMFAG00000040673_FAM92B,6.436843,6.32313,7.165452,6.378578,6.710517,7.063505,7.653528,6.544203,FAM92B
ENSMFAG00000034196_PKLR,5.89279,6.114949,7.270565,6.104037,6.69379,7.010721,8.635851,6.602039,PKLR
ENSMFAG00000036236_AMIGO2,6.626404,6.297061,7.116794,6.40642,6.572686,6.843949,7.85136,6.551724,AMIGO2
ENSMFAG00000030682_RTP5,6.093387,6.197569,6.942406,6.374099,6.722297,7.294376,7.678388,6.453585,RTP5
ENSMFAG00000044960_PDE2A,5.714726,6.069263,7.025612,6.614228,7.070731,6.949471,7.828986,6.224226,PDE2A
ENSMFAG00000042536_DTNBP1,5.776169,6.064606,6.9878,6.682946,7.090686,6.828028,7.735266,6.601461,DTNBP1
ENSMFAG00000045033_SLIT1,5.91902,6.220457,6.944154,6.390007,6.681508,6.911493,7.952175,6.245358,SLIT1
ENSMFAG00000039306_SEPTIN3,6.098548,6.262594,7.221045,6.243928,6.566838,6.702067,7.814424,6.302106,SEPTIN3
ENSMFAG00000003384_MAPT,5.609001,6.125334,7.002107,6.647233,6.934328,6.891458,7.69789,6.48973,MAPT
ENSMFAG00000035344_BCAR1,5.532138,6.146013,7.004315,6.51788,6.911498,6.616219,7.994442,6.428812,BCAR1
ENSMFAG00000031687_SDCBP2,5.89101,6.013484,7.262536,6.197804,6.897015,6.611119,7.816551,6.25239,SDCBP2
ENSMFAG00000039075_GRM1,5.850062,5.925654,6.79385,6.563339,7.030436,6.573531,7.861898,6.736283,GRM1
ENSMFAG00000042158_CDH4,5.773708,6.088489,7.092819,6.5234,6.8817,6.683594,7.548425,6.501578,CDH4
ENSMFAG00000034043_EFNB2,6.427029,5.979417,6.891099,6.410849,6.664595,6.799362,7.38555,6.685292,EFNB2
ENSMFAG00000031475_VSTM2L,6.546541,6.365792,6.670712,6.340986,6.485893,6.694871,7.316384,6.356567,VSTM2L
ENSMFAG00000037994_IQSEC2,6.426006,6.406031,6.764776,6.569774,6.644367,6.603618,6.812879,6.616251,IQSEC2
ENSMFAG00000001442_MAFG,5.82831,6.051797,6.843256,6.361466,6.649029,7.008536,7.258609,6.33421,MAFG
ENSMFAG00000028460_ADGRB2,6.383123,6.589797,6.786892,6.318516,6.390281,6.663688,6.755406,6.395893,ADGRB2
ENSMFAG00000034644_WNT1,5.399341,5.535176,6.760943,6.291627,6.856831,6.627506,8.303944,6.355968,WNT1
ENSMFAG00000038642_WDR13,6.122574,6.105136,6.613238,6.577169,6.603028,6.777655,6.948301,6.698778,WDR13
ENSMFAG00000038378_VPS37D,5.471266,5.842388,6.922326,6.228603,6.59139,6.76964,7.877665,6.128608,VPS37D
ENSMFAG00000030405_ENSMFAG00000030405,6.02568,6.007022,6.942823,6.089868,6.370166,6.828078,7.304988,6.34226,ENSMFAG00000030405
ENSMFAG00000039462_CCNF,5.935348,5.997141,6.623446,6.49464,6.633077,6.782086,6.998782,6.491107,CCNF
ENSMFAG00000023923_ENSMFAG00000023923,5.966276,6.039101,6.582902,6.45126,6.699327,6.614189,7.040543,6.6271,ENSMFAG00000023923
ENSMFAG00000043567_C11orf95,5.799792,5.885068,6.909803,6.001492,6.480619,6.626065,7.611457,6.079851,C11orf95
ENSMFAG00000003657_GP1BB,5.603736,6.133987,6.804182,6.336905,6.644138,6.485451,7.303802,6.259267,GP1BB
ENSMFAG00000038644_RTN4RL2,5.523542,6.02307,6.799409,6.052837,6.393301,6.902111,7.444113,5.812185,RTN4RL2
ENSMFAG00000038449_ADAMTS8,5.689192,5.900724,6.813391,5.888931,6.248609,6.672279,7.904144,5.977351,ADAMTS8
ENSMFAG00000034487_TPM3,5.922891,5.779348,6.845667,6.03638,6.38344,6.531444,7.602908,5.868612,TPM3
ENSMFAG00000036847_ARF3,5.117909,5.397383,6.853415,5.888562,6.503802,6.872747,8.458663,5.734373,ARF3
ENSMFAG00000034566_ACTR3B,5.460056,5.675704,6.777981,6.275098,6.622538,6.694467,7.511101,6.213734,ACTR3B
ENSMFAG00000039583_NPTX2,5.567955,5.933699,6.643873,6.310652,6.631316,6.79709,7.109673,5.9318,NPTX2
ENSMFAG00000001257_TMEM54,5.565018,5.705489,6.687971,5.977748,6.239253,6.923885,7.85039,5.654265,TMEM54
ENSMFAG00000038059_JPH4,6.058914,6.044823,6.662621,6.337019,6.537315,6.36364,6.845649,6.408744,JPH4
ENSMFAG00000043912_EHBP1L1,5.532825,5.560596,7.036252,6.064912,6.5899,6.608031,7.40537,5.999362,EHBP1L1
ENSMFAG00000007623_KCNA3,6.218458,5.975463,6.444665,6.008928,6.361577,6.309976,7.334176,6.226826,KCNA3
ENSMFAG00000031048_SHANK1,5.57707,5.869261,6.429348,6.504319,6.771031,6.511488,6.965453,6.318109,SHANK1
ENSMFAG00000001770_PSD3,6.418864,6.141973,6.642727,6.09698,6.22448,6.246363,6.621638,6.522396,PSD3
ENSMFAG00000014166_LOC102118953,5.191051,5.480466,6.500029,5.867547,6.234128,6.966626,7.941558,5.95102,LOC102118953
ENSMFAG00000041003_GAP43,5.774334,5.70582,6.665874,5.863414,6.136227,6.712818,7.249017,5.751708,GAP43
ENSMFAG00000042021_FKBP1A,5.183412,5.653855,6.676473,5.814026,6.261599,6.436527,8.026006,5.713356,FKBP1A
ENSMFAG00000036898_CARM1,5.857959,5.85732,6.743589,6.109358,6.345958,6.374892,6.746554,6.243554,CARM1
ENSMFAG00000039714_MAN1A1,5.381396,5.778096,6.60764,6.218215,6.493228,6.275985,7.262612,6.544879,MAN1A1
ENSMFAG00000040736_GPSM1,5.919743,5.814171,6.386122,6.031254,6.183888,6.68617,6.986304,6.165971,GPSM1
ENSMFAG00000013072_CTXN1,5.81593,5.84873,6.419629,6.046386,6.207511,6.492332,7.163793,5.706078,CTXN1
ENSMFAG00000037368_PLXNA1,6.258096,5.918489,6.596315,5.793029,5.943332,6.42264,7.018357,5.807616,PLXNA1
ENSMFAG00000031315_PLD3,5.457339,5.663488,6.495434,6.128292,6.472354,6.612349,7.046211,5.837204,PLD3
ENSMFAG00000039840_SLC6A7,5.896596,5.962268,6.747622,5.686151,5.900578,6.469806,7.111149,5.595012,SLC6A7
ENSMFAG00000039290_ZNRF1,5.16176,5.497329,6.708703,6.033839,6.407908,6.633247,7.288251,5.877317,ZNRF1
ENSMFAG00000032000_GPC1,6.034128,6.171607,6.691841,5.785064,5.978292,6.457712,6.594537,5.898252,GPC1
ENSMFAG00000040625_MAST3,5.471344,5.799421,6.316963,6.406928,6.620177,6.25939,6.772676,6.157841,MAST3
ENSMFAG00000045774_CISD3,5.869716,5.82611,6.230721,6.135012,6.261646,6.463219,6.852462,5.813274,CISD3
ENSMFAG00000035417_PIP4K2B,5.972789,5.960419,6.169887,5.698233,5.872202,6.511733,7.291856,5.644146,PIP4K2B
ENSMFAG00000042025_MTCH1,5.055466,5.326787,6.390027,5.72215,6.052273,6.559998,8.129716,5.52803,MTCH1
ENSMFAG00000023144_KIF26B,5.788672,5.757556,6.438218,6.069706,6.320188,6.375364,6.381399,6.17113,KIF26B
ENSMFAG00000030473_AP1S1,5.714926,5.380047,6.300838,6.119284,6.329722,6.365763,6.899854,5.632011,AP1S1
ENSMFAG00000042131_SUV39H1,5.656045,5.544876,6.231116,5.841704,6.089327,6.53781,7.175793,5.570819,SUV39H1
ENSMFAG00000032478_AZIN2,5.608006,5.6062,6.423063,6.019918,6.209473,6.3676,6.831902,5.949514,AZIN2
ENSMFAG00000001140_NEURL1,6.029308,5.67889,6.342898,6.005438,6.169568,6.292799,6.46492,5.857173,NEURL1
ENSMFAG00000041410_SHISAL1,5.525838,5.757624,6.537461,5.706268,6.226565,5.837228,7.293299,6.299373,SHISAL1
ENSMFAG00000000583_EXOC7,5.54412,5.59429,6.22828,5.656702,5.916596,6.500535,7.35141,5.509559,EXOC7
ENSMFAG00000034083_NUDT14,5.07471,5.40022,6.448445,5.764372,6.104767,6.494472,7.490883,5.523743,NUDT14
ENSMFAG00000043796_GOLM1,5.742541,5.585692,6.190134,5.904816,6.17899,6.333298,6.80631,6.346179,GOLM1
ENSMFAG00000035599_IQANK1,5.234671,5.401239,6.291776,6.171218,6.442146,6.479949,6.706515,5.878542,IQANK1
ENSMFAG00000002881_KIF3C,5.988373,5.619356,6.213553,5.888449,6.071431,6.24096,6.510702,5.754346,KIF3C
ENSMFAG00000036390_STX1A,5.668559,5.608182,6.448174,5.982606,6.34215,5.754596,6.589741,6.029048,STX1A
ENSMFAG00000032555_FKBP9,5.70731,5.693563,6.010395,5.67986,5.845074,6.423284,7.008786,5.903245,FKBP9
ENSMFAG00000005894_KISS1R,5.56741,5.42295,6.661792,5.785432,6.048023,6.001257,6.806276,5.85896,KISS1R
ENSMFAG00000002989_SYT5,5.135207,5.574513,6.364641,5.768448,6.03619,6.10076,7.307414,5.588135,SYT5
ENSMFAG00000002228_C1QL1,5.56333,5.681112,6.197277,5.9214,6.128527,6.351196,6.436039,5.767888,C1QL1
ENSMFAG00000015230_HTR1A,5.473783,5.594508,6.269519,5.624927,5.861153,6.375575,6.812349,5.726966,HTR1A
ENSMFAG00000031486_FAM110C,6.21732,5.766093,6.324699,5.659813,5.709692,6.127013,6.155177,5.92256,FAM110C
ENSMFAG00000043969_CC2D1A,5.779148,5.504653,6.003765,5.935031,6.100343,6.031014,6.433825,5.906997,CC2D1A
ENSMFAG00000010460_LZTS1,6.254966,5.848634,6.21689,5.479117,5.515155,6.227633,6.244658,5.568468,LZTS1
ENSMFAG00000000282_PSD,5.93105,5.438118,6.057694,5.895427,6.032851,5.956128,6.440023,5.641986,PSD
ENSMFAG00000039102_PDE6B,5.467177,5.613243,6.176301,5.793061,5.973597,6.095178,6.577682,5.817669,PDE6B
ENSMFAG00000036381_PACSIN1,5.936776,5.637901,6.013492,5.891541,5.874355,6.061316,6.126298,5.770178,PACSIN1
ENSMFAG00000037687_ENSMFAG00000037687,5.897854,5.62598,6.133799,5.693321,5.8037,5.912478,6.374315,6.048544,ENSMFAG00000037687
ENSMFAG00000031365_RTN1,5.228095,5.271709,6.066338,5.656098,5.871753,6.287875,6.921059,5.440265,RTN1
ENSMFAG00000003246_NPDC1,5.854122,5.713554,6.139694,5.63345,5.720428,6.063623,6.161888,5.492255,NPDC1
ENSMFAG00000031728_PIP5KL1,5.629406,5.569574,6.49424,5.366269,5.6254,6.12061,6.390344,5.443135,PIP5KL1
ENSMFAG00000041884_ST6GALNAC5,5.449711,5.052604,6.031904,5.984557,6.30772,5.913584,6.356055,6.114007,ST6GALNAC5
ENSMFAG00000033092_PALM,5.74626,5.352503,5.986948,5.778397,5.810853,5.955478,6.443559,5.734293,PALM
ENSMFAG00000040277_LASP1,5.404127,5.568735,6.021609,5.510093,5.739056,6.110217,6.706603,5.486404,LASP1
ENSMFAG00000000154_SGSM2,5.659343,5.31715,5.889682,5.454749,5.679452,6.172112,6.82873,5.406293,SGSM2
ENSMFAG00000032759_DYRK2,4.886535,5.138763,5.79453,5.686427,6.08624,6.449286,6.878379,5.481844,DYRK2
ENSMFAG00000034992_ENSMFAG00000034992,6.084202,5.45026,6.266693,5.412366,5.605756,5.900081,6.042095,5.89716,ENSMFAG00000034992
ENSMFAG00000042176_FFAR4,5.55744,5.428502,6.084832,5.592161,5.826125,5.895435,6.314249,6.211742,FFAR4
ENSMFAG00000044046_CREM,5.536528,5.327281,6.077829,5.53528,5.757595,6.011907,6.435648,5.843562,CREM
ENSMFAG00000009198_TTYH3,5.544372,5.817846,5.952956,5.729722,5.847127,5.679381,6.063153,5.788842,TTYH3
ENSMFAG00000033696_DMWD,5.189732,5.313606,6.117887,5.766044,5.999388,5.639609,6.15214,5.810533,DMWD
ENSMFAG00000032764_CMAS,4.610552,4.824311,5.907397,5.715033,6.004548,6.333658,6.716378,5.613341,CMAS
ENSMFAG00000030287_SMIM10,5.085968,5.294999,5.772274,5.653327,5.841705,6.256519,6.190826,5.456654,SMIM10
ENSMFAG00000003240_FKBP1B,5.340673,5.425788,6.083535,5.358246,5.581492,5.960514,6.275344,5.175131,FKBP1B
ENSMFAG00000042179_SIRPA,5.569524,5.561144,5.760306,5.527645,5.672621,5.676586,6.256579,5.330952,SIRPA
ENSMFAG00000031637_SPRED3,5.495874,5.36987,6.209487,5.58461,5.774263,5.609148,5.939953,5.690987,SPRED3
ENSMFAG00000001080_ARHGEF9,5.314816,5.297044,6.017717,5.522667,5.759031,5.927301,6.068088,5.466386,ARHGEF9
ENSMFAG00000035539_PNMA8B,5.322955,5.247321,5.869026,5.365533,5.527106,5.553026,6.59861,5.403869,PNMA8B
ENSMFAG00000030923_VXN,5.695871,5.46021,6.002175,5.295291,5.367715,5.673058,5.971021,5.303419,VXN
ENSMFAG00000003280_FBXL16,5.568319,5.331845,5.667981,5.584968,5.662867,5.604372,5.955166,5.547659,FBXL16
ENSMFAG00000042398_KCNG3,5.549498,5.183796,5.671076,5.418282,5.824056,5.784836,5.89239,5.882411,KCNG3
ENSMFAG00000041700_ACTN2,5.551897,5.238554,6.0254,5.21846,5.383651,5.725376,6.162197,5.224664,ACTN2
ENSMFAG00000028800_SH3GLB2,5.468959,5.185321,5.651437,5.489355,5.558428,5.772708,5.966437,5.236213,SH3GLB2
ENSMFAG00000041403_GRASP,5.468584,5.455851,5.674277,5.507938,5.560486,5.592673,5.727537,5.321819,GRASP
ENSMFAG00000038117_SEPT5,5.762139,5.430868,5.519104,5.4785,5.433492,5.561317,5.779955,5.516096,SEPT5
ENSMFAG00000032061_GUCY1A1,4.918953,5.136771,5.572409,5.513377,5.736374,5.661615,6.365786,5.60796,GUCY1A1
ENSMFAG00000032475_CDKN2D,5.256842,5.120175,5.771736,5.526735,5.572759,5.666189,5.974392,5.565278,CDKN2D
ENSMFAG00000001076_DNAH5,5.443356,5.224554,5.778434,5.268724,5.48113,5.485999,6.206213,5.472104,DNAH5
ENSMFAG00000003816_GABRA3,5.006725,5.161225,5.838607,5.184193,5.443383,5.722673,6.404283,5.532753,GABRA3
ENSMFAG00000032164_MN1,5.576127,5.391279,5.70076,5.168962,5.202954,5.825913,5.854333,5.32489,MN1
ENSMFAG00000002820_FAM184B,5.604307,5.299443,5.850847,5.196383,5.400029,5.680675,5.67701,5.369103,FAM184B
ENSMFAG00000004617_AHDC1,5.274983,5.360385,5.641574,5.434682,5.549954,5.457189,5.95096,5.463066,AHDC1
ENSMFAG00000001426_RAPGEFL1,5.180254,5.568011,5.772759,5.220571,5.383899,5.585758,5.915447,5.221658,RAPGEFL1
ENSMFAG00000003675_SNX32,4.547575,4.92378,5.562068,5.401706,5.870666,5.640206,6.623452,5.37124,SNX32
ENSMFAG00000001518_PIANP,5.249367,5.317386,5.995506,5.229388,5.409116,5.514537,5.813536,5.148425,PIANP
ENSMFAG00000033712_SVOP,5.599106,5.333414,5.595141,5.198501,5.199409,5.584133,6.006801,5.157508,SVOP
ENSMFAG00000043847_ANKRD33,5.179639,4.92079,5.735075,5.504443,5.649698,5.628613,5.795803,5.531011,ANKRD33
ENSMFAG00000034276_TSPYL2,5.263208,5.232387,5.519767,5.389464,5.711429,5.307312,5.838003,5.60655,TSPYL2
ENSMFAG00000042983_CELF4,4.908813,4.90369,5.500845,5.427309,5.710493,5.533895,6.267655,5.642663,CELF4
ENSMFAG00000009032_QPCTL,4.539606,4.799365,5.601387,5.276534,5.610449,5.666498,6.753074,5.118743,QPCTL
ENSMFAG00000042307_MYO1G,4.672044,5.074151,5.559638,5.384107,5.610399,5.430714,6.436581,5.642471,MYO1G
ENSMFAG00000022450_SMIM10L2B,5.737885,5.313754,5.601998,5.073761,5.159274,5.554265,5.688716,5.06958,SMIM10L2B
ENSMFAG00000042911_FBXO41,5.278676,5.238955,5.627609,5.253661,5.343828,5.480348,5.847015,5.178406,FBXO41
ENSMFAG00000025612_NEUROD6,5.399647,5.091869,6.017621,4.928473,5.075944,5.499651,5.987094,4.885512,NEUROD6
ENSMFAG00000030344_LOC102119359 ,4.930876,4.99491,5.563032,5.110705,5.333388,5.70535,6.347866,4.832573,LOC102119359 
ENSMFAG00000040533_ICOSLG,5.150972,5.117142,5.697721,5.379236,5.558548,5.431169,5.643165,5.181574,ICOSLG
ENSMFAG00000040804_CHL1,5.503794,4.993883,5.474284,5.140109,5.337536,5.303498,6.097936,5.943361,CHL1
ENSMFAG00000045888_GRM2,5.620331,5.449506,5.682725,4.929924,4.956684,5.503114,5.69036,4.961039,GRM2
ENSMFAG00000038734_TTC6,5.164033,4.924004,5.68003,5.097086,5.362434,5.530994,6.049675,5.631665,TTC6
ENSMFAG00000045996_NECTIN1,4.964774,4.964922,5.650648,5.218571,5.412453,5.360298,5.953549,5.318643,NECTIN1
ENSMFAG00000045477_TMEM59L,4.74248,4.987936,5.57014,5.13081,5.316452,5.549947,6.184965,4.963683,TMEM59L
ENSMFAG00000038009_ABO,5.491524,5.024767,5.679897,5.024054,5.111644,5.377252,5.700042,5.075264,ABO
ENSMFAG00000039537_LOC101866867,5.006486,4.874812,5.478666,5.150211,5.452663,5.450563,5.9487,5.278731,LOC101866867
ENSMFAG00000040536_TNFAIP2,4.893329,4.673823,5.340097,5.350928,5.588445,5.604399,5.895285,5.168823,TNFAIP2
ENSMFAG00000030866_HTR1E,5.025116,4.807325,5.497352,5.195692,5.458671,5.521654,5.69745,5.30268,HTR1E
ENSMFAG00000038207_FREM3,5.461926,4.878126,5.41778,5.137249,5.251845,5.226796,5.707299,5.334059,FREM3
ENSMFAG00000044282_TCF15,5.325628,5.067876,5.47553,4.960241,5.170298,5.528221,5.544538,5.099143,TCF15
ENSMFAG00000032789_PDXP,4.916882,4.782843,5.417195,5.294398,5.397458,5.294148,5.961335,5.248541,PDXP
ENSMFAG00000002160_SPINDOC,4.702552,4.765394,5.301652,5.180376,5.392154,5.466998,6.144287,4.997773,SPINDOC
ENSMFAG00000039619_MADD,4.790192,4.922433,5.305351,5.251165,5.413462,5.416366,5.685363,4.910518,MADD
ENSMFAG00000021979_RTP1,5.315731,4.957972,5.530153,4.810717,4.907834,5.457757,5.736142,4.7957,RTP1
ENSMFAG00000001244_PCGF3,4.988677,4.782129,5.272864,5.127494,5.263284,5.478086,5.641073,5.172753,PCGF3
ENSMFAG00000039580_NYAP1,5.066092,4.904595,5.305808,5.166779,5.224558,5.257217,5.593147,5.228467,NYAP1
ENSMFAG00000041475_SMIM1,4.876347,4.724926,5.527075,5.017835,5.210643,5.308715,5.789956,4.991474,SMIM1
ENSMFAG00000033138_AJM1,5.344988,5.130876,5.374862,4.940869,4.948199,5.217335,5.474446,4.939054,AJM1
ENSMFAG00000044023_TMED8,5.073793,4.953975,5.292626,4.974575,5.158616,5.312941,5.661593,4.834073,TMED8
ENSMFAG00000043768_DRC1,4.881074,4.840539,5.457026,4.814396,5.099016,5.086247,6.249716,4.922759,DRC1
ENSMFAG00000043879_BAG2,4.587528,4.702661,5.34079,5.151357,5.424857,5.361542,5.85036,5.419075,BAG2
ENSMFAG00000033993_CHD5,5.270482,4.908126,5.359425,4.912933,4.965409,5.327004,5.606333,4.95037,CHD5
ENSMFAG00000041506_YDJC,5.143328,4.901415,5.294976,5.089749,5.162294,5.133665,5.578044,5.066971,YDJC
ENSMFAG00000031618_GRIN2D,4.954048,5.116195,5.32065,5.165122,5.229747,5.147616,5.352061,5.334153,GRIN2D
ENSMFAG00000034060_LSS,4.338388,4.704882,5.427818,4.85708,5.134192,5.454525,6.277522,4.725156,LSS
ENSMFAG00000044289_NAV3,4.78073,4.819117,5.261895,5.034903,5.255981,5.08715,5.946559,5.400227,NAV3
ENSMFAG00000037527_SLC8A2,4.787848,5.013132,5.272667,5.074449,5.23672,5.01408,5.656113,5.115253,SLC8A2
ENSMFAG00000042972_FAM136A,4.614641,4.568191,5.300153,4.926902,5.083196,5.414872,5.972282,4.802399,FAM136A
ENSMFAG00000030547_PSRC1,4.695542,4.708428,5.232011,5.138665,5.29718,5.222296,5.530968,5.050773,PSRC1
ENSMFAG00000003274_MRTFB,4.843096,4.628369,5.155935,5.234302,5.460841,4.837063,5.63705,5.773001,MRTFB
ENSMFAG00000002392_SHISA2,5.032917,4.832905,5.140276,4.931222,5.141909,5.190044,5.487003,4.869395,SHISA2
ENSMFAG00000030817_KCNT2,5.361131,4.774288,5.386005,4.846654,4.962458,5.00722,5.401731,5.235064,KCNT2
ENSMFAG00000041363_ATP2C2,4.744887,4.774482,5.258018,5.00892,5.181396,5.149567,5.59013,5.004394,ATP2C2
ENSMFAG00000039268_CPNE5,4.299523,4.934823,5.138618,4.754202,4.963628,5.231553,6.346879,4.691878,CPNE5
ENSMFAG00000033407_GJA3,4.600223,4.588921,5.183716,5.232935,5.504067,4.793304,5.639486,5.509926,GJA3
ENSMFAG00000002072_PCDH8,5.1652,4.941355,5.128851,4.987197,5.140748,5.098808,5.004479,5.275892,PCDH8
ENSMFAG00000029744_SPRN,5.052689,4.888717,5.18711,4.861431,4.855127,5.223072,5.30284,4.792093,SPRN
