Unnamed: 0,age2,age3,age4,age5,age6,age7,age8,aggregate,Gene name
ENSMFAG00000036133_FSTL1,-5.748666,-6.088419,-6.910082,-6.008437,-6.301665,-6.88347,-8.047349,-6.116456,FSTL1
ENSMFAG00000040521_ELOVL5,-3.386704,-3.205819,-3.244402,-3.22433,-3.258332,-3.121991,-3.137901,-3.184661,ELOVL5
ENSMFAG00000036762_ANKRD13A,-6.111599,-5.979327,-6.904372,-6.516671,-6.869243,-6.939092,-7.690781,-6.498215,ANKRD13A
ENSMFAG00000041182_HPN,-5.557639,-5.640505,-6.782935,-6.557984,-7.044473,-7.329972,-8.157206,-6.635458,HPN
ENSMFAG00000035564_SFRP1,-3.141764,-3.007642,-3.161497,-3.008088,-3.091005,-3.178148,-3.193014,-3.121055,SFRP1
ENSMFAG00000040731_HELQ,-6.167148,-6.414343,-7.124118,-6.834177,-7.017194,-7.480287,-7.703572,-6.597883,HELQ
ENSMFAG00000002811_VEZF1,-6.733545,-6.383038,-7.195527,-6.80453,-6.993098,-7.111583,-7.730855,-6.747326,VEZF1
ENSMFAG00000000196_LIMS1,-6.270874,-6.368511,-7.487102,-6.73284,-7.355337,-7.122866,-7.908046,-6.928814,LIMS1 
ENSMFAG00000031346_STARD5,-6.522512,-6.475053,-7.539555,-6.737122,-7.013769,-7.836399,-7.943214,-6.754461,STARD5
ENSMFAG00000038478_MITF,-5.818858,-5.87978,-7.814724,-6.54573,-7.463363,-7.465213,-9.233048,-6.580284,MITF
ENSMFAG00000001464_IDE,-5.885017,-6.298812,-8.035089,-6.713246,-7.388537,-7.649084,-9.689207,-6.634036,IDE
ENSMFAG00000002176_SETD7,-6.474449,-6.904867,-8.135021,-6.867215,-7.553564,-7.636972,-9.48467,-7.318032,SETD7
ENSMFAG00000039992_MFAP3L,-6.695731,-7.009674,-8.12668,-7.156932,-7.688444,-8.045665,-9.089087,-7.586036,MFAP3L
ENSMFAG00000041203_ABCB7,-6.268747,-6.724213,-8.12301,-7.245342,-7.833383,-7.80542,-9.833526,-7.209129,ABCB7
ENSMFAG00000045129_RCBTB1,-6.698348,-6.832554,-8.042863,-7.659023,-8.260202,-8.030641,-9.126618,-7.777815,RCBTB1
