signature,gene_symbol
MYC_Group3,SAMD5
MYC_Group3,RASEF
MYC_Group3,SBSPON
MYC_Group3,SHISA6
MYC_Group3,NKX6-1
MYC_Group3,ENTPD3
MYC_Group3,MOBP
MYC_Group3,RGS6
MYC_Group3,TFAP2A
MYC_Group3,RMST
MYC_Group3,HECW2
MYC_Group3,PAPPA-AS1
MYC_Group3,MAGEA6
MYC_Group3,STK17B
MYC_Group3,RP11-453M23.1
MYC_Group3,RP11-466P24.7
MYC_Group3,AK5
MYC_Group3,CCDC172
MYC_Group3,GRM1
MYC_Group3,FUNDC2P3
MYC_Group3,HOXD9
MYC_Group3,GPR12
MYC_Group3,RP11-402J6.1
MYC_Group3,HNF4GP1
MYC_Group3,SV2C
MYC_Group3,AF064858.8
MYC_Group3,NGB
MYC_Group3,NOL4
MYC_Group3,MIR135A2
MYC_Group3,PAPPA-AS2
MYC_Group3,DIRAS3
MYC_Group3,HEY2
MYC_Group3,CRYM
MYC_Group3,SLC24A2
MYC_Group3,STAC2
MYC_Group3,TMC3
MYC_Group3,TNNC1
MYC_Group3,SSX6
MYC_Group3,POU5F1B
MYC_Group3,CTCFL
MYC_Group3,PRSS21
MYC_Group3,MYBPH
MYC_Group3,CALCB
MYC_Group3,APCDD1L
MYC_Group3,TNNT3
MYC_Group3,MYLPF
MYC_Group3,PVT1
MYC_Group3,H19
MYC_Group3,MYOD1
MYC_Group3,NPW
MYC_Group3,MYOG
MYC_Group3,RP11-799P8.1
MYC_Group3,PPP1R17
MYC_Group3,ZFP42
MYC_Group3,SCN5A
MYC_Group3,RP11-404K5.2
MYC_Group3,PMEL
MYC_Group3,RAPSN
MYC_Group3,RSPO1
MYC_Group3,ACVR2B-AS1
MYC_Group3,IL18R1
MYC_Group3,ASCL1
MYC_Group3,APCDD1L-AS1
MYC_Group3,DES
MYC_Group3,VPS9D1-AS1
MYC_Group3,MYOT
MYC_Group3,CHRNA1
MYC_Group3,L1TD1
MYC_Group3,ARSF
MYC_Group3,PITX2
MYC_Group3,CPNE7
MYC_Group3,PITX1
MYC_Group3,CYP26A1
MYC_Group3,DCLK3
MYC_Group3,IGF2BP1
MYC_Group3,CTC-349C3.1
MYC_Group3,CER1
MYC_Group3,MYL1
MYC_Group3,CCDC60
MYC_Group3,TFAP2C
MYC_Group3,SOGA2P1
MYC_Group3,MYC
MYC_Group3,CASC8
MYC_Group3,RP11-134O21.1
MYC_Group3,HLX
MYC_Group3,OTP
MYC_Group3,CYP27C1
MYC_Group3,PRSS50
MYC_Group3,RIPPLY1
MYC_Group3,PRPH
MYC_Group3,HOXC11
MYC_Group3,TNNT1
MYC_Group3,TEX15
MYC_Group3,PAX7
MYC_Group3,RP11-388P9.2
MYC_Group3,FBXO17
MYC_Group3,ISL2
MYC_Group3,NPS
MYC_Group3,NPAS1
MYC_Group3,KRT8
MYC_Group3,GAS5
MYC_Group3,ARSE
MYC_Group3,DLGAP1-AS3
MYC_Group3,SIX2
MYC_Group3,TOP1MT
MYC_Group3,DLEU7
MYC_Group3,ESRG
MYC_Group3,GLI3
MYC_Group3,CNTN2
MYC_Group3,BCHE
MYC_Group3,ANKRD26P3
MYC_Group3,LMO3
MYC_Group3,MAPK15
MYC_Group3,CHRNB4
MYC_Group3,FREM2
MYC_Group3,KRT18
MYC_Group3,HOTAIR
MYC_Group3,FAM84B
MYC_Group3,KANK4
MYC_Group3,SFRP5
MYC_Group3,OCA2
MYC_Group3,RP11-389K14.3
MYC_Group3,KCNH4
MYC_Group3,DLL3
MYC_Group3,SYNGR4
MYC_Group3,MAL
MYC_Group3,TNNT2
MYC_Group3,NOS2
MYC_Group3,LEFTY2
MYC_Group3,ERBB3
MYC_Group3,DEPTOR
MYC_Group3,RPRML
MYC_Group3,PDLIM1
MYC_Group3,GRIK3
MYC_Group3,RAX
MYC_Group3,GAD2
MYC_Group3,ANKRD65
MYC_Group3,TOP2A
MYC_Group3,RRM2
MYC_Group3,CDK1
MYC_Group3,NUSAP1
MYC_Group3,KIFC1
MYC_Group3,KIF11
MYC_Group3,ZWINT
MYC_Group3,TACC3
MYC_Group3,BIRC5
MYC_Group3,TK1
MYC_Group3,NUF2
MYC_Group3,TPX2
MYC_Group3,CDCA5
MYC_Group3,PKMYT1
MYC_Group3,SPAG5
MYC_Group3,UBE2C
MYC_Group3,PRC1
MYC_Group3,TYMS
MYC_Group3,HJURP
MYC_Group3,KIF2C
MYC_Group3,NDC80
MYC_Group3,CKAP2L
MYC_Group3,AURKB
MYC_Group3,ESCO2
MYC_Group3,CCNA2
MYC_Group3,PBK
MYC_Group3,UHRF1
MYC_Group3,MELK
MYC_Group3,KIF23
MYC_Group3,MLF1IP
Group4,GUCA1C
Group4,ZNF804B
Group4,C6orf141
Group4,IGF2BP1
Group4,PITX2
Group4,NKX6-1
Group4,GATA4
Group4,MTHFD2P1
Group4,MYCN
Group4,LINC00989
Group4,CPNE7
Group4,HOXB7
Group4,HOXD13
Group4,DLX6
Group4,VWA5A
Group4,DDN
Group4,SEMA3E
Group4,ULBP1
Group4,GALNTL6
Group4,NDST3
Group4,VWC2
Group4,HOXB8
Group4,PRDM13
Group4,ONECUT1
Group4,INHBA
Group4,MYCNOS
Group4,HOXB5
Group4,TH
Group4,AC140542.2
Group4,B3GALT1
Group4,QRFPR
Group4,STMN4
Group4,BNC2
Group4,C1orf194
Group4,EVX2
Group4,MC4R
Group4,BEND4
Group4,FOXE3
Group4,RN7SKP203
Group4,TWIST1
Group4,GMNC
Group4,PRKAG2-AS1
Group4,CALY
Group4,RP11-458K10.1
Group4,DSC3
Group4,HOXA4
Group4,TFAP2A
Group4,WNT10B
Group4,EPHA3
Group4,HOXB-AS1
Group4,TTR
Group4,LHX9
Group4,IL13RA2
Group4,RP11-386G11.5
Group4,AGAP2-AS1
Group4,DACH2
Group4,EPHA6
Group4,ITGBL1
Group4,CXXC11
Group4,TLX1
Group4,NGF
Group4,CACNG3
Group4,NPPA
Group4,HOXA2
Group4,FXYD7
Group4,LRFN5
Group4,RPPH1
Group4,COL10A1
Group4,MPP6
Group4,PPP1R14C
Group4,C1orf53
Group4,KCNG1
Group4,HR
Group4,PPP1R17
Group4,HAND2
Group4,CDH7
Group4,RP11-1336O20.2
Group4,SLC18A3
Group4,DLX6-AS1
Group4,PVT1
Group4,RP11-389G6.3
Group4,CTD-3148I10.1
Group4,MYC
Group4,MT-TW
Group4,RP11-408A13.2
Group4,COL8A1
Group4,MAOA
Group4,BMP5
Group4,PPP1R3A
Group4,AC002454.1
Group4,MAPK15
Group4,CCDC33
Group4,HOTAIRM1
Group4,FAT1
Group4,TCHH
Group4,IGSF10
Group4,LOXL4
Group4,HOXA3
Group4,GIPR
Group4,HDC
Group4,RP11-504P24.5
Group4,TRPV4
Group4,PTHLH
Group4,SULF1
Group4,DLGAP1-AS3
Group4,TNFRSF9
Group4,ADAMTS18
Group4,KCNK17
Group4,RP11-420O16.2
Group4,RPRML
Group4,AC060834.3
Group4,RP11-420O16.1
Group4,BNC1
Group4,RP11-504P24.8
Group4,RP11-504P24.2
Group4,AC009014.3
Group4,RP11-763B22.9
Group4,RP11-467I20.6
Group4,CXCL14
Group4,DRD5P2
Group4,GREM2
Group4,FAM181B
Group4,NXPH1
Group4,POU4F1
Group4,SHOX2
Group4,KCNIP4
Group4,GEM
Group4,SATB2
Group4,CDH23
Group4,RP11-175K6.1
Group4,MGAT4C
Group4,RP5-857K21.7
Group4,CA10
Group4,CTCFL
Group4,RNU6-457P
Group4,RP11-760D2.11
Group4,VIPR2
Group4,AC018696.4
Group4,DAPK2
Group4,NTNG1
Group4,ECHDC2
Group4,ESYT2
Group4,CHIT1
Group4,AC137932.1
Group4,ZNF676
Group4,ZNF257
Group4,MOCOS
Group4,RP11-1H8.3
Group4,PPAPDC1A
Group4,ZNF98
Group4,ETV3L
Group4,RP11-575H3.1
Group4,THBS1
Group4,RBFOX1
Group4,CDH15
Group4,HEY1
Group4,TMEM200A
Group4,MXRA8
Group4,CTC-451A6.4
Group4,PCDHGA10
Group4,CHRM2
Group4,OPCML
Group4,ADRA2A
Group4,CTC-458G6.2
Group4,CTD-2561J22.5
Group4,AC137932.5
Group4,CLCF1
Group4,GRM6
Group4,MIR137HG
Group4,C10orf85
Group4,AC011484.1
Group4,RP11-140A10.3
Group4,DPYD
Group4,ZNF716
Group4,FRMPD4
Group4,CCT7P2
Group4,C12orf5
Group4,WDR60
Group4,PAPPA
Group4,RP11-848P1.9
Group4,MT1M
Group4,GRTP1-AS1
Group4,EXPH5
Group4,RP11-420N3.2
Group4,KCNH7
Group4,KCNA1
Group4,KLF1
Group4,CACNA1C
Group4,AP000230.1
Group4,RP11-1096D5.1
Group4,ABCD1P4
Group4,RP11-1085N6.5
Group4,CTB-113D17.1
Group4,AC144521.1
Group4,WNT7A
Group4,RP11-874J12.3
Group4,OLIG3
Group4,KLHL13
Group4,DDIT4L
Group4,CASC10
Group4,KIF12
Group4,MAMDC2
Group4,AL009178.1
Group4,UBBP4
Group4,SLC6A4
Group4,CFTR
Group4,TFAP2D
Group4,VSX1
Group4,SIX1
Group4,CTD-2243E23.1
Group4,TFAP2B
Group4,COL2A1
Group4,TTC29
Group4,RP13-977J11.2
Group4,CDH9
Group4,ATP2C2
Group4,RD3L
Group4,SLIT1
Group4,KIAA1644
Group4,PRKCG
Group4,RSPO2
Group4,U1
Group4,RP11-371I1.2
Group4,SLIT3
Group4,GNGT1
Group4,AACSP1
Group4,SYCP1
Group4,ELSPBP1
Group4,SALL4P7
Group4,CASC14
Group4,CTC-459I6.1
Group4,AC010907.5
Group4,NRG2
Group4,PRSS12
Group4,DERL3
Group4,SIX6
Group4,KIF19
Group4,SDK2
Group4,MRAP
Group4,SELV
Group4,PDE6H
Group4,ZIC5
Group4,NOTO
Group4,GHR
Group4,SCGN
Group4,MED12L
Group4,PAX6
Group4,RP11-649A16.1
Group4,PKHD1
Group4,RDH8
Group4,LINC00930
Group4,KLHL14
Group4,SOX10
Group4,TBX5-AS1
Group4,TBX3
Group4,ZCCHC16
Group4,COL4A3
Group4,RP11-479O17.10
Group4,SPINK4
Group4,ATP8B3
Group4,ACTC1
Group4,AC068490.2
Group4,CHRM5
Group4,AIRE
Group4,IGLON5
Group4,SP6
Group4,BTBD11
Group4,RP11-394J1.2
Group4,STAG3
Group4,VMO1
Group4,RP11-814P5.1
Group4,GJD2
Group4,LRRN4CL
Group4,HRASLS5
Group4,FAM138E
Group4,MBL1P
Group4,NHLH2
Group4,ABCC6P1
Group4,MSLNL
Group4,KRT222
Group4,FHDC1
Group4,ZIC2
Group4,IMPG1
Group4,EPHA10
Group4,KCNK1
Group4,TBX5
Group4,SLC22A15
Group4,SLC1A6
Group4,MYO1E
Group4,CCDC175
Group4,LRP2
Group4,SLC5A8
Group4,HES3
Group4,CCDC155
Group4,OACYLP
Group4,CLCNKB
Group4,SST
Group4,CABP5
Group4,ESX1
Group4,TMC5
Group4,STMN2
Group4,ASTN2
Group4,GPM6A
Group4,KCNQ1OT1
Group4,LOC100131257
Group4,ABCC9
Group4,SHISA9
Group4,ORC4
Group4,UGDH-AS1
Group4,LOC646214
Group4,H3F3B
Group4,MALAT1
Group4,LOC643406
Group4,TUBA1A
Group4,MEG3
Group4,CLIP3
Group4,METTL21A
Group4,RTN1
Group4,TMEM212
Group4,CADM3
Group4,CELF4
Group4,SOX4
Group4,ANKRD20A9P
Group4,ODF2L
Group4,L2HGDH
Group4,MTSS1
Group4,TUBB2B
Group4,LPP
Group4,CHGB
Group4,CXADR
