sample_id,donor_id,technical_replicate_group_or_tissue_id,network_evaluable,group_evaluable,exact_evaluable,network_single_label_subset,group_single_label_subset,exact_single_label_subset,network_truth_label_count,group_truth_label_count,exact_truth_label_count,source_group_truth_label_count_in_candidate_beam,source_group_evaluation_status,source_group_truth_in_candidate_beam,reason_network_not_evaluable,reason_group_not_evaluable,reason_exact_not_evaluable,network_top1_hit,network_top3_hit,group_top1_hit,group_top3_hit,exact_top1_hit,exact_top3_hit
H0351_2002|S020060,H0351_2002,S020060,True,True,True,True,False,False,1,,6,2,evaluated_in_candidate_beam,True,,,,True,True,True,True,False,False
H0351_2002|S020064,H0351_2002,S020064,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,False,True
H0351_2002|S020084,H0351_2002,S020084,True,True,True,False,False,False,2,,12,6,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,True
H0351_2002|S020090,H0351_2002,S020090,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020092,H0351_2002,S020092,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020094,H0351_2002,S020094,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020102,H0351_2002,S020102,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020104,H0351_2002,S020104,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020107,H0351_2002,S020107,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020109,H0351_2002,S020109,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020122,H0351_2002,S020122,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020124,H0351_2002,S020124,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020125,H0351_2002,S020125,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020134,H0351_2002,S020134,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020146,H0351_2002,S020146,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020158,H0351_2002,S020158,True,True,True,False,False,False,2,,3,2,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,False
H0351_2002|S020169,H0351_2002,S020169,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020171,H0351_2002,S020171,True,True,True,False,False,False,2,,3,2,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,False
H0351_2002|S020173,H0351_2002,S020173,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020181,H0351_2002,S020181,True,True,True,False,False,False,2,,3,3,evaluated_in_candidate_beam,True,,,,True,True,False,True,True,True
H0351_2002|S020183,H0351_2002,S020183,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020184,H0351_2002,S020184,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020190,H0351_2002,S020190,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020198,H0351_2002,S020198,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020205,H0351_2002,S020205,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,False,True
H0351_2002|S020206,H0351_2002,S020206,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,False,True
H0351_2002|S020207,H0351_2002,S020207,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,False,True
H0351_2002|S020208,H0351_2002,S020208,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,True,True
H0351_2002|S020210,H0351_2002,S020210,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,True,True
H0351_2002|S020215,H0351_2002,S020215,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,True,True
H0351_2002|S020216,H0351_2002,S020216,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,True,True,True,True
H0351_2002|S020224,H0351_2002,S020224,True,True,True,False,False,False,2,,3,2,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,False
H0351_2002|S020226,H0351_2002,S020226,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020227,H0351_2002,S020227,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020229,H0351_2002,S020229,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020233,H0351_2002,S020233,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020235,H0351_2002,S020235,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020236,H0351_2002,S020236,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020237,H0351_2002,S020237,True,False,False,False,False,False,4,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020245,H0351_2002,S020245,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020246,H0351_2002,S020246,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020247,H0351_2002,S020247,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020248,H0351_2002,S020248,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020249,H0351_2002,S020249,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020254,H0351_2002,S020254,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020256,H0351_2002,S020256,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020257,H0351_2002,S020257,True,True,True,True,True,True,1,,1,0,outside_candidate_beam,False,,,,False,False,False,False,False,False
H0351_2002|S020259,H0351_2002,S020259,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,False
H0351_2002|S020260,H0351_2002,S020260,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,False,True,False,False
H0351_2002|S020262,H0351_2002,S020262,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020263,H0351_2002,S020263,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020266,H0351_2002,S020266,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,False,True,False,False,False,False
H0351_2002|S020267,H0351_2002,S020267,True,True,True,True,True,True,1,,1,1,evaluated_in_candidate_beam,True,,,,True,True,False,False,False,False
H0351_2002|S020270,H0351_2002,S020270,True,False,False,False,False,False,2,,0,0,not_exact_mapped,False,,coarse_anatomy,coarse_anatomy,True,True,False,False,False,False
H0351_2002|S020272,H0351_2002,S020272,True,True,True,False,False,False,4,,7,0,outside_candidate_beam,False,,,,False,True,False,False,False,False
