"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","gene_type"
"ENSMFAG00000011312",2324.77877254984,0.117575119040854,0.0580044763476279,209.44962553866,3.44935780357158e-40,1.24702689959828e-39,"ADARB1","protein_coding"
"ENSMFAG00000040964",135.722159917983,-0.328012508099495,0.0614641915537572,209.405714334689,3.5233665018745e-40,1.27354951117398e-39,"ALDH1L2","protein_coding"
"ENSMFAG00000000261",867.810539071272,-0.154762322207944,0.0706322897253991,209.403842263759,3.52655676340692e-40,1.27446919515651e-39,"TRPM4","protein_coding"
"ENSMFAG00000043625",51.6406026548432,0.325534079501509,0.0877285199682586,209.374891314703,3.5762623281702e-40,1.29219571982154e-39,"CDKN2B","protein_coding"
"ENSMFAG00000043810",309.956257436251,0.0268153953598858,0.0466850638450114,209.351009819498,3.61779090260541e-40,1.30696173727957e-39,"ZNF44","protein_coding"
"ENSMFAG00000033816",297.474819832751,0.0420713379536704,0.0545829479315271,209.276258024753,3.75092190771832e-40,1.35480854993772e-39,"ENSMFAG00000033816","protein_coding"
"ENSMFAG00000003150",90.0350735578155,0.064055680066944,0.0584760935374284,209.251028225402,3.79695209616479e-40,1.37118335947151e-39,"GAL3ST4","protein_coding"
"ENSMFAG00000042604",123.165378591309,0.0807418770463249,0.0473818689390831,209.220896930574,3.85266522835922e-40,1.39104831264381e-39,"RAD51D","protein_coding"
"ENSMFAG00000032930",611.160723535412,-0.125093841539447,0.0488362644980479,209.213830330644,3.86584932109513e-40,1.3955532163163e-39,"IL4R","protein_coding"
"ENSMFAG00000001663",272.438501750344,0.0496196666730177,0.0488370420131893,209.209502888363,3.87394524835869e-40,1.3982200044012e-39,"AQP11","protein_coding"
"ENSMFAG00000035643",36.4521958662055,-0.292268981714398,0.0977054222295441,209.142938461773,4.00063327772217e-40,1.44368134301415e-39,"TUBA1C","protein_coding"
"ENSMFAG00000039676",2606.02557041595,0.0723236267321233,0.0459671565382207,209.134016265703,4.01792619746376e-40,1.44965660501655e-39,"SIPA1L2","protein_coding"
"ENSMFAG00000045402",186.448833054871,-0.114729301355468,0.0660575490019006,209.132582602395,4.02071187052983e-40,1.45039646488656e-39,"SMO","protein_coding"
"ENSMFAG00000036806",528.139650344908,-0.0943448967124844,0.0349352582073945,209.131182308391,4.02343456931442e-40,1.45111334165074e-39,"ZFP92","protein_coding"
"ENSMFAG00000039592",544.386885813874,0.288718708095096,0.0557620833669212,209.08971831608,4.10489691030072e-40,1.48022342532993e-39,"ST3GAL4","protein_coding"
"ENSMFAG00000031890",457.200570798586,0.094299869290961,0.113395209869226,209.03635992349,4.21215839661466e-40,1.51862432819295e-39,"COL9A1","protein_coding"
"ENSMFAG00000000337",605.597654599485,0.0817872813694737,0.0260503368620454,208.978065950452,4.3325465101202e-40,1.56174292542367e-39,"NIM1K","protein_coding"
"ENSMFAG00000001934",499.207675532596,0.0953578580612974,0.0917132718261644,208.94138385913,4.41005903132161e-40,1.58939332979065e-39,"FLNC","protein_coding"
"ENSMFAG00000045828",830.976362458965,-0.258267511115403,0.0479329515872252,208.883686762772,4.53479275643583e-40,1.63404913568283e-39,"NFIA","protein_coding"
"ENSMFAG00000032014",26.5379813276722,-0.0261228828583138,0.083200617354643,208.882712425396,4.536929153389e-40,1.63452046840737e-39,"PRSS8","protein_coding"
"ENSMFAG00000043971",1468.16602970732,-0.140652917728238,0.0430827372939787,208.877786751091,4.54774492470248e-40,1.63811797835395e-39,"ADAM15","protein_coding"
"ENSMFAG00000043766",524.258559597775,-0.112954483719484,0.0448456198335213,208.832310444293,4.64882709343109e-40,1.67422259915281e-39,"ENSMFAG00000043766","pseudogene"
"ENSMFAG00000001828",281.917339002336,-0.196978496951713,0.0532925497228421,208.783749448179,4.75924662723656e-40,1.71367617606992e-39,"APOLD1","protein_coding"
"ENSMFAG00000033640",120.013011214415,0.477429912330851,0.0696547120461855,208.763596081002,4.80583828204718e-40,1.7301368542484e-39,"MTFP1","protein_coding"
"ENSMFAG00000034574",287.115603322411,-0.252678706587434,0.0535754615920859,208.762053923483,4.80942225008539e-40,1.7311112703153e-39,"PCBP3","protein_coding"
"ENSMFAG00000028065",24.6481158282948,0.243060046856706,0.170111416191513,208.736803669314,4.86848521384679e-40,1.75205088892258e-39,"TMEM95","protein_coding"
"ENSMFAG00000004404",20.1549884199315,-0.0401519751970459,0.125450097824495,208.622287156895,5.14558508899534e-40,1.85143480992079e-39,"RF00026","snRNA"
"ENSMFAG00000045477",12753.1703563875,-0.0849089472345976,0.0548797937558198,208.569328333624,5.27900981810381e-40,1.89909611177437e-39,"ENSMFAG00000045477","protein_coding"
"ENSMFAG00000041071",878.638075412495,0.229809539134416,0.0454509257002379,208.566036130896,5.28741747899478e-40,1.90177400101212e-39,"KLHL8","protein_coding"
"ENSMFAG00000042111",666.061519904791,-0.106588181669123,0.0564285042680882,208.552803253127,5.32134698846178e-40,1.91362891883229e-39,"LUZP2","protein_coding"
"ENSMFAG00000043361",552.106515009004,0.369781994983924,0.0710056104402529,208.499276123994,5.46082754385548e-40,1.96343019488623e-39,"MYO1B","protein_coding"
"ENSMFAG00000032065",279.241231371821,-0.0215178823740664,0.0410516551383011,208.39656999888,5.73877441676512e-40,2.06298955714355e-39,"KCND1","protein_coding"
"ENSMFAG00000034198",27.9668508240281,-0.0624044310664234,0.101056814975563,208.386210466861,5.76758321432778e-40,2.07296816002033e-39,"ENSMFAG00000034198","protein_coding"
"ENSMFAG00000003303",302.961503168477,0.0682567484082687,0.0312931188843721,208.341472821396,5.89366352273195e-40,2.11789780787738e-39,"MRGBP","protein_coding"
"ENSMFAG00000038568",90.3547178561975,0.28544446777526,0.0580290273574478,208.32666845404,5.9359892041784e-40,2.1327192093381e-39,"SHC4","protein_coding"
"ENSMFAG00000034446",1408.97782544201,0.0138696435937922,0.0338652800353617,208.295314420411,6.02663630922056e-40,2.16489327605207e-39,"ILK","protein_coding"
"ENSMFAG00000033866",2924.58392584771,-0.0339061517381046,0.0262914196488298,208.250066301956,6.15989729013534e-40,2.21236063576539e-39,"TEX2","protein_coding"
"ENSMFAG00000037828",1243.64064486359,-0.104115401008726,0.028629561564853,208.183388253405,6.36165922415501e-40,2.28440873177483e-39,"CRCP","protein_coding"
"ENSMFAG00000043646",51.0981796199656,-0.0265115352074772,0.0833837294355716,208.163971150962,6.42164619902313e-40,2.30552989081376e-39,"CCDC36","protein_coding"
"ENSMFAG00000004966",4.92067817634543,-0.0236842648389975,0.178821326305459,208.156251495061,6.44565201103932e-40,2.31372758744457e-39,"RGL3","protein_coding"
"ENSMFAG00000003745",11.4070575838584,0.0130780409894386,0.136224186859621,208.15298755881,6.45582883694932e-40,2.31695915988876e-39,"VEGFC","protein_coding"
"ENSMFAG00000033206",8.44925257706951,-0.0581204692108669,0.140384456505864,208.094968037232,6.63943573107845e-40,2.38242127378869e-39,"ENSMFAG00000033206","protein_coding"
"ENSMFAG00000031718",131.778564933534,0.184416049759474,0.0715013231544606,208.031186610368,6.84730560570094e-40,2.45656425839438e-39,"CTSC","protein_coding"
"ENSMFAG00000033096",15.2057341779974,-0.0439642189410051,0.0918487036933382,208.014336454054,6.90330008093407e-40,2.47620282125052e-39,"ENSMFAG00000033096","protein_coding"
"ENSMFAG00000002554",833.718164957568,-0.0793858734841334,0.0466519698670959,207.978893136529,7.02257972675152e-40,2.51853041018286e-39,"HEG1","protein_coding"
"ENSMFAG00000001968",252.411824926312,0.240550910933628,0.0465840589715616,207.942092103111,7.1486092323034e-40,2.56326289972398e-39,"TMOD3","protein_coding"
"ENSMFAG00000033599",514.086438569028,-0.340053568021167,0.0574139464704126,207.936154586338,7.16915373226493e-40,2.57016245358015e-39,"GSTO1","protein_coding"
"ENSMFAG00000034353",588.209068945828,-0.152697706732906,0.0338976349616132,207.903911291944,7.28175421381803e-40,2.61005584281666e-39,"ZNF331","protein_coding"
"ENSMFAG00000021465",786.68349996321,-0.12873634067038,0.098402250765205,207.897458997033,7.30449841575514e-40,2.61773270504323e-39,"EPOP","protein_coding"
"ENSMFAG00000031144",193.749078071503,0.235193539540043,0.0561790686825646,207.895809027019,7.31032591805418e-40,2.61934539704095e-39,"BOLA3","protein_coding"
"ENSMFAG00000025261",153.727714011062,0.078593510668286,0.117456305226246,207.893495224474,7.31850582904463e-40,2.62180023636e-39,"CDC42EP2","protein_coding"
"ENSMFAG00000041680",1437.64276085382,-0.133022616014541,0.0457029347613338,207.880728945651,7.36380282941646e-40,2.63754869177792e-39,"DUSP26","protein_coding"
"ENSMFAG00000038525",19721.4747004451,-0.0967582356614425,0.0328571405141374,207.787757783817,7.70224375147672e-40,2.758269940184e-39,"HSP90AB1","protein_coding"
"ENSMFAG00000045050",9.52954623194703,0.0540454769958192,0.13771247080498,207.729688903481,7.92147493979679e-40,2.83626462551389e-39,"TBC1D10C","protein_coding"
"ENSMFAG00000034697",526.298549526225,0.00652062444956165,0.038747805795282,207.694037579504,8.05915097037449e-40,2.88503568482274e-39,"PSKH1","protein_coding"
"ENSMFAG00000033183",33.8631144788325,-0.801242669946304,0.0947936110177092,207.666434983205,8.16738571611835e-40,2.92325149556407e-39,"BTBD19","protein_coding"
"ENSMFAG00000030718",7.55902661907154,-0.0954025002359341,0.139353835592118,207.564765622359,8.57873397524511e-40,3.06992344576599e-39,"ENSMFAG00000030718","protein_coding"
"ENSMFAG00000045716",606.769014361394,-0.0299286401800555,0.0356193975600411,207.505897697622,8.82631172256591e-40,3.15794710624969e-39,"DHRS11","protein_coding"
"ENSMFAG00000038472",4276.93618051733,0.24770667982183,0.0667355165035861,207.482297584318,8.92755973479394e-40,3.19359334095275e-39,"SPTB","protein_coding"
"ENSMFAG00000039585",6618.84026535642,-0.248481393735711,0.0704098711731075,207.394827114775,9.31305253966226e-40,3.33088911931513e-39,"EPHB6","protein_coding"
"ENSMFAG00000009165",193.392832645739,0.211103167933003,0.057765013839863,207.393291756971,9.31996558928697e-40,3.33275753910494e-39,"ISOC2","protein_coding"
"ENSMFAG00000033897",794.302386742066,-0.254813823484474,0.0581385684996516,207.380680618862,9.37694252796997e-40,3.35252455085891e-39,"VANGL2","protein_coding"
"ENSMFAG00000032017",73.2251661365589,0.0480135169840392,0.0886580935694733,207.36512575925,9.44769899432341e-40,3.37721008253604e-39,"IL16","protein_coding"
"ENSMFAG00000041522",1568.84449247755,0.167164513213845,0.0307905830299797,207.286525733936,9.81348358886509e-40,3.50732943625224e-39,"UBE2H","protein_coding"
"ENSMFAG00000044280",64.4623132947805,0.0540667488945829,0.0731639648868655,207.284550422012,9.82285630139818e-40,3.51004347227796e-39,"CDCP1","protein_coding"
"ENSMFAG00000018004",16.8964949645077,-0.41756301007199,0.117085359313222,207.22968445379,1.00867982339056e-39,3.60370636884711e-39,"MIR137","miRNA"
"ENSMFAG00000015999",1554.63947159813,0.0301699529744085,0.0292226080834776,207.19423793183,1.02610775747665e-39,3.66530743492563e-39,"ENSMFAG00000015999","protein_coding"
"ENSMFAG00000032498",2314.18540112742,-0.0227527743098652,0.0399374507877573,207.019850179227,1.11633215205191e-39,3.98687167860421e-39,"SGSM3","protein_coding"
"ENSMFAG00000010291",3370.88462483981,-0.0522677367421983,0.0256543861743888,206.949186313157,1.15511187519319e-39,4.12462314898878e-39,"PUM1","protein_coding"
"ENSMFAG00000044592",161.076400624293,0.00897201175973775,0.0505523499983738,206.763866609293,1.26333140328578e-39,4.50992596261674e-39,"APBB1IP","protein_coding"
"ENSMFAG00000032041",166.282813418047,-0.0936763956218257,0.0555215595049263,206.763360263898,1.26364056011321e-39,4.50992596261674e-39,"ZNF468","protein_coding"
"ENSMFAG00000046862",6.63413915073476,0.590939747332601,0.172028074413992,206.763258589865,1.26370264784654e-39,4.50992596261674e-39,"ENSMFAG00000046862","lincRNA"
"ENSMFAG00000044998",1214.33043573868,-0.0906138743928399,0.0388986298044662,206.740353563564,1.27776772493884e-39,4.55929706121032e-39,"GALNT11","protein_coding"
"ENSMFAG00000024997",3.50660043203841,0.222549019964346,0.725838709610661,206.71381825309,1.29425779181681e-39,4.61730152741445e-39,"CLDN4","protein_coding"
"ENSMFAG00000032034",388.553576945455,0.105029575323244,0.0402243014981294,206.708813439409,1.29739173961098e-39,4.62764530115759e-39,"DECR1","protein_coding"
"ENSMFAG00000039181",18.589953494236,0.298266084720316,0.10924451157007,206.677337752782,1.31727601726189e-39,4.69772101438852e-39,"ENSMFAG00000039181","protein_coding"
"ENSMFAG00000000518",577.365981345219,0.194230947733659,0.0444973986502049,206.599865565895,1.36752529019349e-39,4.876040662468e-39,"ZBTB21","protein_coding"
"ENSMFAG00000039051",276.660253396246,-0.0675220985272823,0.0369456256420397,206.56425065335,1.39126405697896e-39,4.95978723980287e-39,"IRAK3","protein_coding"
"ENSMFAG00000045777",39.0929023563873,0.473074706366093,0.102010632202499,206.525308721623,1.41769212383245e-39,5.05308905120337e-39,"OLFM4","protein_coding"
"ENSMFAG00000003199",230.986990031258,-0.371981820959127,0.118500255834682,206.515825114115,1.42420383295136e-39,5.07538198154169e-39,"PDIA2","protein_coding"
"ENSMFAG00000007141",1346.12706291451,0.0644464496334059,0.0326118197573033,206.504307228566,1.43215255440018e-39,5.10278696342079e-39,"ENSMFAG00000007141","protein_coding"
"ENSMFAG00000033415",1132.51421096402,0.194655054841094,0.0506910325859043,206.473573439458,1.4535802744827e-39,5.1781993096394e-39,"DCC","protein_coding"
"ENSMFAG00000033103",1941.03310486924,-0.0925270636547814,0.0334743822133989,206.473140478136,1.4538844149024e-39,5.17834788354769e-39,"APMAP","protein_coding"
"ENSMFAG00000036601",1209.90449586595,0.00046701963247909,0.04001989304053,206.411165178773,1.49808276286785e-39,5.33480762983366e-39,"RCC2","protein_coding"
"ENSMFAG00000022656",635.832536748631,0.110784394174959,0.0423842515693718,206.40469120018,1.50277653926906e-39,5.35055696009691e-39,"RACGAP1","protein_coding"
"ENSMFAG00000039761",260.374877820834,0.149281858416771,0.0465331408100897,206.398238284979,1.50746967392945e-39,5.3662983232863e-39,"FDX1","protein_coding"
"ENSMFAG00000032460",2622.02792021175,-0.0469291608667636,0.0245120387089353,206.321671908419,1.56428659549459e-39,5.5675510646283e-39,"GLYR1","protein_coding"
"ENSMFAG00000039571",3.93742397334514,-0.32947451152549,0.277440204505184,206.282978063628,1.59380906801368e-39,5.67160334175762e-39,"PCP2","protein_coding"
"ENSMFAG00000032020",520.077893171075,0.0463264240960795,0.0603174526721492,206.282477021165,1.59419498170625e-39,5.67195372863823e-39,"S100A16","protein_coding"
"ENSMFAG00000037115",542.475413923504,-0.0895799497505519,0.0427174142711527,206.234331427679,1.63171685227006e-39,5.80440543158335e-39,"PDZRN4","protein_coding"
"ENSMFAG00000039945",1924.11644158273,0.0701515655456088,0.0663366749950884,206.226108558556,1.63821297506097e-39,5.82646330639927e-39,"ELK1","protein_coding"
"ENSMFAG00000034076",409.389985990389,0.040014063780578,0.0445145579450165,206.221810809066,1.64161850736145e-39,5.8375232271141e-39,"TUFT1","protein_coding"
"ENSMFAG00000045890",29.6844451012907,-0.34429568597251,0.104681508821655,206.166129530096,1.68638542511752e-39,5.99563192944485e-39,"PTER","protein_coding"
"ENSMFAG00000042663",5018.37045829909,-0.109785787317457,0.0429072196948048,206.148402694553,1.7008920717553e-39,6.04611824173583e-39,"DOCK9","protein_coding"
"ENSMFAG00000046745",5.64355740966448,0.545858876155911,0.202110284641627,206.056134361739,1.77843819774468e-39,6.32063085697012e-39,"ENSMFAG00000046745","lincRNA"
"ENSMFAG00000022123",76.6484617475029,-0.413277325543923,0.107795804452122,206.040321112858,1.79207868437268e-39,6.3679626508269e-39,"ENSMFAG00000022123","miRNA"
"ENSMFAG00000002844",646.193226315302,0.0687038306400734,0.0487010637784774,205.949367913892,1.87259033846835e-39,6.65285425975108e-39,"GALNT1","protein_coding"
"ENSMFAG00000003914",1345.5098289715,0.0262152671624103,0.0365498930746235,205.94533301909,1.87624461028494e-39,6.66463702072772e-39,"ANKRD40","protein_coding"
"ENSMFAG00000003116",9.38548578979359,0.390319369957399,0.170398095771914,205.937130584302,1.88369527678392e-39,6.68989834440249e-39,"MTTP","protein_coding"
"ENSMFAG00000015719",13.9807705679838,0.164010232185916,0.124946060280429,205.936626623971,1.88415401145129e-39,6.69032336763666e-39,"CCDC89","protein_coding"
"ENSMFAG00000034347",126.49890758891,-0.00940444257477466,0.0742743086670581,205.929068455717,1.89104731789314e-39,6.713592241214e-39,"RANBP17","protein_coding"
"ENSMFAG00000043492",39.5546344034512,0.320520780191328,0.0819797299856224,205.928411425032,1.89164774194081e-39,6.71451578412954e-39,"IGFLR1","protein_coding"
"ENSMFAG00000002037",1183.57868379406,0.434997408059796,0.0602251955573554,205.917543376287,1.90160714441509e-39,6.74865326863284e-39,"LRRTM3","protein_coding"
"ENSMFAG00000033484",4105.15027059393,-0.15858318036449,0.0412920683980265,205.905667913785,1.91254967418382e-39,6.7862668892277e-39,"ARHGAP44","protein_coding"
"ENSMFAG00000032694",386.089920684164,-0.163916146255438,0.0483660462113601,205.891242399126,1.9259266307336e-39,6.83250346595387e-39,"ANKRD44","protein_coding"
"ENSMFAG00000044119",1332.50807695078,0.00558477033231942,0.0421251923699869,205.80009093172,2.01264217727423e-39,7.13885591263259e-39,"CLIP4","protein_coding"
"ENSMFAG00000044849",561.055171754286,0.0891560497273043,0.0379784805602829,205.792316085195,2.02021688381327e-39,7.16443557717533e-39,"BUB3","protein_coding"
"ENSMFAG00000046997",0.739088437781924,0.031710056913175,0.700836841658226,205.789488953235,2.02297829949633e-39,7.17293940802544e-39,"ENSMFAG00000046997","lincRNA"
"ENSMFAG00000041606",852.81702161791,0.0424889347496183,0.0462898208864227,205.755669984312,2.05630515332034e-39,7.28979757192183e-39,"ATP10A","protein_coding"
"ENSMFAG00000041968",4217.88543716943,-0.0394959527706151,0.0453396653296051,205.73280309107,2.07914976107395e-39,7.36945986806381e-39,"MDN1","protein_coding"
"ENSMFAG00000036911",64.4358958242469,-0.103014268848788,0.0905860116118018,205.713144651375,2.09899174272344e-39,7.43845277791287e-39,"RBPMS","protein_coding"
"ENSMFAG00000003258",127.267566979871,-0.174806160701685,0.0534582454716822,205.698139667229,2.11426410888916e-39,7.49122991499388e-39,"CNGA3","protein_coding"
"ENSMFAG00000014171",654.670806733907,-0.0209744792425703,0.0646104325810252,205.692716845397,2.11981084803122e-39,7.50953458767541e-39,"ENSMFAG00000014171","protein_coding"
"ENSMFAG00000034248",12.8818623907314,-0.34658670086076,0.127601359970653,205.68158291199,2.13124483980047e-39,7.54868482838681e-39,"CCDC166","protein_coding"
"ENSMFAG00000044902",1.84358450963322,0.640578692729585,0.337961466050085,205.671042347977,2.14212627651951e-39,7.58586426566455e-39,"ENSMFAG00000044902","protein_coding"
"ENSMFAG00000037607",3631.2790650297,0.0241558710228078,0.0285036842990214,205.657767250386,2.1559097328403e-39,7.633305373839e-39,"KLHL42","protein_coding"
"ENSMFAG00000031699",69.7703816849407,-0.085064465604398,0.0845115572274337,205.649809878119,2.16421428912281e-39,7.66133411427545e-39,"MTMR11","protein_coding"
"ENSMFAG00000037966",191.226687603808,0.0822882737675384,0.0544947416083584,205.573378444176,2.24562726791223e-39,7.94811071756845e-39,"SAP30","protein_coding"
"ENSMFAG00000045960",917.270052636305,0.0505158372154169,0.0591767446630142,205.565475077292,2.25421847455269e-39,7.97708732781091e-39,"MARCH4","protein_coding"
"ENSMFAG00000032772",894.545161058657,0.24611561621583,0.0404782883349344,205.549419991814,2.27177215323275e-39,8.03776369510286e-39,"VMP1","protein_coding"
"ENSMFAG00000042272",512.895816679719,-0.425758493519577,0.0869843431363176,205.501898888084,2.32453377041015e-39,8.22296528464199e-39,"CALD1","protein_coding"
"ENSMFAG00000017322",217.80088562723,0.011833746152124,0.0523236490842975,205.48588641873,2.34258656973993e-39,8.28534113534832e-39,"ATAD2","protein_coding"
"ENSMFAG00000045736",880.948842344739,0.34661774325572,0.0648367362285201,205.481672109838,2.34736112456977e-39,8.30074009139977e-39,"TRERF1","protein_coding"
"ENSMFAG00000043317",2978.21599206629,0.199398114970916,0.0417532842647303,205.426888078022,2.41032051764211e-39,8.52184992906542e-39,"ENSMFAG00000043317","protein_coding"
"ENSMFAG00000000753",86.9965309176087,0.593297933293418,0.123199823160535,205.416208657201,2.42278882450803e-39,8.56439790132434e-39,"TACR3","protein_coding"
"ENSMFAG00000045018",12.215441336138,0.498211663435638,0.137426959758454,205.408322702541,2.43203710216467e-39,8.5955500805863e-39,"IQCA1L","protein_coding"
"ENSMFAG00000035655",37.940101860947,0.128021271351398,0.0868419011646851,205.407602007042,2.43288405796022e-39,8.59700362315028e-39,"BCO1","protein_coding"
"ENSMFAG00000039215",162.026153821533,-0.145577395673625,0.0467491415355333,205.394554957295,2.44826793645044e-39,8.64981610063384e-39,"ZNF233","protein_coding"
"ENSMFAG00000031123",4217.65830897718,0.103133479162715,0.0445315199047473,205.381579089782,2.46366433086146e-39,8.70265388051528e-39,"RIMS2","protein_coding"
"ENSMFAG00000038268",469.675241755369,0.200664321595702,0.0354836242741516,205.372169955555,2.47488915479879e-39,8.74073971764626e-39,"NHLRC2","protein_coding"
"ENSMFAG00000024346",657.958468443042,0.0299692480903493,0.0310316119363796,205.353533303014,2.49727327952811e-39,8.81821695627215e-39,"ENSMFAG00000024346","protein_coding"
"ENSMFAG00000030954",490.231647929116,0.0140061603381391,0.0657660571597611,205.323307012131,2.53400860038794e-39,8.94633345909015e-39,"FAM155A","protein_coding"
"ENSMFAG00000042152",141.467875896873,-0.255271228923716,0.0701607599101212,205.316810427763,2.54197444066022e-39,8.97285146030546e-39,"GYG2","protein_coding"
"ENSMFAG00000016061",230.15954334918,-0.116308081965109,0.0381653688250358,205.306082629155,2.55518325344578e-39,9.01786370184083e-39,"TMEM185B","protein_coding"
"ENSMFAG00000031165",977.906001632177,0.00588433501331644,0.059707050324222,205.288430183442,2.57706768003001e-39,9.09347272216598e-39,"IGDCC4","protein_coding"
"ENSMFAG00000037375",784.776800632211,0.0716985233333973,0.06794273827515,205.273604811353,2.59559196689251e-39,9.15720019501574e-39,"ENSMFAG00000037375","protein_coding"
"ENSMFAG00000036547",372.760765657566,0.275691871089578,0.121581321849283,205.202125881295,2.68678998038286e-39,9.47725060652746e-39,"NTNG1","protein_coding"
"ENSMFAG00000039038",10.6513053491403,0.0948490664633633,0.114742004380349,205.199313923276,2.69044244102506e-39,9.48843793499668e-39,"CD300C","protein_coding"
"ENSMFAG00000038136",212.277616845988,0.11506509311804,0.11002835926071,205.148114239786,2.75782060843342e-39,9.7243238466062e-39,"C1QTNF5","protein_coding"
"ENSMFAG00000000120",2087.48132581336,0.101523108523934,0.0395711010631316,205.107054687756,2.81307124771207e-39,9.91737035194829e-39,"BTBD10","protein_coding"
"ENSMFAG00000032829",1421.56072678803,0.0642083840843414,0.0339944056180413,205.079659865038,2.85054837875435e-39,1.00476992871706e-38,"GPD1L","protein_coding"
"ENSMFAG00000037877",497.752725100226,0.106247118887847,0.0398270711221507,205.022725440573,2.93004097607e-39,1.03260526057891e-38,"KLHL15","protein_coding"
"ENSMFAG00000004546",1111.89068678825,-0.0614831625440342,0.0776384624478369,205.001720267368,2.95992502796035e-39,1.04295072592346e-38,"PRR7","protein_coding"
"ENSMFAG00000041628",51.071279119276,-0.0110535945856575,0.103401361223787,204.945713007007,3.04110425458868e-39,1.07136349136839e-38,"VSTM4","protein_coding"
"ENSMFAG00000018189",13.8749702354063,0.400605346489225,0.195237812506375,204.937114091671,3.05376345538031e-39,1.07563121209504e-38,"MIR219A2","miRNA"
"ENSMFAG00000039333",210.290213066086,-0.223454211285096,0.0712380950720276,204.93093666757,3.06289027369054e-39,1.07865341567842e-38,"WNT9A","protein_coding"
"ENSMFAG00000006014",7019.52124827058,-0.128424337500807,0.0476066809081511,204.840024046183,3.20040594108262e-39,1.12688097839833e-38,"PNMA8A","protein_coding"
"ENSMFAG00000043945",295.807779659278,-0.0291961324851975,0.0375796578272053,204.832605080519,3.21189668491077e-39,1.13072516300909e-38,"SPIDR","protein_coding"
"ENSMFAG00000016066",362.62191014967,0.0678091970538222,0.0420051215617932,204.815506365972,3.23853705452797e-39,1.1399003417757e-38,"PM20D2","protein_coding"
"ENSMFAG00000006003",256.307167428403,-0.0171621680741779,0.053468454126455,204.810834384511,3.24585450333708e-39,1.14227217870247e-38,"CD34","protein_coding"
"ENSMFAG00000003547",202.836750667471,0.0268921659811052,0.0389031411406807,204.788987601125,3.28029178287735e-39,1.15418540406091e-38,"RRP36","protein_coding"
"ENSMFAG00000016453",29.1205811179661,-0.207806799814332,0.0880349859944246,204.74517677832,3.35045570123041e-39,1.17866271878549e-38,"ENSMFAG00000016453","protein_coding"
"ENSMFAG00000020574",2395.07861095289,0.044267902773009,0.0449561834128745,204.725101659107,3.38310571366521e-39,1.18993657650698e-38,"ENSMFAG00000020574","protein_coding"
"ENSMFAG00000040037",4189.6748854571,-0.0648318425212182,0.0363640472137753,204.722003704828,3.38817245253009e-39,1.1915063060653e-38,"FEM1B","protein_coding"
"ENSMFAG00000034396",293.002975167318,-0.103048688148912,0.0641877149426655,204.706120395022,3.41426917369987e-39,1.2004696959274e-38,"RBM24","protein_coding"
"ENSMFAG00000041819",69.1583150632723,0.10868292280027,0.0581585425723686,204.66951284198,3.47518420363445e-39,1.22166995735106e-38,"HYKK","protein_coding"
"ENSMFAG00000030028",627.525669367924,-0.295874203141418,0.058947892772791,204.607143858886,3.5814789676097e-39,1.25881266456848e-38,"MYADM","protein_coding"
"ENSMFAG00000031453",36.6400614650856,-0.211685650948555,0.152927236822792,204.471225842927,3.82451679777451e-39,1.34399582286174e-38,"ENSMFAG00000031453","protein_coding"
"ENSMFAG00000003177",11.0033256116429,-0.574128428084225,0.153455285672035,204.454143876147,3.85620526139e-39,1.35489035288012e-38,"TNFSF9","protein_coding"
"ENSMFAG00000033297",453.266214759764,0.00622200647515776,0.0445235619337323,204.38732978137,3.98269229615743e-39,1.39908286252053e-38,"RELA","protein_coding"
"ENSMFAG00000041413",1031.64017235306,0.115534111426623,0.0264853058601967,204.351145006704,4.05291708815159e-39,1.42349875370963e-38,"EXD2","protein_coding"
"ENSMFAG00000040453",119.398930758212,-0.09451429948686,0.0741950614802883,204.346240945679,4.06252930117863e-39,1.4266208964381e-38,"ENSMFAG00000040453","protein_coding"
"ENSMFAG00000015202",57.9478452896874,0.223698560477416,0.0835734056491916,204.314695080589,4.12490795359499e-39,1.44826839395616e-38,"MPL","protein_coding"
"ENSMFAG00000039638",142.293939772099,0.149791494915908,0.071210003575111,204.250028815004,4.25578785535615e-39,1.49395491837551e-38,"CLDN15","protein_coding"
"ENSMFAG00000038114",1944.53938270164,-0.0204760454439963,0.025216810869265,204.208125533884,4.34280545208078e-39,1.52423047279363e-38,"SND1","protein_coding"
"ENSMFAG00000031909",2214.8692331256,0.00674391319894045,0.0449841908862807,204.204022576672,4.351420794725e-39,1.52698266266252e-38,"SPRED1","protein_coding"
"ENSMFAG00000001527",851.799614190556,0.0751577632619812,0.0634001532119256,204.162444679445,4.43969524446588e-39,1.55768254914297e-38,"ST6GAL2","protein_coding"
"ENSMFAG00000032499",176.042658415052,-0.0641098129215915,0.0437385403633254,204.044102503438,4.70087021027436e-39,1.64902348425127e-38,"PIR","protein_coding"
"ENSMFAG00000044620",47.4692834190187,-0.0286572777405163,0.0596146792881774,204.034634715092,4.72241700354007e-39,1.65628745669841e-38,"C16orf95","protein_coding"
"ENSMFAG00000041462",10.8385761615781,0.272589890779659,0.12743848404895,203.995095716396,4.81347210370574e-39,1.68792307713385e-38,"BANK1","protein_coding"
