"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","gene_type"
"ENSMFAG00000002126",163.540208300514,-0.324857331748422,0.108590972203208,3756.55906483158,0,0,"RXRG","protein_coding"
"ENSMFAG00000037711",34.1978707019509,-1.34561794946314,0.185651967423179,1735.11079651565,0,0,"FAM163A","protein_coding"
"ENSMFAG00000041045",151.286783978565,0.150078949013496,0.167028008359648,2243.36233228599,0,0,"RGS16","protein_coding"
"ENSMFAG00000035700",1244.6580407442,0.306640902475552,0.0792423194542036,2627.69982071254,0,0,"RGS8","protein_coding"
"ENSMFAG00000039305",29.3618905005791,-0.24103256250914,0.31273776705772,2316.73370656145,0,0,"PTPN7","protein_coding"
"ENSMFAG00000037976",622.746293630076,-0.224911494605433,0.139715628980526,3631.37972554705,0,0,"GPR88","protein_coding"
"ENSMFAG00000032159",232.286753470281,-0.203071978854491,0.103114686406668,3558.6727797905,0,0,"KANK4","protein_coding"
"ENSMFAG00000030860",66.4342095095078,0.562114879535306,0.142604293734262,3518.03824010514,0,0,"GPR149","protein_coding"
"ENSMFAG00000039633",74.8364384945378,0.105602381653787,0.151375951147109,2304.27268564469,0,0,"MME","protein_coding"
"ENSMFAG00000004057",363.782302581009,-0.0214173365995431,0.0802181543448402,1982.03321630536,0,0,"ENTPD3","protein_coding"
"ENSMFAG00000002063",131.89885062188,-0.0413873046795694,0.0985766130117428,1862.03274123368,0,0,"SEMA3F","protein_coding"
"ENSMFAG00000003197",4078.05550235196,-0.155879639666084,0.0688974857605871,1962.31740152196,0,0,"ADCY5","protein_coding"
"ENSMFAG00000037060",36.9162247079942,-0.744212738305817,0.18147384009254,1898.43524234587,0,0,"DRD3","protein_coding"
"ENSMFAG00000002748",554.170592573449,0.259895884784168,0.116742034419861,3401.35901038551,0,0,"PCP4","protein_coding"
"ENSMFAG00000000287",292.109905974787,0.0901960206253344,0.104590391998972,1712.87722555259,0,0,"TAC1","protein_coding"
"ENSMFAG00000001357",127.471735571314,-0.058583069722768,0.0595596942094925,1829.83845395819,0,0,"LHFPL3","protein_coding"
"ENSMFAG00000028602",638.170967100216,3.21873873130201,0.159303557987405,1983.38619412135,0,0,"MET","protein_coding"
"ENSMFAG00000041411",672.538991170206,0.39642737913791,0.0808601066266875,2915.07129886671,0,0,"STRIP2","protein_coding"
"ENSMFAG00000036123",950.764429277772,0.657222062788632,0.120942185250608,1742.87320426157,0,0,"SV2C","protein_coding"
"ENSMFAG00000028493",145.49472094218,0.13980427429553,0.0955665139653052,2402.27591609042,0,0,"ANKRD34B","protein_coding"
"ENSMFAG00000038737",2208.50047796196,0.0194831298371734,0.135470522656633,1827.32140948396,0,0,"RGS14","protein_coding"
"ENSMFAG00000040970",422.368388554262,-1.83957879719824,0.18042610054497,1721.84896747033,0,0,"CA12","protein_coding"
"ENSMFAG00000043586",285.347752663968,-0.245408751004752,0.115016445060984,3492.79869262408,0,0,"COCH","protein_coding"
"ENSMFAG00000046342",28.6251893893668,-0.139559474353611,0.135993587502223,2044.32134893099,0,0,"NKX2-1","protein_coding"
"ENSMFAG00000030025",197.228752535736,0.031687363091915,0.0766631668735858,5161.53604487203,0,0,"ENSMFAG00000030025","protein_coding"
"ENSMFAG00000039919",972.590978730132,0.070666931371064,0.129653563719319,6676.48494034496,0,0,"SYNDIG1L","protein_coding"
"ENSMFAG00000036626",7.63407560378382,-0.643488578984976,0.30787478170944,1597.1648065122,0,0,"TSHR","protein_coding"
"ENSMFAG00000046363",698.839862192447,0.144607654206538,0.116551652752127,2275.34879254543,0,0,"CCDC88C","protein_coding"
"ENSMFAG00000046132",1105.73408869323,0.0297739304661959,0.103849484951044,2684.10935063794,0,0,"PDE10A","protein_coding"
"ENSMFAG00000002164",111.607494879631,-0.337511349140845,0.176616581797849,2687.54182841346,0,0,"ENSMFAG00000002164","pseudogene"
"ENSMFAG00000036990",61.4331553585458,-0.118372989187246,0.135682493990092,3900.14200142373,0,0,"SLC35D3","protein_coding"
"ENSMFAG00000010683",419.485830767575,0.0358448894779491,0.12432433235339,2199.72919187348,0,0,"TPBG","protein_coding"
"ENSMFAG00000043732",218.169713495464,0.151874385059292,0.0656430068279122,2368.20233766824,0,0,"KLHL13","protein_coding"
"ENSMFAG00000039094",24.2430199292077,0.344369985017055,0.1373688941943,1908.94857604421,0,0,"STK26","protein_coding"
"ENSMFAG00000041424",341.165240503644,-0.139070664359649,0.0986491183829271,5577.31948357009,0,0,"LPL","protein_coding"
"ENSMFAG00000031729",900.53912231307,-0.094662834608909,0.146625505978367,3861.87551474178,0,0,"PENK","protein_coding"
"ENSMFAG00000045036",90.2904745043486,-0.0556802960569508,0.0995843280909648,1794.10799568814,0,0,"ANO2","protein_coding"
"ENSMFAG00000042942",184.544389572163,-0.336823145520094,0.0738863200961102,2699.90273042485,0,0,"SRGAP1","protein_coding"
"ENSMFAG00000001392",16.8282047664431,-0.223616637456702,0.172996529942815,1586.56747018083,0,0,"ST8SIA6","protein_coding"
"ENSMFAG00000040667",25.2427186168249,-0.385436148192933,0.144148873661053,1587.1690742211,0,0,"MYO3A","protein_coding"
"ENSMFAG00000003838",1897.7741415882,0.202816141458522,0.0624391236908907,1666.61134836379,0,0,"INPP5A","protein_coding"
"ENSMFAG00000035983",3701.35027890454,-0.126833131948648,0.0581177400275964,2200.91722721541,0,0,"SATB2","protein_coding"
"ENSMFAG00000028402",233.438986414562,-0.693878359872389,0.144234271523392,2696.21037843283,0,0,"LRRC10B","protein_coding"
"ENSMFAG00000043416",344.31200321935,-0.00689482934817557,0.14744247110531,5273.84983785822,0,0,"DRD2","protein_coding"
"ENSMFAG00000002569",68.9780376579602,-0.321556900577073,0.155313757313473,4083.13183619932,0,0,"BSPRY","protein_coding"
"ENSMFAG00000002145",860.765244546711,0.262533867392129,0.0547903854727473,2277.84030915641,0,0,"ABCA1","protein_coding"
"ENSMFAG00000018905",49.8887665899238,-0.870511417220135,0.08885578231334,1578.6897194096,0,0,"ENSMFAG00000018905","protein_coding"
"ENSMFAG00000027078",178.239562605082,0.356263872434569,0.0700699684734468,2283.8018292149,0,0,"PBX3","protein_coding"
"ENSMFAG00000037536",23.2650419698439,-0.450022900558059,0.248945160924773,2350.94539799787,0,0,"SLC5A7","protein_coding"
"ENSMFAG00000044088",52.2477149742001,0.247396426536598,0.285457149492374,2120.116243181,0,0,"SIX3","protein_coding"
"ENSMFAG00000033090",769.391818982229,-0.042107428571391,0.0756170085285082,2171.04410040237,0,0,"ENSMFAG00000033090","protein_coding"
"ENSMFAG00000044565",410.016622806004,-0.0242063605382864,0.0603342536738892,2272.85784984145,0,0,"FOXO1","protein_coding"
"ENSMFAG00000019768",23.1291894707536,-0.173246987193146,0.184958207200072,2026.46750316083,0,0,"ENSMFAG00000019768","protein_coding"
"ENSMFAG00000032114",126.404563935567,0.111244323385078,0.0971676095429529,1717.51561999796,0,0,"DACH1","protein_coding"
"ENSMFAG00000001921",779.432173267104,-0.0784382363208416,0.0509271911378082,2141.76505642446,0,0,"EDNRB","protein_coding"
"ENSMFAG00000035829",286.938133945488,-0.138648648214751,0.0579595362534994,1579.45032086657,0,0,"GPC5","protein_coding"
"ENSMFAG00000031796",385.916629057803,-0.322486140368437,0.141798915409797,5448.57476915005,0,0,"ADORA2A","protein_coding"
"ENSMFAG00000038394",147.925500758018,0.084688321471628,0.0905213786311857,1565.83916364069,0,0,"RFLNB","protein_coding"
"ENSMFAG00000001154",227.203559297952,0.0295932392190099,0.143709537252169,2419.44203232533,0,0,"ATP2A3","protein_coding"
"ENSMFAG00000045616",195.81659015207,0.166417217553859,0.108937736019328,2176.19005481058,0,0,"PIK3R5","protein_coding"
"ENSMFAG00000041728",4136.84268576506,0.281167221578006,0.098682294984739,2598.59623480126,0,0,"PPP1R1B","protein_coding"
"ENSMFAG00000002771",140.514786017892,0.489442458378731,0.161003081960031,1811.32577562558,0,0,"PNMT","protein_coding"
"ENSMFAG00000001149",166.230598649317,0.0093069746703159,0.0889385637287924,2288.20176411918,0,0,"ARHGAP27","protein_coding"
"ENSMFAG00000035462",265.444096465213,-0.386275513905832,0.10730456512889,4577.15379926887,0,0,"RGS9","protein_coding"
"ENSMFAG00000043089",1071.34357160932,0.00896364794867724,0.0630063853459461,1657.22696307166,0,0,"CACNG4","protein_coding"
"ENSMFAG00000002118",34.9111213474822,0.100881098095436,0.144437593973966,1582.001459156,0,0,"DNAH17","protein_coding"
"ENSMFAG00000031370",274.423841817353,-0.0246404158163464,0.0826447418255327,2071.90356553842,0,0,"CARHSP1","protein_coding"
"ENSMFAG00000006757",27.010627396205,-0.747467530124543,0.231516676575794,2713.574240025,0,0,"GPR139","protein_coding"
"ENSMFAG00000032048",18.9744427508147,0.126770542093015,0.201573847377445,1678.13996984111,0,0,"IRX3","protein_coding"
"ENSMFAG00000034225",707.134050564131,-0.146073252239595,0.0715527212210254,1689.71759612687,0,0,"ZFHX3","protein_coding"
"ENSMFAG00000044213",1459.3088635447,-0.360991619033589,0.070282604519577,1664.54054690029,0,0,"GNAL","protein_coding"
"ENSMFAG00000016787",575.443341676786,-0.109151316166302,0.112191581359233,1655.16581090279,0,0,"LINGO3","protein_coding"
"ENSMFAG00000003910",485.047313646536,0.27363421417192,0.0831691376172094,1959.13714159557,0,0,"GNG7","protein_coding"
"ENSMFAG00000033353",12.3841039927182,-0.34738090989096,0.195337346142608,1673.7288864663,0,0,"ACSBG2","protein_coding"
"ENSMFAG00000038912",132.680930600553,1.66971579435449,0.15383185914853,2236.45651860668,0,0,"ENSMFAG00000038912","protein_coding"
"ENSMFAG00000034405",43.8129740261016,0.279530110402513,0.143179359842999,2855.30777928259,0,0,"ECEL1","protein_coding"
"ENSMFAG00000046226",2503.75719980224,0.772385629563676,0.0795653954793089,1530.86564842688,4.94065645841247e-324,1.26480805335359e-321,"RORB","protein_coding"
"ENSMFAG00000031010",1018.6237157933,-0.0250948035721944,0.107680222473425,1528.24632740827,1.48219693752374e-323,3.74995825193506e-321,"RASD2","protein_coding"
"ENSMFAG00000032487",947.49114383455,-0.601410781545335,0.0932951894781847,1525.83517076554,4.94065645841247e-323,1.23417598331143e-320,"BCL11B","protein_coding"
"ENSMFAG00000041845",1388.18985610653,-0.101623464280617,0.0412866207130505,1522.50788399354,2.56914135837448e-322,6.33688597355983e-320,"KHDRBS3","protein_coding"
"ENSMFAG00000042203",19.0326168437629,-0.377092152480986,0.182188150384512,1514.35796575947,1.49603077560729e-320,3.64440606735754e-318,"TRH","protein_coding"
"ENSMFAG00000019272",585.178050422273,0.249423023003793,0.0966405276047876,1511.33283615919,6.74152573750381e-320,1.62224132703438e-317,"RASGRP2","protein_coding"
"ENSMFAG00000025079",844.206274658858,-0.0462347704147762,0.0601180978880583,1507.45545193905,4.64337715930979e-319,1.10389299698537e-316,"C10H20orf27","protein_coding"
"ENSMFAG00000042358",647.576495300767,0.0104477787983282,0.0601319871605031,1497.14608324771,7.85356276437554e-317,1.844839291058e-314,"TANC1","protein_coding"
"ENSMFAG00000045768",228.922084424963,-0.106954838074709,0.0631250237370378,1493.48006955162,4.86866452274031e-316,1.13021751014141e-313,"RAB34","protein_coding"
"ENSMFAG00000008697",14.1640669430939,-0.332117432422166,0.426416602867103,1489.60635773568,3.34682717672853e-315,7.67902254082199e-313,"SLC18A3","protein_coding"
"ENSMFAG00000017288",34.739979562041,-0.820828074125064,0.0892451795511116,1487.70733365164,8.61122011993454e-315,1.95306431501927e-312,"ENSMFAG00000017288","protein_coding"
"ENSMFAG00000045585",322.95353379675,-0.247188533424338,0.0686837633961711,1477.78509082549,1.20086534373687e-312,2.69266760938815e-310,"HEYL","protein_coding"
"ENSMFAG00000032788",34.0033260998707,-0.0325266300977914,0.145844988558721,1451.82120267561,4.90426965595467e-307,1.08731515563256e-304,"REM2","protein_coding"
"ENSMFAG00000040830",119.57414201837,0.146656194867427,0.11263003366434,1448.61676803412,2.41576358633078e-306,5.29642745394211e-304,"FHDC1","protein_coding"
"ENSMFAG00000033604",1064.89607821036,0.344311455166204,0.0612786036900697,1440.92513662861,1.10965986414059e-304,2.40613279551891e-302,"TSHZ3","protein_coding"
"ENSMFAG00000032509",37.8220954519781,-0.771435330375401,0.163767331030322,1439.92229721467,1.82766628152697e-304,3.91994685511849e-302,"ONECUT2","protein_coding"
"ENSMFAG00000001459",27.5769828619717,0.120534533006525,0.112839564892714,1439.25410017244,2.548528478025e-304,5.40726493853649e-302,"CD86","protein_coding"
"ENSMFAG00000003901",74.1010308059027,-0.106027034008578,0.130402424323554,1435.12836899946,1.9852864405854e-303,4.16741191974799e-301,"SMOC2","protein_coding"
"ENSMFAG00000038026",810.01311668525,-0.206984521550101,0.0681099708454675,1430.00617569563,2.53901926393088e-302,5.27367664377727e-300,"DGKH","protein_coding"
"ENSMFAG00000040001",3015.46334264545,0.226969931739935,0.0438233948912112,1426.05159363292,1.81630645378319e-301,3.7332665568802e-299,"LRRC4","protein_coding"
"ENSMFAG00000042503",2857.72766934839,0.200305887698173,0.0413728962074256,1414.46833098904,5.78206686941243e-299,1.17620354089944e-296,"ETS2","protein_coding"
"ENSMFAG00000000816",6222.00463611143,-0.00594177776971133,0.054369947444604,1413.55538622081,9.10639624172711e-299,1.83354500654857e-296,"NUAK1","protein_coding"
"ENSMFAG00000002675",528.772606963153,0.096231046018069,0.0441935487974764,1403.44250508735,1.39454519966306e-296,2.7795117050254e-294,"PARD3","protein_coding"
"ENSMFAG00000027128",86.1161136443434,0.0270636426995057,0.0838372510455072,1402.19546696878,2.59342790036875e-296,5.11735193300761e-294,"POU3F4","protein_coding"
"ENSMFAG00000038356",38.1192981525395,1.02840115534206,0.141882585612638,1395.14948507548,8.63462189485058e-295,1.68691444781378e-292,"TMPRSS9","protein_coding"
"ENSMFAG00000046456",96.8806505790592,0.0204568109785707,0.107585736299553,1388.58504601292,2.2622186150251e-293,4.37628408937994e-291,"ENSMFAG00000046456","lincRNA"
"ENSMFAG00000031863",7.76268529636117,0.340507661197685,0.326647075030098,1383.6274337479,2.66463445784038e-292,5.10471525457343e-290,"GBX2","protein_coding"
"ENSMFAG00000003543",5022.37980454373,0.1154157274573,0.0543086831723829,1353.23955372192,9.78533523165692e-286,1.85657918068322e-283,"HECW1","protein_coding"
"ENSMFAG00000031789",435.196123620883,1.06728858062815,0.094338940261216,1350.00513160995,4.88978221638627e-285,9.18906501845084e-283,"RSPO2","protein_coding"
"ENSMFAG00000042093",3368.86527152461,-0.0212945584048246,0.0493653058383952,1349.39882232593,6.61098383284834e-285,1.23064087726192e-282,"SATB1","protein_coding"
"ENSMFAG00000041703",460.573404107777,-0.168823744563144,0.0635929715763341,1347.5002054243,1.69984176149477e-284,3.13469884465558e-282,"RPS6KA5","protein_coding"
"ENSMFAG00000029591",1699.53483908492,-0.295315878479454,0.0628657544069567,1335.2841072607,7.40079086815919e-282,1.35215190194923e-279,"DPYSL5","protein_coding"
"ENSMFAG00000038513",373.825233259819,0.1010940502318,0.0466630391271493,1333.66129067193,1.65890908099414e-281,3.0030820170804e-279,"RND1","protein_coding"
"ENSMFAG00000038036",624.905059397729,0.207156089388506,0.102303094071448,1332.62916357875,2.77185871391654e-281,4.97221055845465e-279,"ATP4A","protein_coding"
"ENSMFAG00000028723",42.1046552128061,0.0445919326177577,0.107869950365683,1318.88336086101,2.58165271287923e-278,4.58929471446244e-276,"SCIN","protein_coding"
"ENSMFAG00000046104",620.620666277588,-0.286550497054648,0.0860365745746287,1315.82011515371,1.18452440824178e-277,2.0868781806631e-275,"CRYBG3","protein_coding"
"ENSMFAG00000043628",490.746367327214,-0.0367866832374404,0.0583209626908969,1315.76810158414,1.2155662173227e-277,2.122615274355e-275,"DPY19L3","protein_coding"
"ENSMFAG00000041346",316.048821439471,0.0745197768150766,0.0564689163956033,1314.16990544382,2.69139781026828e-277,4.65847908703629e-275,"MOB3B","protein_coding"
"ENSMFAG00000043375",1022.45798092238,0.0183578525717915,0.0546755090884717,1313.10857888281,4.56263604431287e-277,7.82868995012014e-275,"EML1","protein_coding"
"ENSMFAG00000029390",17.10740070348,0.513304240703233,0.190995050338233,1300.50780527166,2.40328164201965e-274,4.08806494485618e-272,"HTR1D","protein_coding"
"ENSMFAG00000046331",120.617699986568,-0.0316736731512752,0.0678674522418185,1298.25220898505,7.37847525563371e-274,1.24437669866807e-271,"MARCH3","protein_coding"
"ENSMFAG00000040915",8.62751587243918,-0.508125388525258,0.268272882734403,1291.3018282469,2.33924491409065e-272,3.91169327498616e-270,"SLITRK6","protein_coding"
"ENSMFAG00000034237",2023.68125632842,-0.37052152635494,0.0802697066461904,1281.77311748027,2.67281170514015e-270,4.43192609796853e-268,"VAT1L","protein_coding"
"ENSMFAG00000015744",560.580433302071,-0.260986636335474,0.0871327597603941,1281.59292200351,2.92337106422251e-270,4.80699648660321e-268,"DRD1","protein_coding"
"ENSMFAG00000002687",1758.88838753805,0.203047439750289,0.042351528265548,1277.48455262684,2.2549250711438e-269,3.67720508295946e-267,"SALL2","protein_coding"
"ENSMFAG00000040115",478.760079194094,-0.53925191344058,0.0674931261721034,1274.31780028851,1.08897246547054e-268,1.76127907284137e-266,"ECM1","protein_coding"
"ENSMFAG00000036844",2048.37732310461,0.139618288926999,0.066576849671195,1273.93518662666,1.31717858302588e-268,2.1130542927046e-266,"FMN1","protein_coding"
"ENSMFAG00000043621",126.204291323242,0.0600305037140085,0.0655286998222044,1268.51743220802,1.9481714462137e-267,3.10010636908781e-265,"TACR1","protein_coding"
"ENSMFAG00000043071",662.720610497843,0.0815257626576664,0.0626013364232373,1262.78087646289,3.37618150989799e-266,5.32950508426456e-264,"NTSR2","protein_coding"
"ENSMFAG00000023628",668.530154387426,-0.180511242844508,0.0662931085223105,1262.24038824045,4.41714455902657e-266,6.91738860624701e-264,"GFRA2","protein_coding"
"ENSMFAG00000015043",296.657096249963,0.551577465967947,0.0985964217222408,1261.86200385311,5.33152845198775e-266,8.28359995390727e-264,"FBLN7","protein_coding"
"ENSMFAG00000003755",365.29116833185,-0.0165927250878657,0.110058540570137,1250.63017191154,1.41985622990313e-263,2.18879711941004e-261,"ADRA2C","protein_coding"
"ENSMFAG00000000329",1836.91052413971,0.0991846920989633,0.0440493502873579,1246.40612077213,1.15971434282026e-262,1.77391344283174e-260,"SCARB1","protein_coding"
"ENSMFAG00000003635",2025.3708190258,0.181774019640369,0.0449509956284523,1246.11204140323,1.34230574129853e-262,2.03741360671559e-260,"ITGAV","protein_coding"
"ENSMFAG00000030844",72.7940161605643,1.23447688086971,0.268186186767475,1233.98361740952,5.58036165357143e-260,8.40547298841766e-258,"GPR101","protein_coding"
"ENSMFAG00000032207",8.81412328820949,0.40125057447198,0.238335961062421,1232.66932736601,1.07260451330539e-259,1.60338123155621e-257,"NPPB","protein_coding"
"ENSMFAG00000034077",5235.27939712183,-0.190351716185802,0.0595588579562387,1216.06976243836,4.11542549055031e-256,6.105682389439e-254,"LMO4","protein_coding"
"ENSMFAG00000003535",66.2971822854517,-0.583508743082005,0.103815504794909,1208.74212664386,1.57187830653267e-254,2.31464945854498e-252,"ENSMFAG00000003535","protein_coding"
"ENSMFAG00000035351",1105.86541567099,-0.164803936775777,0.0476972724795762,1207.41416020699,3.04169080005619e-254,4.44582539753398e-252,"MRVI1","protein_coding"
"ENSMFAG00000001655",2988.10362250877,-0.081090578526385,0.0513912336321124,1201.08650977376,7.06599425696778e-253,1.02519263734183e-250,"ADCY2","protein_coding"
"ENSMFAG00000000805",53.9371661265536,-0.0334348053324414,0.141959136533894,1199.58236443838,1.49242567792711e-252,2.14952872093852e-250,"ITPRID1","protein_coding"
"ENSMFAG00000027824",58.8389626719194,-0.302726611425205,0.112013146514986,1196.17300488003,8.12655935715565e-252,1.16198021185069e-249,"KCNA5","protein_coding"
"ENSMFAG00000045982",311.878392197336,0.732337108157042,0.115392694040627,1187.84852941735,5.09267758348738e-250,7.22940389045849e-248,"TWIST1","protein_coding"
"ENSMFAG00000042543",80.0021327624694,0.472255980887744,0.06652392438198,1187.61444669909,5.72107354299765e-250,8.06344451074498e-248,"AR","protein_coding"
"ENSMFAG00000003629",762.288168823803,0.260527084607457,0.0489632001455135,1175.64582006726,2.19311558024677e-247,3.06911749144888e-245,"NT5C1A","protein_coding"
"ENSMFAG00000037585",24.7230379932744,0.0519256354888447,0.133458569248501,1173.25845479172,7.18433769124499e-247,9.98319375518635e-245,"KCNJ16","protein_coding"
"ENSMFAG00000029191",7630.22873499223,0.0342019066671761,0.0582279145115258,1166.74719520738,1.82744386079374e-245,2.52161694134141e-243,"CAMK2G","protein_coding"
"ENSMFAG00000032164",1799.19267363948,-0.283984382113919,0.0913583147131571,1165.57236377259,3.27662505695418e-245,4.48988650165415e-243,"MN1","protein_coding"
"ENSMFAG00000040750",262.607913353477,-0.369990178737692,0.0515483265657863,1161.99393189717,1.9400261075899e-244,2.64004104516993e-242,"S100PBP","protein_coding"
"ENSMFAG00000036430",20.0707446607223,1.41541054714506,0.152958620081835,1160.83721928701,3.44725384170313e-244,4.65898717838947e-242,"RASSF6","protein_coding"
"ENSMFAG00000044322",935.304103393821,0.051066327017865,0.054732567794197,1160.68407534443,3.71987075978313e-244,4.99323060081909e-242,"SLC9A7","protein_coding"
"ENSMFAG00000005982",168.205930067327,0.270980480178195,0.0633816433378873,1159.95169357735,5.35309265185012e-244,7.13697460853422e-242,"P2RY1","protein_coding"
"ENSMFAG00000002070",179.531679875064,0.255934426517242,0.0862362641087702,1156.37571714147,3.16543217613691e-243,4.19196695970024e-241,"TMEM131L","protein_coding"
"ENSMFAG00000038740",154.391738793271,-0.0625075982559977,0.0543563624338547,1156.0499380774,3.72175251447517e-243,4.89584137437494e-241,"IGFBPL1","protein_coding"
"ENSMFAG00000032443",1232.83207702888,-0.203817212491542,0.106497750009464,1141.41049784879,5.37432341788876e-240,7.0229238199855e-238,"ANO3","protein_coding"
"ENSMFAG00000041857",293.316870681566,-0.673922975574602,0.102973141075363,1140.81245678099,7.23421710608614e-240,9.39115604850604e-238,"OPRK1","protein_coding"
"ENSMFAG00000032723",170.974669290757,0.180971870518448,0.0682023079938635,1140.17518482084,9.92945779637456e-240,1.28057556364747e-237,"MLF1","protein_coding"
"ENSMFAG00000033293",3155.45717200693,-0.00336955240346977,0.0838401387043918,1134.93977774295,1.33904873525527e-238,1.71572140545824e-236,"PDE1B","protein_coding"
"ENSMFAG00000001449",26.3350687902917,-0.0320488367973237,0.153313749378617,1131.13361820026,8.87557070526262e-238,1.12988878165317e-235,"ENSMFAG00000001449","protein_coding"
"ENSMFAG00000000517",487.365408712253,0.0761869918517416,0.0997566454950449,1129.2192939708,2.29782214348964e-237,2.9064504189319e-235,"SCN4B","protein_coding"
"ENSMFAG00000042148",2637.30852781828,-0.105100891707466,0.0749737037035084,1126.67977104433,8.11616028980805e-237,1.02005143209231e-234,"DGKB","protein_coding"
"ENSMFAG00000034246",5712.79315351819,-0.610913281382508,0.101978242258614,1126.01164721359,1.13118026073051e-236,1.41268663954015e-234,"HPCA","protein_coding"
"ENSMFAG00000003837",3.78432591752229,0.226414184025845,0.359452949614807,1122.82927213196,5.49897076589407e-236,6.82425730519633e-234,"ENSMFAG00000003837","protein_coding"
"ENSMFAG00000033097",57.3982011980506,0.561161157158216,0.0902060814632823,1117.23047306428,8.88097093414135e-235,1.09524574045298e-232,"EHHADH","protein_coding"
"ENSMFAG00000043514",4918.96579140444,0.233759997436651,0.157508179822188,1114.27256869574,3.86134668709972e-234,4.73242812607774e-232,"KCNS1","protein_coding"
"ENSMFAG00000023841",634.697399923106,0.443169343255073,0.0766938434918489,1112.87441645245,7.73461415059686e-234,9.42095101355414e-232,"MAFB","protein_coding"
"ENSMFAG00000000552",516.838022423112,0.232639397882555,0.0517518423118637,1111.6435434891,1.42573963678562e-233,1.72593217871496e-231,"C1QTNF2","protein_coding"
"ENSMFAG00000002838",631.052625786865,0.425708395237061,0.0536625735228762,1110.62209464384,2.36837354303904e-233,2.84955772873453e-231,"STAMBPL1","protein_coding"
"ENSMFAG00000000800",39.6790451702974,-0.920119563126462,0.106662413470752,1110.17631636562,2.95556556667114e-233,3.53449816736697e-231,"B3GALT5","protein_coding"
"ENSMFAG00000038166",40.5458996872203,-1.33919729726284,0.130730201619275,1110.14074275588,3.00826914987987e-233,3.57585342562829e-231,"ENSMFAG00000038166","protein_coding"
"ENSMFAG00000031166",630.826528194908,1.25685857001147,0.0895300825452422,1103.03262544148,1.02820226254237e-231,1.21487946374168e-229,"EPHA3","protein_coding"
"ENSMFAG00000030682",838.237085162059,-1.00792730440406,0.118245595971477,1102.9291667489,1.08243544847885e-231,1.271346206511e-229,"RTP5","protein_coding"
"ENSMFAG00000001436",214.839934081021,0.266292493076278,0.0568065192019048,1102.63706998823,1.25149215097013e-231,1.46120965224512e-229,"ZSCAN31","protein_coding"
"ENSMFAG00000046600",55.1231127370822,0.126493089231664,0.097124388617008,1101.35998606385,2.36039699617707e-231,2.73972667815093e-229,"ENSMFAG00000046600","lincRNA"
"ENSMFAG00000043516",24.8269402181181,-1.6136800414026,0.150842784086348,1100.6642815765,3.33500615582233e-231,3.84832406237932e-229,"CLEC10A","protein_coding"
"ENSMFAG00000003417",95.0793544334874,-0.0236218616471258,0.0696232136808281,1099.67195798597,5.46019860724494e-231,6.26399063477658e-229,"SLA","protein_coding"
"ENSMFAG00000031707",51.4995756292008,-0.515023242567975,0.129678967080649,1098.66357196081,9.01124376176073e-231,1.02780266998302e-228,"DSG3","protein_coding"
"ENSMFAG00000032154",12.4730126488792,2.2873093706756,0.204414265752767,1097.57913377117,1.54443327392417e-230,1.7514228368432e-228,"NOX3","protein_coding"
"ENSMFAG00000044479",12382.7884113658,-0.0110561318766195,0.0714537721918602,1097.1198194991,1.94031796458973e-230,2.18779166155911e-228,"MEF2C","protein_coding"
"ENSMFAG00000018171",63.6883736223939,-0.594999454281977,0.102011711134757,1096.71089072252,2.37741517543575e-230,2.65320848222763e-228,"RF02160","misc_RNA"
"ENSMFAG00000035819",3368.77849016011,-0.0725718419612207,0.0358681074302881,1096.7087193383,2.37998125559645e-230,2.65320848222763e-228,"NUDT4","protein_coding"
"ENSMFAG00000037310",615.376235054916,0.0183265080378356,0.0605166977694669,1095.71306891536,3.90299696224181e-230,4.32662562128963e-228,"SGK1","protein_coding"
"ENSMFAG00000021726",220.707061232147,-0.464348251715554,0.0945522701190223,1092.77432768906,1.68059470630682e-229,1.85259747177911e-227,"OVOL2","protein_coding"
"ENSMFAG00000046096",5.88087852645545,0.359031609330605,0.248926315370616,1085.49081422539,6.26486048133964e-228,6.86767927876632e-226,"IRX6","protein_coding"
"ENSMFAG00000002541",575.57666037759,-0.619150623845424,0.0623363017421959,1084.917165674,8.330586667665e-228,9.08172022797601e-226,"ADAMTSL3","protein_coding"
"ENSMFAG00000046199",1723.27710959452,0.140062455808613,0.0531609911615095,1078.13686740682,2.41817054672445e-226,2.62172204549268e-224,"PKNOX2","protein_coding"
"ENSMFAG00000046154",44.4337336463557,0.119946321737485,0.0877949415818463,1077.35310222377,3.56924223964787e-226,3.84854032091431e-224,"DDIT4L","protein_coding"
"ENSMFAG00000002950",27.321312001193,-0.678813724139595,0.20611075117319,1076.91302206619,4.44138415763801e-226,4.7629017499192e-224,"DNAH10","protein_coding"
"ENSMFAG00000041631",139.508318542371,0.0733829455815961,0.0788376632529117,1070.10165697634,1.30906412791764e-224,1.39624072281464e-222,"RERG","protein_coding"
"ENSMFAG00000042281",294.756067249271,0.152124119450283,0.0832426045906168,1067.3867261444,5.04250772048433e-224,5.34939582476326e-222,"ACVR1C","protein_coding"
