"gene_id","highest_network","donor_centered_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000004062","Hippocampal formation",0.512670789010728,"CAMK2A","protein_coding"
"ENSMFAG00000034587","Lateral Prefrontal Cortex",0.509820482807542,"ARSI","protein_coding"
"ENSMFAG00000041830","Occipital/Temporal",0.235777125170448,"TCOF1","protein_coding"
"ENSMFAG00000042836","Subcortical",0.919839664405881,"CD74","protein_coding"
"ENSMFAG00000039531","Hippocampal formation",0.307560154157956,"RPS14","protein_coding"
"ENSMFAG00000031848","Subcortical",0.338493933918545,"NDST1","protein_coding"
"ENSMFAG00000033621","Operculum/Insula",0.273874538648478,"SYNPO","protein_coding"
"ENSMFAG00000035709","Lateral Prefrontal Cortex",0.357226631143656,"MYOZ3","protein_coding"
"ENSMFAG00000004034","Occipital/Temporal",0.0955238186304322,"RBM22","protein_coding"
"ENSMFAG00000037111","Subcortical",0.0913984768852399,"DCTN4","protein_coding"
"ENSMFAG00000028378","Subcortical",0.625092853545299,"SMIM3","protein_coding"
"ENSMFAG00000041917","Subcortical",0.685113908367514,"ENSMFAG00000041917","protein_coding"
"ENSMFAG00000041051","Subcortical",0.500999017875556,"ZNF300","protein_coding"
"ENSMFAG00000030254","Subcortical",1.45237819796662,"GPX3","protein_coding"
"ENSMFAG00000030366","Frontal (agranular frontal motor areas)",0.216264376861863,"TNIP1","protein_coding"
"ENSMFAG00000037015","Frontal (agranular frontal motor areas)",0.271743176374945,"ANXA6","protein_coding"
"ENSMFAG00000029997","Occipital/Temporal",1.15452275789421,"CCDC69","protein_coding"
"ENSMFAG00000032758","Subcortical",0.335564573483662,"GM2A","protein_coding"
"ENSMFAG00000010715","Occipital/Temporal",0.294361952827365,"SLC36A1","protein_coding"
"ENSMFAG00000039681","Orbitomedial Prefrontal Cortex (OMPFC)",1.6148145594493,"FAT2","protein_coding"
"ENSMFAG00000038613","Subcortical",1.20153385839565,"SPARC","protein_coding"
"ENSMFAG00000033150","Hippocampal formation",0.362011863863602,"ATOX1","protein_coding"
"ENSMFAG00000036965","Hippocampal formation",0.180141459838909,"G3BP1","protein_coding"
"ENSMFAG00000033181","Frontal (agranular frontal motor areas)",0.926047800776044,"GLRA1","protein_coding"
"ENSMFAG00000030441","Subcortical",0.623981558970403,"ENSMFAG00000030441","protein_coding"
"ENSMFAG00000043345","Hippocampal formation",1.69342447770282,"NMUR2","protein_coding"
"ENSMFAG00000043353","Hippocampal formation",1.5474269870962,"GRIA1","protein_coding"
"ENSMFAG00000017279","Hippocampal formation",0.838855847938341,"RF00017","misc_RNA"
"ENSMFAG00000043590","Hippocampal formation",0.286762749433085,"FAM114A2","protein_coding"
"ENSMFAG00000002609","Occipital/Temporal",0.269423235134772,"MFAP3","protein_coding"
"ENSMFAG00000035971","Subcortical",0.53245166548021,"GALNT10","protein_coding"
"ENSMFAG00000000320","Frontal (agranular frontal motor areas)",0.167037158949536,"SAP30L","protein_coding"
"ENSMFAG00000031651","Hippocampal formation",0.324516728785817,"LARP1","protein_coding"
"ENSMFAG00000031322","Subcortical",0.358636236318728,"FAXDC2","protein_coding"
"ENSMFAG00000027665","Hippocampal formation",0.688866198221503,"ENSMFAG00000027665","protein_coding"
"ENSMFAG00000002829","Hippocampal formation",0.120702906986689,"CNOT8","protein_coding"
"ENSMFAG00000032027","Hippocampal formation",0.142383732665578,"GEMIN5","protein_coding"
"ENSMFAG00000001423","Subcortical",0.098948974998033,"MRPL22","protein_coding"
"ENSMFAG00000004610","Orbitomedial Prefrontal Cortex (OMPFC)",0.351353162844686,"KIF4B","protein_coding"
"ENSMFAG00000032111","Temporal",0.271168991162475,"SGCD","protein_coding"
"ENSMFAG00000044327","Orbitomedial Prefrontal Cortex (OMPFC)",0.529316384493189,"TIMD4","protein_coding"
"ENSMFAG00000039778","Occipital/Temporal",0.171687663841288,"HAVCR1","protein_coding"
"ENSMFAG00000036143","Subcortical",0.753642659640492,"HAVCR2","protein_coding"
"ENSMFAG00000029781","Hippocampal formation",0.123906374790828,"MED7","protein_coding"
"ENSMFAG00000000719","Subcortical",1.15764111992267,"ITK","protein_coding"
"ENSMFAG00000036175","Hippocampal formation",0.322951815201587,"CYFIP2","protein_coding"
"ENSMFAG00000009168","Orbitomedial Prefrontal Cortex (OMPFC)",0.542900726676261,"ENSMFAG00000009168","protein_coding"
"ENSMFAG00000031350","Cingulate gyrus",0.316062859835493,"ENSMFAG00000031350","protein_coding"
"ENSMFAG00000029978","Subcortical",1.29315908440832,"NIPAL4","protein_coding"
"ENSMFAG00000034190","Orbitomedial Prefrontal Cortex (OMPFC)",0.580424164085652,"ADAM19","protein_coding"
"ENSMFAG00000029536","Hippocampal formation",0.250723039740768,"SOX30","protein_coding"
"ENSMFAG00000032169","Hippocampal formation",0.652735342619882,"C5orf52","protein_coding"
"ENSMFAG00000041928","Hippocampal formation",0.163733206848454,"THG1L","protein_coding"
"ENSMFAG00000034084","Cingulate gyrus",0.383633310254195,"LSM11","protein_coding"
"ENSMFAG00000040362","Subcortical",0.459095494191201,"ENSMFAG00000040362","protein_coding"
"ENSMFAG00000039041","Hippocampal formation",0.120507722197474,"CLINT1","protein_coding"
"ENSMFAG00000001677","Cingulate gyrus",0.21789628595579,"ENSMFAG00000001677","protein_coding"
"ENSMFAG00000034539","Subcortical",0.954283441509944,"EBF1","protein_coding"
"ENSMFAG00000002232","Subcortical",0.0830647028383415,"RNF145","protein_coding"
"ENSMFAG00000045929","Hippocampal formation",0.112338552893446,"UBLCP1","protein_coding"
"ENSMFAG00000046777","Operculum/Insula",0.924918302022733,"ENSMFAG00000046777","lincRNA"
"ENSMFAG00000046532","Orbitomedial Prefrontal Cortex (OMPFC)",0.680571627730014,"ENSMFAG00000046532","lincRNA"
"ENSMFAG00000045077","Operculum/Insula",0.806583681467034,"ADRA1B","protein_coding"
"ENSMFAG00000040270","Frontal (agranular frontal motor areas)",0.149842013762767,"TTC1","protein_coding"
"ENSMFAG00000027720","Occipital/Temporal",0.140759161038372,"PWWP2A","protein_coding"
"ENSMFAG00000014484","Occipital/Temporal",0.359829455278411,"RF00026","snRNA"
"ENSMFAG00000002131","Hippocampal formation",0.357299905692313,"CCNJL","protein_coding"
"ENSMFAG00000000552","Occipital/Temporal",0.783324403286716,"C1QTNF2","protein_coding"
"ENSMFAG00000017692","Parietal, and Parieto-occipital region",0.0990249107236988,"ZBED8","protein_coding"
"ENSMFAG00000002001","Occipital/Temporal",0.18031468070082,"SLU7","protein_coding"
"ENSMFAG00000036180","Temporal",0.253595097719836,"PTTG1","protein_coding"
"ENSMFAG00000045373","Subcortical",0.508763016694669,"ATP10B","protein_coding"
"ENSMFAG00000033322","Subcortical",0.348300957277701,"ENSMFAG00000033322","pseudogene"
"ENSMFAG00000033709","Occipital/Temporal",0.404197024359045,"GABRB2","protein_coding"
"ENSMFAG00000029018","Subcortical",0.142501128878845,"ENSMFAG00000029018","protein_coding"
"ENSMFAG00000045791","Occipital/Temporal",0.372942294942149,"GABRA1","protein_coding"
"ENSMFAG00000036513","Occipital/Temporal",0.280323296129421,"GABRG2","protein_coding"
"ENSMFAG00000011474","Occipital/Temporal",0.567828159036875,"ENSMFAG00000011474","protein_coding"
"ENSMFAG00000046634","Occipital/Temporal",0.408824464447977,"ENSMFAG00000046634","lincRNA"
"ENSMFAG00000035711","Subcortical",0.34276751257314,"CCNG1","protein_coding"
"ENSMFAG00000035596","Subcortical",0.0857840299666653,"NUDCD2","protein_coding"
"ENSMFAG00000035690","Cingulate gyrus",0.108631880825403,"HMMR","protein_coding"
"ENSMFAG00000035818","Occipital/Temporal",0.32698824608997,"ENSMFAG00000035818","protein_coding"
"ENSMFAG00000008719","Occipital/Temporal",0.368681023016785,"RF00100","misc_RNA"
"ENSMFAG00000028258","Orbitomedial Prefrontal Cortex (OMPFC)",0.411107271235097,"ENSMFAG00000028258","protein_coding"
"ENSMFAG00000002835","Occipital/Temporal",0.515521442662727,"TENM2","protein_coding"
"ENSMFAG00000039601","Subcortical",0.188392769642667,"WWC1","protein_coding"
"ENSMFAG00000030272","Hippocampal formation",0.104478172169271,"RARS","protein_coding"
"ENSMFAG00000036422","Lateral Prefrontal Cortex",0.19991300307624,"FBLL1","protein_coding"
"ENSMFAG00000031110","Subcortical",0.107734039113029,"PANK3","protein_coding"
"ENSMFAG00000012114","Subcortical",0.321447775476012,"ENSMFAG00000012114","protein_coding"
"ENSMFAG00000000721","Hippocampal formation",0.736978058086503,"SLIT3","protein_coding"
"ENSMFAG00000009035","Cingulate gyrus",0.433998101368417,"MIR218-2","miRNA"
"ENSMFAG00000026820","Occipital/Temporal",0.163264698082871,"SPDL1","protein_coding"
"ENSMFAG00000000447","Subcortical",0.839580781184938,"DOCK2","protein_coding"
"ENSMFAG00000043426","Occipital/Temporal",0.677518400719472,"INSYN2B","protein_coding"
"ENSMFAG00000041815","Occipital/Temporal",0.831544911361238,"ENSMFAG00000041815","protein_coding"
"ENSMFAG00000043189","Subcortical",1.21920374632284,"C5orf58","protein_coding"
"ENSMFAG00000040627","Subcortical",0.732479605679588,"LCP2","protein_coding"
"ENSMFAG00000036449","Frontal (agranular frontal motor areas)",0.225822566429331,"KCNIP1","protein_coding"
"ENSMFAG00000002422","Subcortical",1.13577014649059,"KCNMB1","protein_coding"
"ENSMFAG00000034347","Occipital/Temporal",0.618742869907589,"RANBP17","protein_coding"
"ENSMFAG00000041267","Occipital/Temporal",0.279760114895516,"ENSMFAG00000041267","protein_coding"
"ENSMFAG00000043579","Hippocampal formation",0.3256092656091,"ENSMFAG00000043579","protein_coding"
"ENSMFAG00000038560","Cingulate gyrus",0.862492862302882,"FGF18","protein_coding"
"ENSMFAG00000039918","Operculum/Insula",0.0813819665375161,"FBXW11","protein_coding"
"ENSMFAG00000033923","Subcortical",0.26159846776058,"STK10","protein_coding"
"ENSMFAG00000003656","Subcortical",0.443991458063794,"UBTD2","protein_coding"
"ENSMFAG00000002450","Subcortical",0.340615362850116,"ENSMFAG00000002450","protein_coding"
"ENSMFAG00000040954","Cingulate gyrus",0.22680491169686,"SH3PXD2B","protein_coding"
"ENSMFAG00000045555","Hippocampal formation",1.50377633729519,"NEURL1B","protein_coding"
"ENSMFAG00000044045","Occipital/Temporal",0.558316002153336,"DUSP1","protein_coding"
"ENSMFAG00000037788","Hippocampal formation",0.107909965844052,"ERGIC1","protein_coding"
"ENSMFAG00000042483","Hippocampal formation",0.177105247384907,"RPL26L1","protein_coding"
"ENSMFAG00000045429","Subcortical",0.556189978870112,"ATP6V0E1","protein_coding"
"ENSMFAG00000029312","Subcortical",0.281736320754629,"RF00090","snoRNA"
"ENSMFAG00000036600","Occipital/Temporal",0.336191468717955,"CREBRF","protein_coding"
"ENSMFAG00000037018","Hippocampal formation",0.153745828646301,"BNIP1","protein_coding"
"ENSMFAG00000042809","Occipital/Temporal",1.35007917937664,"STC2","protein_coding"
"ENSMFAG00000003066","Orbitomedial Prefrontal Cortex (OMPFC)",0.0893887862905515,"BOD1","protein_coding"
"ENSMFAG00000003075","Hippocampal formation",0.0666050058454381,"CPEB4","protein_coding"
"ENSMFAG00000033258","Subcortical",0.528296830110139,"NSG2","protein_coding"
"ENSMFAG00000010780","Hippocampal formation",0.705014328626035,"ENSMFAG00000010780","protein_coding"
"ENSMFAG00000045127","Subcortical",0.670246718060773,"ENSMFAG00000045127","protein_coding"
"ENSMFAG00000037372","Orbitomedial Prefrontal Cortex (OMPFC)",0.741718271265122,"MSX2","protein_coding"
"ENSMFAG00000010945","Subcortical",0.801067235502314,"ENSMFAG00000010945","protein_coding"
"ENSMFAG00000015744","Subcortical",1.24591118932458,"DRD1","protein_coding"
"ENSMFAG00000040820","Hippocampal formation",0.102643127113013,"SFXN1","protein_coding"
"ENSMFAG00000032099","Occipital/Temporal",0.656803784407044,"HRH2","protein_coding"
"ENSMFAG00000010534","Occipital/Temporal",0.881071213594671,"RF00026","snRNA"
"ENSMFAG00000037899","Occipital/Temporal",0.514913574062614,"CPLX2","protein_coding"
"ENSMFAG00000034476","Hippocampal formation",0.26524625098972,"THOC3","protein_coding"
"ENSMFAG00000034229","Subcortical",0.798456576237643,"ENSMFAG00000034229","pseudogene"
"ENSMFAG00000043578","Orbitomedial Prefrontal Cortex (OMPFC)",0.171922407540218,"SIMC1","protein_coding"
"ENSMFAG00000045804","Hippocampal formation",0.166464272718651,"KIAA1191","protein_coding"
"ENSMFAG00000033979","Operculum/Insula",0.397972489927971,"ARL10","protein_coding"
"ENSMFAG00000034769","Occipital/Temporal",0.24905188000675,"ENSMFAG00000034769","miRNA"
"ENSMFAG00000042965","Hippocampal formation",0.241498236836922,"NOP16","protein_coding"
"ENSMFAG00000034686","Hippocampal formation",0.192439612105435,"HIGD2A","protein_coding"
"ENSMFAG00000001544","Temporal",0.0926544365080328,"CLTB","protein_coding"
"ENSMFAG00000046297","Hippocampal formation",0.156676992966629,"FAF2","protein_coding"
"ENSMFAG00000003408","Orbitomedial Prefrontal Cortex (OMPFC)",0.193352313376694,"RNF44","protein_coding"
"ENSMFAG00000044762","Cingulate gyrus",0.666965286207833,"CDHR2","protein_coding"
"ENSMFAG00000033893","Cingulate gyrus",0.392539076153387,"SNCB","protein_coding"
"ENSMFAG00000031726","Temporal",0.884709205609851,"EIF4E1B","protein_coding"
"ENSMFAG00000040265","Cingulate gyrus",0.343648996763196,"TSPAN17","protein_coding"
"ENSMFAG00000043584","Hippocampal formation",0.338764116586311,"UNC5A","protein_coding"
"ENSMFAG00000000149","Occipital/Temporal",0.615177357812309,"HK3","protein_coding"
"ENSMFAG00000038747","Occipital/Temporal",0.326502842727383,"UIMC1","protein_coding"
"ENSMFAG00000003577","Occipital/Temporal",0.219096204945707,"ZNF346","protein_coding"
"ENSMFAG00000032678","Occipital/Temporal",0.23120721120578,"FGFR4","protein_coding"
"ENSMFAG00000032625","Occipital/Temporal",0.0868657463000782,"NSD1","protein_coding"
"ENSMFAG00000045651","Cingulate gyrus",0.159593772335185,"RAB24","protein_coding"
"ENSMFAG00000003703","Frontal (agranular frontal motor areas)",0.151549154571774,"PRELID1","protein_coding"
"ENSMFAG00000033170","Subcortical",0.378007370539048,"MXD3","protein_coding"
"ENSMFAG00000044466","Hippocampal formation",0.390010917422854,"LMAN2","protein_coding"
"ENSMFAG00000034588","Subcortical",0.210882194728159,"ENSMFAG00000034588","protein_coding"
"ENSMFAG00000038737","Subcortical",1.88567129899363,"RGS14","protein_coding"
"ENSMFAG00000032594","Cingulate gyrus",0.503371925727956,"F12","protein_coding"
"ENSMFAG00000037374","Hippocampal formation",0.380079415275011,"GRK6","protein_coding"
"ENSMFAG00000004546","Hippocampal formation",0.759499253147223,"PRR7","protein_coding"
"ENSMFAG00000036940","Hippocampal formation",0.477575814140813,"DBN1","protein_coding"
"ENSMFAG00000039384","Frontal (agranular frontal motor areas)",0.464521434677109,"PDLIM7","protein_coding"
"ENSMFAG00000041793","Occipital/Temporal",0.455773889625036,"DOK3","protein_coding"
"ENSMFAG00000031761","Hippocampal formation",0.186110844177187,"DDX41","protein_coding"
"ENSMFAG00000044492","Lateral Prefrontal Cortex",0.142581829190893,"FAM193B","protein_coding"
"ENSMFAG00000045397","Hippocampal formation",0.223903615398826,"TMED9","protein_coding"
"ENSMFAG00000040618","Cingulate gyrus",0.0622043954803929,"B4GALT7","protein_coding"
"ENSMFAG00000047044","Subcortical",1.28162642528447,"ENSMFAG00000047044","lincRNA"
"ENSMFAG00000002064","Hippocampal formation",1.82466059618276,"ENSMFAG00000002064","protein_coding"
"ENSMFAG00000047147","Cingulate gyrus",0.316418507602814,"ENSMFAG00000047147","lincRNA"
"ENSMFAG00000041980","Cingulate gyrus",0.575235474214107,"PROP1","protein_coding"
"ENSMFAG00000047089","Subcortical",0.671230879778253,"ENSMFAG00000047089","lincRNA"
"ENSMFAG00000033738","Cingulate gyrus",0.337866421861674,"N4BP3","protein_coding"
"ENSMFAG00000044663","Occipital/Temporal",0.0781397362322068,"RMND5B","protein_coding"
"ENSMFAG00000032376","Hippocampal formation",0.199849304023598,"NHP2","protein_coding"
"ENSMFAG00000018167","Occipital/Temporal",0.241221766563108,"GMCL2","protein_coding"
"ENSMFAG00000035188","Subcortical",0.089535593600124,"HNRNPAB","protein_coding"
"ENSMFAG00000004010","Subcortical",0.175077444590756,"PHYKPL","protein_coding"
"ENSMFAG00000040567","Lateral Prefrontal Cortex",0.585261375191262,"COL23A1","protein_coding"
"ENSMFAG00000046855","Orbitomedial Prefrontal Cortex (OMPFC)",0.455575583058631,"ENSMFAG00000046855","lincRNA"
"ENSMFAG00000040140","Occipital/Temporal",0.191937844837191,"CLK4","protein_coding"
"ENSMFAG00000029623","Occipital/Temporal",0.124226479219637,"ZNF354B","protein_coding"
"ENSMFAG00000013905","Subcortical",0.401702853634947,"RF00003","snRNA"
"ENSMFAG00000014265","Occipital/Temporal",0.291542411688209,"ENSMFAG00000014265","protein_coding"
"ENSMFAG00000040020","Occipital/Temporal",0.352983269661824,"ENSMFAG00000040020","protein_coding"
"ENSMFAG00000014508","Hippocampal formation",0.189665057150105,"ZFP2","protein_coding"
"ENSMFAG00000043337","Cingulate gyrus",0.201940642086495,"ZNF454","protein_coding"
"ENSMFAG00000002639","Cingulate gyrus",0.973763271460336,"GRM6","protein_coding"
"ENSMFAG00000039136","Occipital/Temporal",0.142366448777975,"ZNF879","protein_coding"
"ENSMFAG00000002799","Cingulate gyrus",0.816616160271564,"ADAMTS2","protein_coding"
"ENSMFAG00000033376","Cingulate gyrus",0.111211181576346,"RUFY1","protein_coding"
"ENSMFAG00000028267","Occipital/Temporal",0.328340939522158,"HNRNPH1","protein_coding"
"ENSMFAG00000042944","Hippocampal formation",0.261196365958652,"CBY3","protein_coding"
"ENSMFAG00000041757","Subcortical",0.541435406326748,"ENSMFAG00000041757","protein_coding"
"ENSMFAG00000031934","Hippocampal formation",0.27709259541084,"CANX","protein_coding"
"ENSMFAG00000044212","Occipital/Temporal",0.27150907312544,"MAML1","protein_coding"
"ENSMFAG00000043066","Subcortical",0.651777963722156,"LTC4S","protein_coding"
"ENSMFAG00000029205","Cingulate gyrus",0.172222470830542,"MGAT4B","protein_coding"
"ENSMFAG00000032992","Frontal (agranular frontal motor areas)",0.0935182070607733,"SQSTM1","protein_coding"
"ENSMFAG00000040511","Occipital/Temporal",0.147140566984285,"MRNIP","protein_coding"
"ENSMFAG00000010663","Occipital/Temporal",0.323407726284866,"RF00019","misc_RNA"
"ENSMFAG00000000062","Hippocampal formation",0.125598576080443,"TBC1D9B","protein_coding"
"ENSMFAG00000019863","Operculum/Insula",0.169939455918818,"RNF130","protein_coding"
"ENSMFAG00000012727","Occipital/Temporal",0.224960055100724,"MIR340","miRNA"
"ENSMFAG00000023088","Cingulate gyrus",0.571003404268601,"RASGEF1C","protein_coding"
"ENSMFAG00000042461","Lateral Prefrontal Cortex",0.201959490395899,"MAPK9","protein_coding"
"ENSMFAG00000045396","Occipital/Temporal",0.451918130058038,"GFPT2","protein_coding"
"ENSMFAG00000029417","Cingulate gyrus",0.438379587036814,"ENSMFAG00000029417","protein_coding"
"ENSMFAG00000030867","Occipital/Temporal",0.1769360811773,"CNOT6","protein_coding"
"ENSMFAG00000040059","Parietal, and Parieto-occipital region",0.470360313754265,"SCGB3A1","protein_coding"
"ENSMFAG00000033698","Frontal (agranular frontal motor areas)",0.303667452049812,"FLT4","protein_coding"
"ENSMFAG00000039459","Subcortical",0.167054253751591,"MGAT1","protein_coding"
"ENSMFAG00000033634","Occipital/Temporal",0.247537726080127,"ZFP62","protein_coding"
"ENSMFAG00000000902","Occipital/Temporal",0.397378554232471,"BTNL8","protein_coding"
"ENSMFAG00000008203","Hippocampal formation",0.978338917220419,"BTNL9","protein_coding"
"ENSMFAG00000035461","Occipital/Temporal",0.511842458148834,"TRIM7","protein_coding"
"ENSMFAG00000045108","Subcortical",0.15348562313335,"TRIM41","protein_coding"
"ENSMFAG00000043231","Hippocampal formation",0.327227793956638,"RACK1","protein_coding"
"ENSMFAG00000029114","Orbitomedial Prefrontal Cortex (OMPFC)",0.161591157747619,"RF00055","snoRNA"
"ENSMFAG00000015699","Cingulate gyrus",0.23600365275228,"RF00189","snoRNA"
"ENSMFAG00000045559","Occipital/Temporal",0.19320500423005,"TRIM52","protein_coding"
"ENSMFAG00000046480","Cingulate gyrus",0.445301370236228,"ENSMFAG00000046480","lincRNA"
"ENSMFAG00000024092","Orbitomedial Prefrontal Cortex (OMPFC)",0.296264065249127,"RF00026","snRNA"
"ENSMFAG00000001960","Cingulate gyrus",0.185870056514645,"ENSMFAG00000001960","protein_coding"
"ENSMFAG00000033381","Subcortical",0.204550643268903,"PPP2R3B","protein_coding"
"ENSMFAG00000041568","Frontal (agranular frontal motor areas)",0.166670296393184,"GTPBP6","protein_coding"
"ENSMFAG00000046234","Subcortical",0.246981562529728,"ENSMFAG00000046234","protein_coding"
"ENSMFAG00000031884","Occipital/Temporal",0.254788439351083,"TUBGCP5","protein_coding"
"ENSMFAG00000038397","Hippocampal formation",0.169408453942692,"CYFIP1","protein_coding"
"ENSMFAG00000000201","Parietal, and Parieto-occipital region",0.0573404684392888,"NIPA2","protein_coding"
"ENSMFAG00000001691","Subcortical",0.262458439578111,"NIPA1","protein_coding"
"ENSMFAG00000046576","Occipital/Temporal",0.264904277479042,"ENSMFAG00000046576","lincRNA"
"ENSMFAG00000045956","Subcortical",0.336711829623264,"ENSMFAG00000045956","protein_coding"
"ENSMFAG00000031744","Hippocampal formation",0.782355601194876,"ENSMFAG00000031744","protein_coding"
"ENSMFAG00000029442","Subcortical",0.709368086675542,"ENSMFAG00000029442","protein_coding"
"ENSMFAG00000043430","Subcortical",0.982759576458918,"ENSMFAG00000043430","protein_coding"
"ENSMFAG00000040657","Hippocampal formation",1.16796884365733,"MAGEL2","protein_coding"
"ENSMFAG00000030109","Hippocampal formation",0.662858723924319,"NDN","protein_coding"
"ENSMFAG00000042235","Occipital/Temporal",0.0860833775572225,"SNRPN","protein_coding"
"ENSMFAG00000011158","Occipital/Temporal",0.35117181133974,"RF01164","snoRNA"
"ENSMFAG00000021219","Occipital/Temporal",0.32442299387378,"RF00570","snoRNA"
"ENSMFAG00000015404","Occipital/Temporal",0.313234396893764,"RF01158","snoRNA"
"ENSMFAG00000034974","Occipital/Temporal",0.506907365833161,"ENSMFAG00000034974","protein_coding"
"ENSMFAG00000006848","Occipital/Temporal",0.624296178589546,"RF01278","snoRNA"
"ENSMFAG00000011368","Occipital/Temporal",0.432722618294754,"RF00108","snoRNA"
"ENSMFAG00000011868","Occipital/Temporal",0.690496903339674,"RF00108","snoRNA"
"ENSMFAG00000009286","Occipital/Temporal",0.477840276943437,"RF00108","snoRNA"
"ENSMFAG00000011801","Occipital/Temporal",0.512099226454781,"RF00108","snoRNA"
"ENSMFAG00000011688","Occipital/Temporal",0.502379263931433,"RF00108","snoRNA"
"ENSMFAG00000011423","Occipital/Temporal",0.472613022559311,"RF00108","snoRNA"
"ENSMFAG00000009250","Occipital/Temporal",0.317065767309091,"RF00108","snoRNA"
"ENSMFAG00000011301","Occipital/Temporal",0.47781655030405,"RF00108","snoRNA"
"ENSMFAG00000011723","Occipital/Temporal",0.52824085680503,"RF00108","snoRNA"
"ENSMFAG00000011754","Occipital/Temporal",0.521625655478572,"RF00108","snoRNA"
"ENSMFAG00000011780","Occipital/Temporal",0.612854504068075,"RF00108","snoRNA"
"ENSMFAG00000011592","Occipital/Temporal",0.553954265510634,"RF00108","snoRNA"
"ENSMFAG00000011895","Occipital/Temporal",0.427036449299424,"RF00108","snoRNA"
"ENSMFAG00000011617","Occipital/Temporal",0.419494342975613,"RF00108","snoRNA"
"ENSMFAG00000011537","Occipital/Temporal",0.579688366410113,"RF00108","snoRNA"
"ENSMFAG00000011647","Occipital/Temporal",0.570641862704726,"RF00108","snoRNA"
"ENSMFAG00000011843","Occipital/Temporal",0.501425463625078,"RF00108","snoRNA"
"ENSMFAG00000007118","Occipital/Temporal",0.673529679269447,"RF00105","snoRNA"
"ENSMFAG00000006332","Occipital/Temporal",0.469530691229473,"RF00105","snoRNA"
"ENSMFAG00000006428","Occipital/Temporal",0.608267647322704,"RF00105","snoRNA"
"ENSMFAG00000006294","Occipital/Temporal",0.395466222708321,"RF00105","snoRNA"
"ENSMFAG00000006755","Occipital/Temporal",0.55802913677939,"RF00105","snoRNA"
"ENSMFAG00000006819","Occipital/Temporal",0.425331151006076,"RF00105","snoRNA"
"ENSMFAG00000006992","Occipital/Temporal",0.432456688463552,"RF00105","snoRNA"
"ENSMFAG00000006900","Occipital/Temporal",0.581991697770404,"RF00105","snoRNA"
"ENSMFAG00000010116","Occipital/Temporal",0.331878601530294,"RF00105","snoRNA"
"ENSMFAG00000007072","Parietal, and Parieto-occipital region",0.298379178544713,"RF00105","snoRNA"
"ENSMFAG00000006460","Cingulate gyrus",0.257402811390635,"RF00105","snoRNA"
"ENSMFAG00000006496","Occipital/Temporal",0.427515696510816,"RF00105","snoRNA"
"ENSMFAG00000007181","Frontal (agranular frontal motor areas)",0.282052724304999,"RF00105","snoRNA"
"ENSMFAG00000009844","Occipital/Temporal",0.879564178082047,"RF00105","snoRNA"
"ENSMFAG00000009969","Occipital/Temporal",0.670550586845802,"RF00105","snoRNA"
"ENSMFAG00000006694","Occipital/Temporal",0.483872283347906,"RF00105","snoRNA"
"ENSMFAG00000010158","Occipital/Temporal",0.454913664513341,"RF00105","snoRNA"
"ENSMFAG00000009886","Occipital/Temporal",0.484966742210008,"RF00105","snoRNA"
"ENSMFAG00000006948","Occipital/Temporal",0.46225145733251,"RF00105","snoRNA"
"ENSMFAG00000006856","Occipital/Temporal",0.658235746098112,"RF00105","snoRNA"
"ENSMFAG00000009928","Occipital/Temporal",0.509094175468756,"RF00105","snoRNA"
"ENSMFAG00000006527","Occipital/Temporal",0.715439394921292,"RF00105","snoRNA"
"ENSMFAG00000007030","Occipital/Temporal",0.500922785920009,"RF00105","snoRNA"
"ENSMFAG00000006616","Occipital/Temporal",0.460111622355553,"RF00105","snoRNA"
"ENSMFAG00000006654","Occipital/Temporal",0.608552960040082,"RF00105","snoRNA"
"ENSMFAG00000006378","Occipital/Temporal",0.316371237636541,"RF00105","snoRNA"
"ENSMFAG00000006113","Occipital/Temporal",0.451742682172228,"RF00105","snoRNA"
"ENSMFAG00000006570","Occipital/Temporal",0.671157152915421,"RF00105","snoRNA"
"ENSMFAG00000046260","Occipital/Temporal",0.656607450375981,"ENSMFAG00000046260","protein_coding"
"ENSMFAG00000010046","Occipital/Temporal",0.594992680389389,"RF00105","snoRNA"
"ENSMFAG00000010015","Occipital/Temporal",0.658132009504836,"RF00105","snoRNA"
"ENSMFAG00000009798","Occipital/Temporal",0.474284133245764,"RF00105","snoRNA"
"ENSMFAG00000010082","Occipital/Temporal",0.530388532066365,"RF00105","snoRNA"
"ENSMFAG00000037265","Hippocampal formation",0.156720453962314,"UBE3A","protein_coding"
"ENSMFAG00000041606","Subcortical",0.380025427276341,"ATP10A","protein_coding"
"ENSMFAG00000046988","Hippocampal formation",1.53853163325569,"ENSMFAG00000046988","lincRNA"
"ENSMFAG00000033421","Hippocampal formation",0.317095186441578,"GABRB3","protein_coding"
"ENSMFAG00000000781","Hippocampal formation",1.3070152092807,"GABRA5","protein_coding"
"ENSMFAG00000046358","Occipital/Temporal",0.506860814109125,"GABRG3","protein_coding"
"ENSMFAG00000030481","Orbitomedial Prefrontal Cortex (OMPFC)",0.545521449587675,"OCA2","protein_coding"
"ENSMFAG00000041087","Cingulate gyrus",0.0993343175497206,"HERC2","protein_coding"
"ENSMFAG00000040758","Cingulate gyrus",0.242657346084966,"APBA2","protein_coding"
