"gene_id","highest_network","donor_centered_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000002223","Subcortical",0.349938735141139,"ADGRG1","protein_coding"
"ENSMFAG00000038450","Hippocampal formation",3.56733975293264,"DRC7","protein_coding"
"ENSMFAG00000043372","Lateral Prefrontal Cortex",0.102817742473777,"KATNB1","protein_coding"
"ENSMFAG00000000179","Subcortical",0.313883874241777,"KIFC3","protein_coding"
"ENSMFAG00000000193","Hippocampal formation",1.80250953004504,"CNGB1","protein_coding"
"ENSMFAG00000040561","Orbitomedial Prefrontal Cortex (OMPFC)",0.46451970829806,"TEPP","protein_coding"
"ENSMFAG00000026248","Hippocampal formation",0.117727308261659,"ZNF319","protein_coding"
"ENSMFAG00000003926","Hippocampal formation",0.322146907543592,"USB1","protein_coding"
"ENSMFAG00000034123","Subcortical",0.735305865235326,"MMP15","protein_coding"
"ENSMFAG00000007227","Hippocampal formation",0.407309900986194,"CFAP20","protein_coding"
"ENSMFAG00000043132","Cingulate gyrus",0.131035243533138,"CSNK2A2","protein_coding"
"ENSMFAG00000030602","Cingulate gyrus",0.142580339582011,"CCDC113","protein_coding"
"ENSMFAG00000045884","Hippocampal formation",1.09180645578221,"PRSS54","protein_coding"
"ENSMFAG00000031759","Subcortical",0.978140922750684,"GINS3","protein_coding"
"ENSMFAG00000044755","Subcortical",0.233237884696311,"NDRG4","protein_coding"
"ENSMFAG00000034858","Subcortical",0.414919221531776,"RF00026","snRNA"
"ENSMFAG00000003198","Occipital/Temporal",0.16224330608433,"SETD6","protein_coding"
"ENSMFAG00000035888","Hippocampal formation",0.0861991340175114,"CNOT1","protein_coding"
"ENSMFAG00000021266","Hippocampal formation",0.212559678183988,"RF00404","snoRNA"
"ENSMFAG00000045340","Cingulate gyrus",0.2080747077035,"SLC38A7","protein_coding"
"ENSMFAG00000000866","Frontal (agranular frontal motor areas)",0.24060284270249,"GOT2","protein_coding"
"ENSMFAG00000003407","Frontal (agranular frontal motor areas)",0.258065643582408,"ENSMFAG00000003407","protein_coding"
"ENSMFAG00000011692","Occipital/Temporal",0.308194242883557,"RF00019","misc_RNA"
"ENSMFAG00000034242","Cingulate gyrus",0.0918851885051911,"ENSMFAG00000034242","protein_coding"
"ENSMFAG00000013034","Subcortical",0.219410221226893,"ENSMFAG00000013034","protein_coding"
"ENSMFAG00000031066","Hippocampal formation",0.868842277789973,"CDH8","protein_coding"
"ENSMFAG00000011331","Hippocampal formation",0.591624609629737,"RF00100","misc_RNA"
"ENSMFAG00000040729","Subcortical",0.405321557246487,"CDH11","protein_coding"
"ENSMFAG00000046702","Occipital/Temporal",1.6821451227363,"ENSMFAG00000046702","lincRNA"
"ENSMFAG00000038308","Frontal (agranular frontal motor areas)",0.296320930163917,"CDH5","protein_coding"
"ENSMFAG00000031444","Cingulate gyrus",0.416643551713047,"BEAN1","protein_coding"
"ENSMFAG00000035489","Frontal (agranular frontal motor areas)",0.151639631529943,"TK2","protein_coding"
"ENSMFAG00000032896","Subcortical",0.151008649370943,"CKLF","protein_coding"
"ENSMFAG00000039438","Cingulate gyrus",0.234861236920584,"ENSMFAG00000039438","protein_coding"
"ENSMFAG00000038509","Subcortical",0.667560948455537,"CMTM2","protein_coding"
"ENSMFAG00000039621","Subcortical",0.512869184108199,"CMTM3","protein_coding"
"ENSMFAG00000043754","Orbitomedial Prefrontal Cortex (OMPFC)",0.20488778492249,"CMTM4","protein_coding"
"ENSMFAG00000045659","Subcortical",0.22453134634761,"DYNC1LI2","protein_coding"
"ENSMFAG00000025461","Cingulate gyrus",0.306890970146379,"TERB1","protein_coding"
"ENSMFAG00000030456","Hippocampal formation",0.215954882964501,"NAE1","protein_coding"
"ENSMFAG00000042876","Occipital/Temporal",0.588355032624807,"CA7","protein_coding"
"ENSMFAG00000028076","Occipital/Temporal",0.278881444165604,"PDP2","protein_coding"
"ENSMFAG00000032485","Operculum/Insula",0.372120003802551,"RRAD","protein_coding"
"ENSMFAG00000001820","Subcortical",0.227072306975442,"CIAO2B","protein_coding"
"ENSMFAG00000032416","Cingulate gyrus",0.250016653339034,"ENSMFAG00000032416","protein_coding"
"ENSMFAG00000031745","Occipital/Temporal",0.315582780736249,"ENSMFAG00000031745","protein_coding"
"ENSMFAG00000000811","Cingulate gyrus",0.551117519410486,"ENSMFAG00000000811","protein_coding"
"ENSMFAG00000001241","Hippocampal formation",0.683770409643552,"CBFB","protein_coding"
"ENSMFAG00000031327","Hippocampal formation",0.106960713278525,"C16orf70","protein_coding"
"ENSMFAG00000012794","Hippocampal formation",0.969348317456598,"B3GNT9","protein_coding"
"ENSMFAG00000032725","Hippocampal formation",0.550078095535937,"TRADD","protein_coding"
"ENSMFAG00000001028","Hippocampal formation",0.774671906008265,"ENSMFAG00000001028","protein_coding"
"ENSMFAG00000032308","Occipital/Temporal",0.410008768102085,"HSF4","protein_coding"
"ENSMFAG00000043853","Occipital/Temporal",0.284407778176945,"NOL3","protein_coding"
"ENSMFAG00000038714","Cingulate gyrus",0.163672729932576,"KIAA0895L","protein_coding"
"ENSMFAG00000002581","Occipital/Temporal",0.153176451123336,"EXOC3L1","protein_coding"
"ENSMFAG00000033833","Occipital/Temporal",0.142850413721606,"E2F4","protein_coding"
"ENSMFAG00000038390","Occipital/Temporal",0.200852622852071,"ELMO3","protein_coding"
"ENSMFAG00000016712","Occipital/Temporal",0.294075294490726,"ENSMFAG00000016712","miRNA"
"ENSMFAG00000041969","Cingulate gyrus",0.277267355281764,"LRRC29","protein_coding"
"ENSMFAG00000042618","Hippocampal formation",0.288401619743756,"TMEM208","protein_coding"
"ENSMFAG00000046038","Subcortical",0.853230164005663,"FHOD1","protein_coding"
"ENSMFAG00000030400","Subcortical",0.366882978520742,"SLC9A5","protein_coding"
"ENSMFAG00000014752","Subcortical",0.374115863422563,"PLEKHG4","protein_coding"
"ENSMFAG00000002905","Hippocampal formation",1.68260021113835,"LRRC36","protein_coding"
"ENSMFAG00000030980","Hippocampal formation",1.6479226273288,"TPPP3","protein_coding"
"ENSMFAG00000037894","Hippocampal formation",0.330594966495684,"ZDHHC1","protein_coding"
"ENSMFAG00000041126","Subcortical",1.02767009093444,"HSD11B2","protein_coding"
"ENSMFAG00000000689","Hippocampal formation",0.326796594181747,"ATP6V0D1","protein_coding"
"ENSMFAG00000045065","Cingulate gyrus",0.22613556183074,"RIPOR1","protein_coding"
"ENSMFAG00000001212","Occipital/Temporal",0.226760090072613,"CTCF","protein_coding"
"ENSMFAG00000042445","Hippocampal formation",0.525474166782241,"CARMIL2","protein_coding"
"ENSMFAG00000038023","Occipital/Temporal",0.340219646047269,"ACD","protein_coding"
"ENSMFAG00000030985","Parietal, and Parieto-occipital region",0.224974791932438,"PARD6A","protein_coding"
"ENSMFAG00000031412","Hippocampal formation",0.152809057521008,"ENKD1","protein_coding"
"ENSMFAG00000044426","Subcortical",0.619091894651094,"C16orf86","protein_coding"
"ENSMFAG00000040849","Frontal (agranular frontal motor areas)",0.116334393315381,"GFOD2","protein_coding"
"ENSMFAG00000035893","Hippocampal formation",0.16177713089427,"RANBP10","protein_coding"
"ENSMFAG00000035364","Hippocampal formation",1.2004541437012,"TSNAXIP1","protein_coding"
"ENSMFAG00000000806","Occipital/Temporal",0.233881458100842,"CENPT","protein_coding"
"ENSMFAG00000030061","Hippocampal formation",0.142201484218016,"THAP11","protein_coding"
"ENSMFAG00000039088","Hippocampal formation",0.41411592509303,"NUTF2","protein_coding"
"ENSMFAG00000030369","Occipital/Temporal",0.137410693105374,"EDC4","protein_coding"
"ENSMFAG00000034697","Subcortical",0.320291702948481,"PSKH1","protein_coding"
"ENSMFAG00000041954","Occipital/Temporal",0.532730675205897,"CTRL","protein_coding"
"ENSMFAG00000036794","Subcortical",0.604099764356475,"PSMB10","protein_coding"
"ENSMFAG00000002764","Subcortical",0.12702389283241,"LCAT","protein_coding"
"ENSMFAG00000038855","Subcortical",0.645293989650963,"SLC12A4","protein_coding"
"ENSMFAG00000037108","Subcortical",1.57434004451761,"DPEP3","protein_coding"
"ENSMFAG00000000644","Subcortical",0.377981992207874,"DPEP2","protein_coding"
"ENSMFAG00000032978","Hippocampal formation",0.25514004852918,"DDX28","pseudogene"
"ENSMFAG00000046270","Occipital/Temporal",0.146853349275181,"DUS2","protein_coding"
"ENSMFAG00000043795","Hippocampal formation",0.297343111440616,"NFATC3","protein_coding"
"ENSMFAG00000002813","Hippocampal formation",0.742276286413533,"ESRP2","protein_coding"
"ENSMFAG00000040172","Subcortical",0.174217544722419,"PLA2G15","protein_coding"
"ENSMFAG00000038675","Occipital/Temporal",0.405416916880905,"SLC7A6","protein_coding"
"ENSMFAG00000041312","Hippocampal formation",0.126447064828466,"SLC7A6OS","protein_coding"
"ENSMFAG00000003600","Occipital/Temporal",0.274576734883761,"ENSMFAG00000003600","protein_coding"
"ENSMFAG00000000563","Frontal (agranular frontal motor areas)",0.0794691037018623,"PRMT7","protein_coding"
"ENSMFAG00000002454","Hippocampal formation",1.23479461559507,"SMPD3","protein_coding"
"ENSMFAG00000006951","Orbitomedial Prefrontal Cortex (OMPFC)",0.268224154711881,"RF00015","snRNA"
"ENSMFAG00000026158","Orbitomedial Prefrontal Cortex (OMPFC)",0.0776492813131553,"ZFP90","protein_coding"
"ENSMFAG00000038880","Cingulate gyrus",0.334838981308421,"CDH3","protein_coding"
"ENSMFAG00000032434","Hippocampal formation",2.04839178805023,"CDH1","protein_coding"
"ENSMFAG00000041170","Occipital/Temporal",0.0839016427100642,"TANGO6","protein_coding"
"ENSMFAG00000032682","Occipital/Temporal",0.255408983686944,"HAS3","protein_coding"
"ENSMFAG00000042156","Hippocampal formation",0.205167095975274,"CHTF8","protein_coding"
"ENSMFAG00000013774","Cingulate gyrus",0.352617167437631,"RF00017","misc_RNA"
"ENSMFAG00000044575","Hippocampal formation",0.196252338012936,"UTP4","protein_coding"
"ENSMFAG00000044911","Occipital/Temporal",0.397717144263013,"SNTB2","protein_coding"
"ENSMFAG00000004306","Occipital/Temporal",0.598820647070147,"RF00019","misc_RNA"
"ENSMFAG00000001733","Frontal (agranular frontal motor areas)",0.0978618055613344,"ENSMFAG00000001733","protein_coding"
"ENSMFAG00000030620","Lateral Prefrontal Cortex",0.100466646645186,"PDF","protein_coding"
"ENSMFAG00000041024","Cingulate gyrus",0.064477946905296,"ENSMFAG00000041024","protein_coding"
"ENSMFAG00000046374","Temporal",0.105957677915245,"NIP7","protein_coding"
"ENSMFAG00000032234","Occipital/Temporal",0.316056034867657,"ENSMFAG00000032234","protein_coding"
"ENSMFAG00000044110","Occipital/Temporal",0.116386328212362,"TERF2","protein_coding"
"ENSMFAG00000034432","Hippocampal formation",0.142993370983567,"CYB5B","protein_coding"
"ENSMFAG00000037197","Cingulate gyrus",0.137782647689357,"NFAT5","protein_coding"
"ENSMFAG00000002412","Subcortical",0.485303987159691,"NQO1","protein_coding"
"ENSMFAG00000030131","Subcortical",0.343583114012476,"NOB1","protein_coding"
"ENSMFAG00000039657","Cingulate gyrus",0.0509003848533035,"WWP2","protein_coding"
"ENSMFAG00000044714","Frontal (agranular frontal motor areas)",0.183002709735044,"ENSMFAG00000044714","protein_coding"
"ENSMFAG00000038857","Parietal, and Parieto-occipital region",0.0570556963478797,"PSMD7","protein_coding"
"ENSMFAG00000034225","Subcortical",1.63431643375696,"ZFHX3","protein_coding"
"ENSMFAG00000033406","Parietal, and Parieto-occipital region",1.1181448972146,"PMFBP1","protein_coding"
"ENSMFAG00000031852","Cingulate gyrus",0.0670578258709566,"DHX38","protein_coding"
"ENSMFAG00000043897","Parietal, and Parieto-occipital region",0.122725508051239,"TXNL4B","protein_coding"
"ENSMFAG00000003873","Hippocampal formation",0.725620724349698,"ENSMFAG00000003873","protein_coding"
"ENSMFAG00000002142","Operculum/Insula",0.419925356517303,"ENSMFAG00000002142","protein_coding"
"ENSMFAG00000043915","Subcortical",0.149995263683272,"DHODH","protein_coding"
"ENSMFAG00000031223","Hippocampal formation",0.681941362640218,"ENSMFAG00000031223","protein_coding"
"ENSMFAG00000043491","Subcortical",0.693167071412058,"PKD1L3","protein_coding"
"ENSMFAG00000041905","Subcortical",0.0877692800480763,"IST1","protein_coding"
"ENSMFAG00000029323","Cingulate gyrus",0.133866037529555,"ZNF821","protein_coding"
"ENSMFAG00000029752","Subcortical",0.14258485917868,"ATXN1L","protein_coding"
"ENSMFAG00000037769","Hippocampal formation",0.0836411483391755,"AP1G1","protein_coding"
"ENSMFAG00000014557","Occipital/Temporal",0.240478253370135,"RF00576","snoRNA"
"ENSMFAG00000037146","Operculum/Insula",0.130291931734826,"PHLPP2","protein_coding"
"ENSMFAG00000014973","Occipital/Temporal",0.328788737161632,"RF00156","snoRNA"
"ENSMFAG00000043332","Occipital/Temporal",1.17513043562302,"MARVELD3","protein_coding"
"ENSMFAG00000000298","Subcortical",0.362819875529829,"ENSMFAG00000000298","protein_coding"
"ENSMFAG00000030892","Occipital/Temporal",0.541728890391788,"CHST4","protein_coding"
"ENSMFAG00000040094","Orbitomedial Prefrontal Cortex (OMPFC)",0.081829465533538,"ZNF19","protein_coding"
"ENSMFAG00000028694","Occipital/Temporal",0.160505736557554,"ZNF23","protein_coding"
"ENSMFAG00000045637","Orbitomedial Prefrontal Cortex (OMPFC)",0.489881776050183,"CALB2","protein_coding"
"ENSMFAG00000001058","Subcortical",0.565505533049003,"ENSMFAG00000001058","pseudogene"
"ENSMFAG00000002730","Hippocampal formation",2.68066850541094,"HYDIN","protein_coding"
"ENSMFAG00000040036","Cingulate gyrus",0.115939025698595,"VAC14","protein_coding"
"ENSMFAG00000043202","Hippocampal formation",0.289900811438397,"ENSMFAG00000043202","protein_coding"
"ENSMFAG00000003097","Hippocampal formation",0.141368903271509,"MTSS2","protein_coding"
"ENSMFAG00000004902","Cingulate gyrus",0.409226923955947,"IL34","protein_coding"
"ENSMFAG00000045487","Hippocampal formation",0.245939986567808,"SF3B3","protein_coding"
"ENSMFAG00000023577","Orbitomedial Prefrontal Cortex (OMPFC)",0.243900372140815,"RF00611","snoRNA"
"ENSMFAG00000032596","Hippocampal formation",0.121468283844716,"COG4","protein_coding"
"ENSMFAG00000036078","Subcortical",0.231963532916246,"FCSK","protein_coding"
"ENSMFAG00000033155","Hippocampal formation",0.259204570328168,"ST3GAL2","protein_coding"
"ENSMFAG00000030922","Occipital/Temporal",0.102267541989826,"DDX19A","protein_coding"
"ENSMFAG00000001159","Hippocampal formation",0.326445862145314,"ENSMFAG00000001159","protein_coding"
"ENSMFAG00000037902","Occipital/Temporal",0.101851883945831,"DDX19B","protein_coding"
"ENSMFAG00000002309","Frontal (agranular frontal motor areas)",0.179408171289319,"AARS","protein_coding"
"ENSMFAG00000035562","Subcortical",0.291930816208483,"EXOSC6","protein_coding"
"ENSMFAG00000006545","Subcortical",0.53706257820825,"ENSMFAG00000006545","protein_coding"
"ENSMFAG00000044314","Subcortical",0.234250866555449,"PDPR","protein_coding"
"ENSMFAG00000020124","Hippocampal formation",0.106923401600264,"GLG1","protein_coding"
"ENSMFAG00000012906","Hippocampal formation",0.374180196593845,"RF00019","misc_RNA"
"ENSMFAG00000043003","Subcortical",0.185472086494737,"RFWD3","protein_coding"
"ENSMFAG00000042010","Subcortical",0.377101603890854,"MLKL","protein_coding"
"ENSMFAG00000026134","Subcortical",1.32328442999511,"FA2H","protein_coding"
"ENSMFAG00000036379","Occipital/Temporal",0.173697100821974,"WDR59","protein_coding"
"ENSMFAG00000027351","Parietal, and Parieto-occipital region",0.191921549291219,"ENSMFAG00000027351","protein_coding"
"ENSMFAG00000039290","Cingulate gyrus",0.188852169466352,"ZNRF1","protein_coding"
"ENSMFAG00000029402","Subcortical",0.171253201145095,"LDHD","protein_coding"
"ENSMFAG00000001812","Orbitomedial Prefrontal Cortex (OMPFC)",0.0500160779139643,"ZFP1","protein_coding"
"ENSMFAG00000036811","Subcortical",1.69376172080471,"ENSMFAG00000036811","protein_coding"
"ENSMFAG00000035344","Hippocampal formation",0.253625887180411,"BCAR1","protein_coding"
"ENSMFAG00000006882","Cingulate gyrus",0.323414597323343,"RF00026","snRNA"
"ENSMFAG00000031867","Subcortical",0.0427095130008103,"CFDP1","protein_coding"
"ENSMFAG00000041029","Subcortical",0.235143557577785,"ENSMFAG00000041029","pseudogene"
"ENSMFAG00000011873","Subcortical",1.17662065211242,"CHST6","protein_coding"
"ENSMFAG00000002754","Hippocampal formation",0.256160189757823,"ENSMFAG00000002754","pseudogene"
"ENSMFAG00000041367","Hippocampal formation",0.389388572476395,"TMEM231","protein_coding"
"ENSMFAG00000041724","Subcortical",0.408627608296132,"GABARAPL2","protein_coding"
"ENSMFAG00000026786","Cingulate gyrus",0.112393372910024,"ADAT1","protein_coding"
"ENSMFAG00000040024","Frontal (agranular frontal motor areas)",0.0976505187656486,"KARS","protein_coding"
"ENSMFAG00000034117","Parietal, and Parieto-occipital region",0.0476068838279242,"TERF2IP","protein_coding"
"ENSMFAG00000001819","Operculum/Insula",0.305769790612079,"ENSMFAG00000001819","protein_coding"
"ENSMFAG00000039703","Subcortical",0.217366059112229,"MON1B","protein_coding"
"ENSMFAG00000031480","Subcortical",0.189927604754297,"SYCE1L","protein_coding"
"ENSMFAG00000003786","Lateral Prefrontal Cortex",0.75730141813256,"ADAMTS18","protein_coding"
"ENSMFAG00000000905","Subcortical",0.414091360967743,"ENSMFAG00000000905","protein_coding"
"ENSMFAG00000034237","Subcortical",1.33473872511528,"VAT1L","protein_coding"
"ENSMFAG00000044345","Operculum/Insula",1.47818816942472,"CLEC3A","protein_coding"
"ENSMFAG00000037127","Occipital/Temporal",0.255716283884027,"WWOX","protein_coding"
"ENSMFAG00000046665","Cingulate gyrus",0.160127266643116,"ENSMFAG00000046665","lincRNA"
"ENSMFAG00000029001","Hippocampal formation",0.720351235580695,"DYNLRB2","protein_coding"
"ENSMFAG00000039809","Cingulate gyrus",0.21103931400934,"CDYL2","protein_coding"
"ENSMFAG00000030783","Occipital/Temporal",0.158597258029223,"CMC2","protein_coding"
"ENSMFAG00000032373","Subcortical",0.243193799636617,"CENPN","protein_coding"
"ENSMFAG00000035738","Occipital/Temporal",0.118238940136553,"ATMIN","protein_coding"
"ENSMFAG00000041497","Hippocampal formation",0.516078459321424,"C20H16orf46","protein_coding"
"ENSMFAG00000041821","Subcortical",0.444594771599904,"ENSMFAG00000041821","protein_coding"
"ENSMFAG00000044240","Temporal",0.438326198921604,"ENSMFAG00000044240","protein_coding"
"ENSMFAG00000035655","Operculum/Insula",0.450914564603787,"BCO1","protein_coding"
"ENSMFAG00000033724","Occipital/Temporal",0.187669863610393,"GAN","protein_coding"
"ENSMFAG00000016509","Occipital/Temporal",0.127516461910388,"ENSMFAG00000016509","protein_coding"
"ENSMFAG00000035465","Cingulate gyrus",0.274647962311369,"CMIP","protein_coding"
"ENSMFAG00000013671","Cingulate gyrus",0.521262931516818,"ENSMFAG00000013671","miRNA"
"ENSMFAG00000017814","Occipital/Temporal",0.446097743472355,"ENSMFAG00000017814","miRNA"
"ENSMFAG00000042565","Subcortical",0.628770112268079,"ENSMFAG00000042565","protein_coding"
"ENSMFAG00000040108","Subcortical",0.529228202439756,"SDR42E1","protein_coding"
"ENSMFAG00000002729","Parietal, and Parieto-occipital region",0.0431674758986926,"MPHOSPH6","protein_coding"
"ENSMFAG00000003153","Cingulate gyrus",0.776187115320517,"CDH13","protein_coding"
"ENSMFAG00000000302","Hippocampal formation",0.404450685501716,"ENSMFAG00000000302","protein_coding"
"ENSMFAG00000000342","Subcortical",0.218624943523397,"MLYCD","protein_coding"
"ENSMFAG00000000406","Subcortical",0.401131636598479,"OSGIN1","protein_coding"
"ENSMFAG00000041548","Subcortical",1.00969833720036,"NECAB2","protein_coding"
"ENSMFAG00000002345","Subcortical",1.89839956838895,"SLC38A8","protein_coding"
"ENSMFAG00000032326","Subcortical",0.250098593097875,"MBTPS1","protein_coding"
"ENSMFAG00000041105","Subcortical",0.204090558253496,"HSDL1","protein_coding"
"ENSMFAG00000039701","Hippocampal formation",1.60323091527265,"DNAAF1","protein_coding"
"ENSMFAG00000003245","Subcortical",0.201791200711264,"TAF1C","protein_coding"
"ENSMFAG00000044274","Subcortical",2.22802834604963,"ADAD2","protein_coding"
"ENSMFAG00000044144","Frontal (agranular frontal motor areas)",0.535472633348315,"KCNG4","protein_coding"
"ENSMFAG00000042597","Orbitomedial Prefrontal Cortex (OMPFC)",0.69095400958425,"WFDC1","protein_coding"
"ENSMFAG00000041363","Hippocampal formation",3.07222758645386,"ATP2C2","protein_coding"
"ENSMFAG00000015627","Hippocampal formation",0.497006884959422,"ENSMFAG00000015627","protein_coding"
"ENSMFAG00000040862","Hippocampal formation",0.2830040425618,"MEAK7","protein_coding"
"ENSMFAG00000041288","Hippocampal formation",0.999949540101199,"COTL1","protein_coding"
"ENSMFAG00000045556","Hippocampal formation",0.335398842098108,"KLHL36","protein_coding"
"ENSMFAG00000003073","Hippocampal formation",0.0978298698763642,"USP10","protein_coding"
"ENSMFAG00000012467","Parietal, and Parieto-occipital region",0.160318817429183,"CRISPLD2","protein_coding"
"ENSMFAG00000042544","Cingulate gyrus",0.160282229911346,"ZDHHC7","protein_coding"
"ENSMFAG00000024723","Frontal (agranular frontal motor areas)",0.269612816318966,"KIAA0513","protein_coding"
"ENSMFAG00000040673","Hippocampal formation",1.32079145194141,"FAM92B","protein_coding"
"ENSMFAG00000046969","Occipital/Temporal",0.818269091822202,"ENSMFAG00000046969","lincRNA"
"ENSMFAG00000041181","Frontal (agranular frontal motor areas)",0.211291244813365,"GSE1","protein_coding"
"ENSMFAG00000009219","Occipital/Temporal",0.379461712283693,"RF00017","misc_RNA"
"ENSMFAG00000002508","Hippocampal formation",0.71510616886867,"GINS2","protein_coding"
"ENSMFAG00000001118","Operculum/Insula",0.228235160506788,"C16orf74","protein_coding"
"ENSMFAG00000034372","Subcortical",0.283549016977323,"EMC8","protein_coding"
"ENSMFAG00000005832","Occipital/Temporal",0.241053617256382,"RF00003","snRNA"
"ENSMFAG00000034477","Subcortical",0.228266791424156,"ENSMFAG00000034477","protein_coding"
"ENSMFAG00000031542","Subcortical",0.892525459796787,"IRF8","protein_coding"
"ENSMFAG00000039933","Lateral Prefrontal Cortex",0.271889743653394,"FOXF1","protein_coding"
"ENSMFAG00000044698","Occipital/Temporal",0.151084445942961,"MTHFSD","protein_coding"
"ENSMFAG00000040654","Orbitomedial Prefrontal Cortex (OMPFC)",1.73401472402307,"FOXC2","protein_coding"
"ENSMFAG00000012540","Orbitomedial Prefrontal Cortex (OMPFC)",1.20822146138007,"FOXL1","protein_coding"
"ENSMFAG00000000890","Cingulate gyrus",0.492033097347656,"ENSMFAG00000000890","protein_coding"
"ENSMFAG00000044620","Lateral Prefrontal Cortex",0.225799511643335,"C16orf95","protein_coding"
"ENSMFAG00000038479","Frontal (agranular frontal motor areas)",0.119111999887091,"FBXO31","protein_coding"
"ENSMFAG00000002790","Occipital/Temporal",0.281744543053144,"MAP1LC3B","protein_coding"
"ENSMFAG00000044504","Orbitomedial Prefrontal Cortex (OMPFC)",0.125250691945777,"ZCCHC14","protein_coding"
"ENSMFAG00000047026","Cingulate gyrus",0.471698555962847,"ENSMFAG00000047026","lincRNA"
"ENSMFAG00000042205","Cingulate gyrus",0.169575726781352,"JPH3","protein_coding"
"ENSMFAG00000000253","Cingulate gyrus",0.177705519608168,"KLHDC4","protein_coding"
"ENSMFAG00000041887","Cingulate gyrus",0.221184514740497,"SLC7A5","protein_coding"
"ENSMFAG00000041635","Cingulate gyrus",0.316720249452207,"CA5A","protein_coding"
"ENSMFAG00000037628","Occipital/Temporal",0.14625441014626,"BANP","protein_coding"
"ENSMFAG00000045885","Subcortical",0.323515958350955,"ZNF469","protein_coding"
"ENSMFAG00000036335","Lateral Prefrontal Cortex",0.177401021186271,"ZFPM1","protein_coding"
"ENSMFAG00000002975","Occipital/Temporal",0.156751968503951,"ZC3H18","protein_coding"
"ENSMFAG00000032332","Subcortical",1.01137988963747,"CYBA","protein_coding"
"ENSMFAG00000000591","Cingulate gyrus",0.24926987864912,"MVD","protein_coding"
"ENSMFAG00000032064","Occipital/Temporal",1.02816405787219,"SNAI3","protein_coding"
"ENSMFAG00000039545","Subcortical",0.169111167329684,"RNF166","protein_coding"
"ENSMFAG00000030941","Occipital/Temporal",0.0735928584986465,"CTU2","protein_coding"
"ENSMFAG00000015002","Subcortical",0.534188487762734,"PIEZO1","protein_coding"
"ENSMFAG00000043967","Frontal (agranular frontal motor areas)",0.501218667990596,"CDT1","protein_coding"
"ENSMFAG00000003499","Hippocampal formation",0.29110066379417,"APRT","protein_coding"
"ENSMFAG00000041824","Hippocampal formation",0.341057214016942,"GALNS","protein_coding"
"ENSMFAG00000003395","Frontal (agranular frontal motor areas)",0.0931569236727884,"ENSMFAG00000003395","protein_coding"
"ENSMFAG00000003781","Cingulate gyrus",0.440843615600742,"CBFA2T3","protein_coding"
"ENSMFAG00000044180","Occipital/Temporal",0.218293631678333,"ACSF3","protein_coding"
"ENSMFAG00000024502","Hippocampal formation",1.24133189782407,"CDH15","protein_coding"
"ENSMFAG00000040263","Cingulate gyrus",0.18687377833773,"ANKRD11","protein_coding"
"ENSMFAG00000001315","Cingulate gyrus",0.154815220623415,"SPG7","protein_coding"
"ENSMFAG00000027717","Hippocampal formation",0.245408276667136,"ENSMFAG00000027717","protein_coding"
"ENSMFAG00000038027","Orbitomedial Prefrontal Cortex (OMPFC)",0.852043524138302,"CPNE7","protein_coding"
"ENSMFAG00000038083","Hippocampal formation",0.272898860079371,"CHMP1A","protein_coding"
"ENSMFAG00000043387","Cingulate gyrus",0.204108744417151,"SPATA33","protein_coding"
"ENSMFAG00000039303","Cingulate gyrus",0.0883685745777893,"CDK10","protein_coding"
"ENSMFAG00000041067","Operculum/Insula",0.235093404723677,"SPATA2L","protein_coding"
"ENSMFAG00000032869","Cingulate gyrus",0.191178612831197,"VPS9D1","protein_coding"
"ENSMFAG00000037319","Subcortical",0.425677263130533,"ZNF276","protein_coding"
"ENSMFAG00000039284","Cingulate gyrus",0.215541365776044,"SPIRE2","protein_coding"
"ENSMFAG00000041200","Cingulate gyrus",0.0929138579572886,"TCF25","protein_coding"
"ENSMFAG00000037098","Subcortical",0.394627019426838,"MC1R","protein_coding"
"ENSMFAG00000033629","Cingulate gyrus",0.197333095926567,"TUBB3","protein_coding"
"ENSMFAG00000031002","Frontal (agranular frontal motor areas)",0.126614761413657,"DEF8","protein_coding"
"ENSMFAG00000032130","Occipital/Temporal",0.130050508432853,"CENPBD1","protein_coding"
"ENSMFAG00000043041","Occipital/Temporal",0.238566139215467,"ENSMFAG00000043041","protein_coding"
"ENSMFAG00000038151","Lateral Prefrontal Cortex",0.338378150495577,"DBNDD1","protein_coding"
"ENSMFAG00000029755","Occipital/Temporal",0.267135990269963,"GAS8","protein_coding"
"ENSMFAG00000001024","Lateral Prefrontal Cortex",0.297270676556922,"ENSMFAG00000001024","protein_coding"
"ENSMFAG00000040727","Subcortical",0.400090693328602,"PARD6G","protein_coding"
"ENSMFAG00000035449","Occipital/Temporal",0.0713765034368583,"ADNP2","protein_coding"
"ENSMFAG00000045009","Operculum/Insula",0.0749966213975098,"RBFA","protein_coding"
"ENSMFAG00000045793","Operculum/Insula",0.0610907811099042,"TXNL4A","protein_coding"
"ENSMFAG00000001811","Subcortical",0.144119568154008,"HSBP1L1","protein_coding"
"ENSMFAG00000013643","Frontal (agranular frontal motor areas)",0.196179633727614,"PQLC1","protein_coding"
"ENSMFAG00000000233","Hippocampal formation",1.71409151854506,"KCNG2","protein_coding"
"ENSMFAG00000031816","Occipital/Temporal",0.0880108204044992,"CTDP1","protein_coding"
