"gene_symbol","fisher_score","gene_index","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","highest_network","donor_centered_log2_effect_vs_other_network_mean","lrt_tested","lrt_fdr_lt_0_05","effect_n_donors","effect_se","effect_ci95_low","effect_ci95_high"
"HECW1",1.93458701374482,11285,"ENSMFAG00000003543",5022.37980454373,0.1154157274573,0.0543086831723829,1353.23955372192,9.78533523165692e-286,1.85657918068322e-283,"protein_coding","Occipital/Temporal",0.784489890243409,TRUE,TRUE,9,0.0903943024498239,0.323714030260745,0.740613300757126
"TMEM155",1.93099784127194,19672,"ENSMFAG00000039159",893.137659750438,0.267110821587381,0.10395060511448,605.88431791212,1.14297495864874e-124,2.67217794834798e-123,"protein_coding","Parietal, and Parieto-occipital region",0.874677939027833,TRUE,TRUE,7,0.0981840860433729,0.265068596669393,0.745564204136126
"SATB1",1.8868223291066,17540,"ENSMFAG00000042093",3368.86527152461,-0.0212945584048246,0.0493653058383952,1349.39882232593,6.61098383284834e-285,1.23064087726192e-282,"protein_coding","Occipital/Temporal",0.518353431083075,TRUE,TRUE,9,0.0577041391820536,0.269433237771116,0.535565204915541
"OLFM1",1.88491755929511,14821,"ENSMFAG00000000981",18602.1764077198,0.165906056691,0.0569156030113541,943.198603486848,3.03469899115266e-197,2.30310309590093e-195,"protein_coding","Temporal",0.361385996555031,TRUE,TRUE,8,0.0717076249470199,0.174066994625657,0.513190172573343
"PTGS2",1.88032848086516,16213,"ENSMFAG00000029066",253.968260432703,-0.223173024516319,0.0896549525693849,839.597259895412,6.34451043762555e-175,3.375457060588e-173,"protein_coding","Cingulate gyrus",0.857157193145309,TRUE,TRUE,8,0.147859641647849,0.110750241644906,0.810015230589552
"LRRC4",1.83663744908263,12806,"ENSMFAG00000040001",3015.46334264545,0.226969931739935,0.0438233948912112,1426.05159363292,1.81630645378319e-301,3.7332665568802e-299,"protein_coding","Occipital/Temporal",0.602418162905658,TRUE,TRUE,9,0.0748806834379085,0.298920383164788,0.64427071447425
"KCNS1",1.809308302275,12171,"ENSMFAG00000043514",4918.96579140444,0.233759997436651,0.157508179822188,1114.27256869574,3.86134668709972e-234,4.73242812607774e-232,"protein_coding","Occipital/Temporal",2.20047300146969,TRUE,TRUE,9,0.369881247479557,0.707834299072298,2.41372967151697
"ECM1",1.76079432872964,3959,"ENSMFAG00000040115",478.760079194094,-0.53925191344058,0.0674931261721034,1274.31780028851,1.08897246547054e-268,1.76127907284137e-266,"protein_coding","Cingulate gyrus",0.696183179955889,TRUE,TRUE,8,0.127178825311539,0.21702178643488,0.818482055676375
"RGS4",1.75718535780537,17054,"ENSMFAG00000001269",13087.0151607268,-0.154605985884049,0.0688848673577141,1017.90567866377,2.3730585127442e-213,2.22977097968898e-211,"protein_coding","Frontal (agranular frontal motor areas)",0.846132175587721,TRUE,TRUE,8,0.0670084790592761,0.393652892560172,0.710552641851995
"TSHZ3",1.74346009966387,20222,"ENSMFAG00000033604",1064.89607821036,0.344311455166204,0.0612786036900697,1440.92513662861,1.10965986414059e-304,2.40613279551891e-302,"protein_coding","Occipital/Temporal",1.10045311840807,TRUE,TRUE,9,0.0889916618575891,0.658390055985443,1.06882033647003
